params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,st_prop,bhvr_rate
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.080000-notes/run_0,3397,8371,4481,7287,0.2596408595819841,0.4387413523767016,0.1210374639769452,0.2348584398518695,fn<0_inferred,882.0,1966.0,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.080000-notes/run_0,966,7266,743,7489,0.5848861283643892,0.4602960969044414,0.0754439845106155,0.0470685383980181,fn>=0_inferred,565.0,342.0,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.080000-notes/run_0,4363,15637,5224,14776,0.3316525326610131,0.4418070444104134,0.0979290741743367,0.1475986442412227,all,1447.0,2308.0,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.080000-notes/run_0,2261,7825,2623,7463,0.3440955329500221,0.434616850934045,0.1042476215998928,0.1456869009584664,fn>=0,778.0,1140.0,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.080000-notes/run_0,2102,7812,2601,7313,0.3182683158896289,0.4490580545943868,0.0914809243812388,0.1495135688684075,fn<0,669.0,1168.0,0.0,0.08
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.120000-notes/run_0,1334,7687,1503,7518,0.4220389805097451,0.4870259481037924,0.0748869380154296,0.0952257057369585,fn>=0_inferred,563.0,732.0,0.0,0.12
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.120000-notes/run_0,2087,7873,2614,7346,0.3124101581217058,0.4510328997704667,0.0887557854614756,0.1497523180490283,fn<0,652.0,1179.0,0.0,0.12
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.120000-notes/run_0,2970,8009,3753,7226,0.268013468013468,0.4207300826005862,0.1101577636313313,0.1971532026470221,fn<0_inferred,796.0,1579.0,0.0,0.12
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.120000-notes/run_0,2217,7823,2642,7398,0.3188994136220117,0.4284632853898562,0.095566369288997,0.1447015211555669,fn>=0,707.0,1132.0,0.0,0.12
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.120000-notes/run_0,4304,15696,5256,14744,0.3157527881040892,0.4396879756468798,0.0921730873575691,0.1472349643221203,all,1359.0,2311.0,0.0,0.12
0.000000-r_fun-0.160000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.160000-notes/run_0,1205,7107,876,7436,0.537759336099585,0.3641552511415525,0.087143625605164,0.0448853243281271,fn>=0_inferred,648.0,319.0,0.0,0.16
0.000000-r_fun-0.160000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.160000-notes/run_0,3170,8518,4286,7402,0.2511041009463722,0.4461035930937937,0.1075385031072683,0.2244658370509509,fn<0_inferred,796.0,1912.0,0.0,0.16
0.000000-r_fun-0.160000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.160000-notes/run_0,4375,15625,5162,14838,0.3300571428571429,0.4321968229368462,0.0973176978029384,0.142784,all,1444.0,2231.0,0.0,0.16
0.000000-r_fun-0.160000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.160000-notes/run_0,2289,7753,2595,7447,0.3569244211446046,0.4327552986512524,0.1097086074929501,0.1448471559396362,fn<0,817.0,1123.0,0.0,0.16
0.000000-r_fun-0.160000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.160000-notes/run_0,2086,7872,2567,7391,0.3005752636625119,0.4316322555512271,0.0848329048843187,0.1407520325203252,fn>=0,627.0,1108.0,0.0,0.16
0.000000-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.200000-notes/run_0,4229,15771,5248,14752,0.3244265783873256,0.4556021341463415,0.0930043383947939,0.1516073806353433,all,1372.0,2391.0,0.0,0.2
0.000000-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.200000-notes/run_0,2109,7934,2646,7397,0.3077287814129919,0.4482237339380197,0.0877382722725429,0.1494832367027981,fn<0,649.0,1186.0,0.0,0.2
0.000000-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.200000-notes/run_0,2120,7837,2602,7355,0.3410377358490566,0.4631053036126057,0.0983004758667573,0.1537578154906214,fn>=0,723.0,1205.0,0.0,0.2
0.000000-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.200000-notes/run_0,3445,8657,4728,7374,0.2560232220609579,0.4579103214890017,0.1196094385679414,0.2500866350929883,fn<0_inferred,882.0,2165.0,0.0,0.2
0.000000-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.200000-notes/run_0,784,7114,520,7378,0.625,0.4346153846153846,0.0664136622390891,0.0317683441102052,fn>=0_inferred,490.0,226.0,0.0,0.2
0.000000-r_fun-0.240000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.240000-notes/run_0,2268,7669,2616,7321,0.328042328042328,0.4174311926605504,0.1016254610025952,0.1423914460816273,fn>=0,744.0,1092.0,0.0,0.24
0.000000-r_fun-0.240000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.240000-notes/run_0,1372,7264,1134,7502,0.4642857142857143,0.3518518518518518,0.0849106904825379,0.0549284140969162,fn>=0_inferred,637.0,399.0,0.0,0.24
0.000000-r_fun-0.240000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.240000-notes/run_0,2116,7947,2636,7427,0.301039697542533,0.4389226100151745,0.0857681432610744,0.1455895306404932,fn<0,637.0,1157.0,0.0,0.24
0.000000-r_fun-0.240000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.240000-notes/run_0,3012,8352,4118,7246,0.247011952191235,0.4492472073822244,0.1026773392216395,0.2215038314176245,fn<0_inferred,744.0,1850.0,0.0,0.24
0.000000-r_fun-0.240000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.240000-notes/run_0,4384,15616,5252,14748,0.3150091240875912,0.4282178217821782,0.0936398155682126,0.1440189549180328,all,1381.0,2249.0,0.0,0.24
0.000000-r_fun-0.280000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.280000-notes/run_0,2143,7815,2613,7345,0.3280447970135324,0.4489092996555683,0.0957113682777399,0.1500959692898272,fn>=0,703.0,1173.0,0.0,0.28
0.000000-r_fun-0.280000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.280000-notes/run_0,2152,7890,2576,7466,0.3317843866171003,0.4417701863354037,0.0956335387088132,0.144233206590621,fn<0,714.0,1138.0,0.0,0.28
0.000000-r_fun-0.280000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.280000-notes/run_0,2074,7718,2499,7293,0.3293153326904532,0.4433773509403761,0.093651446592623,0.1435605079036019,fn>=0_inferred,683.0,1108.0,0.0,0.28
0.000000-r_fun-0.280000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.280000-notes/run_0,2221,7987,2690,7518,0.3304817649707339,0.4472118959107806,0.097632349028997,0.1506197571052961,fn<0_inferred,734.0,1203.0,0.0,0.28
0.000000-r_fun-0.280000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.280000-notes/run_0,4295,15705,5189,14811,0.329918509895227,0.4453651956060898,0.0956721355749105,0.1471505889843998,all,1417.0,2311.0,0.0,0.28
0.000000-r_fun-0.320000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.320000-notes/run_0,2172,7845,2591,7426,0.3494475138121547,0.4546507140100347,0.1022084567734985,0.1501593371574251,fn>=0,759.0,1178.0,0.0,0.32
0.000000-r_fun-0.320000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.320000-notes/run_0,3413,8512,4667,7258,0.2578376794608848,0.4572530533533319,0.1212455221824194,0.2507048872180451,fn<0_inferred,880.0,2134.0,0.0,0.32
0.000000-r_fun-0.320000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.320000-notes/run_0,2142,7841,2614,7369,0.3221288515406162,0.4445294567712318,0.0936355000678518,0.1481953832419334,fn<0,690.0,1162.0,0.0,0.32
0.000000-r_fun-0.320000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.320000-notes/run_0,4314,15686,5205,14795,0.3358831710709318,0.4495677233429395,0.0979384927340317,0.1491776106081856,all,1449.0,2340.0,0.0,0.32
0.000000-r_fun-0.320000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.320000-notes/run_0,901,7174,538,7537,0.6315205327413984,0.3828996282527881,0.0754942284728671,0.0287148034569277,fn>=0_inferred,569.0,206.0,0.0,0.32
0.000000-r_fun-0.360000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.360000-notes/run_0,4327,15673,5258,14742,0.3131499884446498,0.4347660707493343,0.0919142585809252,0.1458559305812543,all,1355.0,2286.0,0.0,0.36
0.000000-r_fun-0.360000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.360000-notes/run_0,2149,7641,2541,7249,0.3215449046067938,0.4262101534828807,0.0953234928955718,0.1417353749509226,fn<0,691.0,1083.0,0.0,0.36
0.000000-r_fun-0.360000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.360000-notes/run_0,2178,8032,2717,7493,0.3048668503213957,0.4427677585572322,0.0886160416388629,0.1497758964143426,fn>=0,664.0,1203.0,0.0,0.36
0.000000-r_fun-0.360000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.360000-notes/run_0,3109,8342,4055,7396,0.2495979414602766,0.4246609124537608,0.1049215792320173,0.2064253176696236,fn<0_inferred,776.0,1722.0,0.0,0.36
0.000000-r_fun-0.360000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.360000-notes/run_0,1218,7331,1203,7346,0.4753694581280788,0.4688279301745636,0.0788184045739177,0.0769335697722002,fn>=0_inferred,579.0,564.0,0.0,0.36
0.000000-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.400000-notes/run_0,4288,15712,5223,14777,0.3194962686567164,0.4413172506222477,0.0927116464776341,0.1467031568228106,all,1370.0,2305.0,0.0,0.4
0.000000-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.400000-notes/run_0,1741,7690,1961,7470,0.3744974152785755,0.4446710861805201,0.0872824631860776,0.1133940182054616,fn>=0_inferred,652.0,872.0,0.0,0.4
0.000000-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.400000-notes/run_0,2547,8022,3262,7307,0.281900274833137,0.4393010423053342,0.0982619406048994,0.1786337571677886,fn<0_inferred,718.0,1433.0,0.0,0.4
0.000000-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.400000-notes/run_0,2107,7864,2613,7358,0.3246321784527765,0.4554152315346345,0.0929600434900788,0.151322482197355,fn>=0,684.0,1190.0,0.0,0.4
0.000000-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.400000-notes/run_0,2181,7848,2610,7419,0.3145346171480972,0.4272030651340996,0.0924652918183043,0.1420744138634047,fn<0,686.0,1115.0,0.0,0.4
0.000000-r_fun-0.440000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.440000-notes/run_0,2594,7998,3086,7506,0.2891287586738628,0.4024627349319507,0.0999200639488409,0.1552888222055513,fn<0_inferred,750.0,1242.0,0.0,0.44
0.000000-r_fun-0.440000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.440000-notes/run_0,1655,7753,2067,7341,0.3740181268882175,0.4987905176584422,0.084320937202016,0.1329807816329163,fn>=0_inferred,619.0,1031.0,0.0,0.44
0.000000-r_fun-0.440000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.440000-notes/run_0,2125,7851,2589,7387,0.3317647058823529,0.451525685592893,0.095437931501286,0.1488982295249012,fn>=0,705.0,1169.0,0.0,0.44
0.000000-r_fun-0.440000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.440000-notes/run_0,4249,15751,5153,14847,0.3221934572840668,0.441102270522026,0.0922071799016636,0.1443082978858485,all,1369.0,2273.0,0.0,0.44
0.000000-r_fun-0.440000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.440000-notes/run_0,2124,7900,2564,7460,0.3126177024482109,0.4305772230889235,0.0890080428954423,0.1397468354430379,fn<0,664.0,1104.0,0.0,0.44
0.000000-r_fun-0.480000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.480000-notes/run_0,2421,7871,2865,7427,0.3110285006195787,0.4178010471204188,0.1013868318298101,0.152077245585059,fn>=0_inferred,753.0,1197.0,0.0,0.48
0.000000-r_fun-0.480000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.480000-notes/run_0,2095,7613,2430,7278,0.3312649164677804,0.4234567901234567,0.0953558669964275,0.135163536056745,fn<0_inferred,694.0,1029.0,0.0,0.48
0.000000-r_fun-0.480000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.480000-notes/run_0,4516,15484,5295,14705,0.3204162976085031,0.4203966005665722,0.0984019041142468,0.1437613019891501,all,1447.0,2226.0,0.0,0.48
0.000000-r_fun-0.480000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.480000-notes/run_0,2272,7561,2598,7235,0.3384683098591549,0.4214780600461894,0.1062888735314443,0.1448221134770533,fn>=0,769.0,1095.0,0.0,0.48
0.000000-r_fun-0.480000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.480000-notes/run_0,2244,7923,2697,7470,0.302139037433155,0.4193548387096774,0.0907630522088353,0.1427489587277546,fn<0,678.0,1131.0,0.0,0.48
0.000000-r_fun-0.520000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.520000-notes/run_0,1427,7236,1352,7311,0.4134548002803083,0.3809171597633136,0.0807003145944467,0.0711719181868435,fn>=0_inferred,590.0,515.0,0.0,0.52
0.000000-r_fun-0.520000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.520000-notes/run_0,4392,15608,5179,14821,0.3180783242258652,0.4217030314732574,0.0942581472235341,0.1399282419272168,all,1397.0,2184.0,0.0,0.52
0.000000-r_fun-0.520000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.520000-notes/run_0,2175,7894,2579,7490,0.3190804597701149,0.4257464133385032,0.0926568758344459,0.1390929820116544,fn<0,694.0,1098.0,0.0,0.52
0.000000-r_fun-0.520000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.520000-notes/run_0,2217,7714,2600,7331,0.3170951736580965,0.4176923076923077,0.0958941481380439,0.1407829919626652,fn>=0,703.0,1086.0,0.0,0.52
0.000000-r_fun-0.520000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.520000-notes/run_0,2965,8372,3827,7510,0.2721753794266441,0.436111836948001,0.1074567243675099,0.1993549928332537,fn<0_inferred,807.0,1669.0,0.0,0.52
0.000000-r_fun-0.560000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.560000-notes/run_0,2188,7988,2728,7448,0.2952468007312614,0.4347507331378299,0.086734693877551,0.1484727090635954,fn>=0,646.0,1186.0,0.0,0.56
0.000000-r_fun-0.560000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.560000-notes/run_0,2207,7617,2573,7251,0.3348436792025374,0.4294597745821997,0.1019169769686939,0.1450702376263621,fn<0,739.0,1105.0,0.0,0.56
0.000000-r_fun-0.560000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.560000-notes/run_0,2945,8252,4018,7179,0.2519524617996604,0.4517172722747635,0.1033570135116311,0.219946679592826,fn<0_inferred,742.0,1815.0,0.0,0.56
0.000000-r_fun-0.560000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.560000-notes/run_0,1450,7353,1283,7520,0.443448275862069,0.3710054559625876,0.0855053191489361,0.064735482116143,fn>=0_inferred,643.0,476.0,0.0,0.56
0.000000-r_fun-0.560000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.560000-notes/run_0,4395,15605,5301,14699,0.3151308304891922,0.4321826070552726,0.0942240968773386,0.1468119192566485,all,1385.0,2291.0,0.0,0.56
0.000000-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.600000-notes/run_0,1722,7738,2326,7134,0.3559814169570267,0.5232158211521926,0.0859265489206616,0.1572757818557766,fn<0_inferred,613.0,1217.0,0.0,0.6
0.000000-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.600000-notes/run_0,2211,7795,2590,7416,0.3283582089552239,0.4266409266409266,0.0978964401294498,0.141757536882617,fn>=0,726.0,1105.0,0.0,0.6
0.000000-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.600000-notes/run_0,4328,15672,5182,14818,0.3237060998151571,0.4351601698186028,0.094547172357943,0.1438871873404798,all,1401.0,2255.0,0.0,0.6
0.000000-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.600000-notes/run_0,2606,7934,2856,7684,0.3023791250959324,0.3634453781512605,0.1025507548152004,0.1308293420720948,fn>=0_inferred,788.0,1038.0,0.0,0.6
0.000000-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.600000-notes/run_0,2117,7877,2592,7402,0.3188474256022673,0.4436728395061728,0.0911915698459875,0.1459946680208201,fn<0,675.0,1150.0,0.0,0.6
0.000000-r_fun-0.640000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.640000-notes/run_0,2189,7805,2633,7361,0.3243490178163545,0.4382833270034181,0.0964542861024317,0.1478539397821909,fn<0,710.0,1154.0,0.0,0.64
0.000000-r_fun-0.640000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_False/data/0.000000-r_fun-0.640000-notes/run_0,2270,7938,2842,7366,0.3145374449339207,0.4524982406755806,0.0969318490361118,0.1620055429579239,fn<0_inferred,714.0,1286.0,0.0,0.64
