params,run_result_dir,condition,status,corr_in,corr_in_p,corr_fn_abs,corr_fn_abs_p,avg_in,avg_in_hat,avg_fn_hat_abs,avg_fn_abs,avg_helpfulness,avg_helpfulness_hat,no_run,mu_fur
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,all,unpublishable,0.6167426624754967,0.0,0.4734366559515048,0.0,0.0697438735863903,0.0701422727141019,0.2613766394924265,0.4549553529700775,0.0,0.0967981125716211,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0,published,0.2914219092393533,6.696506415022871e-42,0.444396322134061,3.62189840320464e-101,0.7431400602409639,0.4967220407084337,0.1310131933246265,0.3156898125171084,0.6987951807228916,1.0,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0,unpublished,0.5680918040877803,0.0,0.5347340491685064,0.0,0.1158030637864286,0.054797804452428,0.2736578188290842,0.4191721518667745,0.1485259360616992,0.0,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0,publishable,0.0977639843061967,4.736252238646176e-07,0.278459617497604,2.754815252251395e-48,0.7449105824508321,0.3991973578645991,0.1349319637310892,0.2269333052757186,1.0,0.5484114977307111,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0,unpublishable,0.6430979420622149,0.0,0.4902594155522038,0.0,0.0673912817642704,0.0556546144938512,0.2831362074445258,0.4584698300777777,0.0,0.0836680053547523,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0,published,0.2722412878279798,2.514334629318957e-39,0.3827589140344413,5.322960091728086e-79,0.7223973949955318,0.4975282122966935,0.102978760447176,0.3504517556023235,0.6376228775692583,1.0,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0_inferred,unpublished,0.4817209949100661,0.0,0.5408606073111601,0.0,-0.086506366819502,0.0017348512738964,0.2398932741065305,0.4183382102612774,0.0250444576170717,0.0,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0,unpublished,0.51788736177012,0.0,0.5088496717891637,0.0,0.1073343705380491,0.0696153648576925,0.2337113497931371,0.4089261628964566,0.1430439330543933,0.0,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0_inferred,publishable,-0.2935587916128656,2.4654953114159736e-10,0.3617041280884068,2.9090184843059148e-15,0.5647475838926175,0.4175395650111857,0.0703618556736241,0.3040567961521253,1.0,0.6219239373601789,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0_inferred,unpublished,0.5629944971875575,0.0,0.5096231145128887,0.0,0.2612796799364694,0.1075322837038202,0.2649692130119759,0.4110354603250923,0.2370511242868329,0.0,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0_inferred,publishable,0.1197875209825248,1.5128152196973232e-16,0.1557578010697022,5.2283663841627474e-27,0.7680124111911827,0.400573003972234,0.1230827160784321,0.2228451809048325,1.0,0.5508690122933446,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0,publishable,0.0765292450428905,0.0001199464686158,-0.0166521737987859,0.4033002782121463,0.7562003752479176,0.4050241190428402,0.1013073747874466,0.2329572757794526,1.0,0.5660452201507339,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0_inferred,published,0.3488407188600181,1.794515440545078e-25,0.3927860039745215,2.062360859055528e-32,0.531119514863258,0.482047008882283,0.1596408314708561,0.4885999593697978,0.3305588585017835,1.0,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0_inferred,unpublishable,0.5233276040152941,0.0,0.5099121159033464,0.0,-0.0545387316295155,0.03226940987206,0.2410537669352769,0.4337644106403108,0.0,0.0788294595351442,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0_inferred,unpublishable,0.6781855859860101,0.0,0.4381305653633521,0.0,0.1851249169312492,0.1053025465237812,0.2802439156919797,0.474628524700117,0.0,0.1134797868191862,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0,unpublishable,0.5940694754233596,0.0,0.4582107136522442,0.0,0.0721300054141208,0.0848364759598958,0.2393068536672831,0.4513907713007604,0.0,0.1101154107264087,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0_inferred,published,0.2444971603888783,1.9751210641885932e-48,0.3413471898237674,1.78117076242012e-95,0.7811260031682028,0.5007963246313364,0.1060083245283381,0.2962139470567396,0.7485599078341014,1.0,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,all,unpublished,0.5429625776251288,0.0,0.521488027220436,0.0,0.1116742586634857,0.0620219200882706,0.2541824191231542,0.4141768485171862,0.1458532542869892,0.0,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,all,published,0.2809100196212084,4.870246479696636e-79,0.3954494381193921,1.9782407226480475e-161,0.732376766751681,0.49714036021099,0.1164662281542731,0.333727658245073,0.6670530952932994,1.0,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,all,publishable,0.0875968020510599,2.8633595093433754e-10,0.1348221596737585,2.2129467793955763e-22,0.7504210505324298,0.4020413588191674,0.1185200394857992,0.229873562708422,1.0,0.5570183930300097,1.0,0.1
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,all,published,0.2922228480282358,2.863157303948138e-84,0.4835688565502624,1.6596265949066323e-247,0.7504023095967931,0.5026893172011317,0.096164687907647,0.3208606761030417,0.7083235086064608,1.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,all,unpublished,0.5795790966605957,0.0,0.5369058536530871,0.0,0.1157447948714829,0.0631295540618442,0.2531755161169791,0.4210983549298052,0.1397931340821118,0.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,all,publishable,0.0978106968428537,1.5135090916844157e-12,0.2974795501767064,6.973897637586634e-107,0.7503634903015172,0.4116681625060495,0.0796526697209469,0.2296672041713078,1.0,0.5769156904167467,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,all,unpublishable,0.6503525531368226,0.0,0.479035206542941,0.0,0.0743145895612587,0.0664644030650715,0.2692405832939116,0.4597432549565199,0.0,0.0836206313797066,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0,published,0.2995574852004296,2.5788004589358363e-46,0.5335068594655255,3.3610060982678274e-160,0.7445525814167433,0.5023645356301748,0.0973652813320956,0.3277684188615455,0.6913523459061638,1.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0_inferred,unpublished,0.5723064658130508,0.0,0.5235973623742819,0.0,0.1167752028012165,0.0680407769616728,0.2632444589251889,0.4285506098785815,0.1238514300504723,0.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0,unpublishable,0.6515855525181259,0.0,0.4937265083739581,0.0,0.0763503221752576,0.0673284133130897,0.2636450351222478,0.4578857467128931,0.0,0.0909707158351409,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0,published,0.2843064374044335,9.872253496192285e-40,0.4314056750062841,1.8503499032428576e-94,0.7565548538945331,0.5030309113642961,0.0949019447510183,0.3135953482089985,0.7261731978713111,1.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0,unpublished,0.5838945298274846,0.0,0.5269876394483244,0.0,0.1219267834915572,0.0661228781611324,0.2566960947209212,0.4231219899281426,0.1430894308943089,0.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0,publishable,0.0931916666472141,1.5788169832414342e-06,0.300426383743507,2.649646615853237e-56,0.7570615387523628,0.4090070951773157,0.0794772882756086,0.2296579173557656,1.0,0.5674858223062382,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0,unpublishable,0.6494451340445355,0.0,0.4646740334078285,0.0,0.072290110154375,0.0656051689287116,0.2748052001624828,0.4615904951890926,0.0,0.0763111770257516,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0_inferred,published,0.2684882001025632,1.1304113692847592e-26,0.4390279938474494,4.1889416141455896e-73,0.6869140888888889,0.4967238362875817,0.1128698690935725,0.3417030077411764,0.6483660130718955,1.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0,publishable,0.1036769927142574,1.445632395561448e-07,0.2944887571860866,1.985115140180129e-52,0.7434484480874316,0.4144154392759563,0.0798337329227111,0.2296767918477751,1.0,0.5866510538641686,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0,unpublished,0.5751379181997652,0.0,0.5471964647467701,0.0,0.1093788753689721,0.0600471704742851,0.2495501907771393,0.4190145113167569,0.1363987635239567,0.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0_inferred,publishable,0.1309517728325712,6.187678048263056e-14,0.262089498649239,2.5710124558062767e-52,0.7789661850828729,0.4241635071534684,0.0751884102729297,0.2230185098422345,1.0,0.6175567833026396,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0_inferred,unpublishable,0.6641822882154619,0.0,0.4876724499479904,0.0,0.0688451621021643,0.0613361091919516,0.2599709719981964,0.4590579336339345,0.0,0.0933867735470941,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0_inferred,unpublished,0.5853593931669494,0.0,0.549411615011479,0.0,0.1147535147329058,0.0584048255574897,0.2434889223571389,0.4139290852598356,0.1551294820717131,0.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0_inferred,publishable,0.0028157381733331,0.9011345612581568,0.3396832542958355,7.760373625812125e-54,0.7025504684453566,0.3907806135777321,0.0871152440060369,0.2407813376367368,1.0,0.5089789635710621,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0_inferred,unpublishable,0.6331749945419607,0.0,0.4710375179954237,0.0,0.0799164867330322,0.0717169043842153,0.2787347048796298,0.4604451747840448,0.0,0.0736179529282977,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0_inferred,published,0.2932006613470103,6.914228772968044e-55,0.5129931004981431,6.766965001854085e-182,0.7862329911471783,0.5060560401069716,0.0867368283670841,0.3090979437510143,0.7421615639985245,1.0,1.0,0.2
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0_inferred,unpublishable,0.6016299249840956,0.0,0.5280813590770262,0.0,0.032064202236684,0.0541677466699981,0.276452879605768,0.4364150637486346,0.0,0.0680104031209362,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0_inferred,publishable,0.2069108289533059,1.7195026463876987e-14,0.5171766185401306,5.216904447463567e-93,0.6808835115070527,0.4089210648886414,0.1047189116033763,0.2698798540014848,1.0,0.593170007423905,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0_inferred,published,0.3377736921587639,1.2224295499959056e-36,0.5104155762755639,1.326144875932591e-88,0.7075057019667171,0.4942055271558245,0.139416932492478,0.3761301530559758,0.6043872919818457,1.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0_inferred,unpublishable,0.6357580522898224,0.0,0.5098707185801785,0.0,0.1217270596807152,0.0842208006040644,0.305177396436362,0.4799911904745977,0.0,0.0913864055626507,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0_inferred,publishable,0.1007337320644675,2.653590185926517e-10,0.2417003914661551,3.630578142605623e-53,0.7767119164964249,0.4000520808843207,0.0937139223413661,0.2153822657885852,1.0,0.5444330949948928,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0_inferred,unpublished,0.5586241828838434,0.0,0.5868723990480623,0.0,0.2112175623024306,0.0944639417564238,0.2775148110334766,0.4203855004563698,0.2179064370343227,0.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0_inferred,published,0.2418375080438936,3.108024317780726e-38,0.4930919966963273,4.805424399291669e-170,0.7817637867435158,0.4995430977809798,0.0884564389930691,0.2825067650815165,0.7680115273775217,1.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0,unpublishable,0.6167891067063669,0.0,0.4963930989518798,0.0,0.0754360485991133,0.0713050034121601,0.2871244883409303,0.4556961403166007,0.0,0.0791160823898513,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0,publishable,0.1031771636275258,1.23814858513821e-07,0.3442096890355461,1.2615641587996798e-73,0.7494085288718929,0.4026987441173996,0.0938370335157353,0.2279020307162523,1.0,0.5659655831739961,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0_inferred,unpublished,0.5277888700294628,0.0,0.5608694989288103,0.0,0.029604830486079,0.0407034270119619,0.2699507236996822,0.4176689489600777,0.0710304601425794,0.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0,published,0.2481542517874823,2.7784928650678305e-30,0.5242084138054662,8.701431915388854e-146,0.7577443893203883,0.4984797913252426,0.1050406782274252,0.3124083432165048,0.7184466019417476,1.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0,unpublished,0.5322176107320902,0.0,0.5497172879334957,0.0,0.120691292579267,0.069607637046861,0.2705946829219518,0.4175895292870911,0.1439259447121481,0.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,all,published,0.2747613782127725,6.899267800537323e-72,0.5161850565308023,6.114044837053183e-278,0.7578083967789164,0.497821216774036,0.1048961101512484,0.3127093319195437,0.7152269399707174,1.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,all,unpublished,0.5491165764693201,0.0,0.5740757448283761,0.0,0.1231064928795182,0.068381538835186,0.2738450252341919,0.4190675407787259,0.1466482203496415,0.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,all,unpublishable,0.6200405625010308,0.0,0.5210957578591394,0.0,0.0749395606141073,0.0685386410903934,0.2901884886242382,0.4572524774039146,0.0,0.0791884372667435,1.0,0.3
