params,run_result_dir,condition,status,corr_in,corr_in_p,corr_fn_abs,corr_fn_abs_p,avg_in,avg_in_hat,avg_fn_hat_abs,avg_fn_abs,avg_helpfulness,avg_helpfulness_hat,no_run,st_prop,number_of_notes
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.000000-notes/run_0,all,published,0.2624815247486034,5.2429776546243386e-70,0.3955467970953892,3.523559665419461e-164,0.735582498517674,0.4962652327730901,0.1076994022496253,0.3354078606902166,0.6738882554161916,1.0,1.0,0.0,
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.000000-notes/run_0,fn<0,unpublishable,0.6216744239380844,0.0,0.4454132493570365,0.0,0.0705287385155695,0.0817513604364085,0.2378403688241576,0.4597253380396292,0.0,0.1076034390112842,1.0,0.0,
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.000000-notes/run_0,fn>=0_inferred,unpublishable,0.5515054559121437,0.0,0.4813861364809518,0.0,-0.0113523050440849,0.0515267415617269,0.2520939972543455,0.4589362052108638,0.0,0.0783308931185944,1.0,0.0,
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.000000-notes/run_0,fn>=0_inferred,publishable,-0.2802652398382323,8.94147843799669e-14,0.2855888013106661,2.8840392045220725e-14,0.6309622082111437,0.3736817886422287,0.0623343323714164,0.2784342281964809,1.0,0.4765395894428152,1.0,0.0,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,all,published,0.2679249972545983,1.8105469754254762e-72,0.4243728777518072,6.410451574684525e-190,0.7318759079007809,0.4998135300666054,0.1064849445296247,0.3289380936970602,0.6644464859898943,1.0,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,fn<0,unpublished,0.5667606131481111,0.0,0.5502168035957034,0.0,0.1107126549214268,0.0534311452534391,0.2711407812810988,0.4185623660908296,0.1454272863568216,0.0,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,fn<0,publishable,0.0678177162836499,0.0005354650967293,0.2555714901426359,4.300988051881033e-40,0.7448060253553592,0.400553485158663,0.1204462118764663,0.226053454223204,1.0,0.5528236650019208,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,fn<0,unpublishable,0.6286631962046554,0.0,0.5016311177948548,0.0,0.0653773162017174,0.0571368656664261,0.282042190039404,0.4575108705215018,0.0,0.089335641059779,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,fn>=0,published,0.2831647482784163,1.2079006644939456e-42,0.3946976777417751,1.5220438550259938e-84,0.7321536038324421,0.5044809610650623,0.0899758836700071,0.3376062158279858,0.6479500891265597,1.0,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,fn>=0,unpublished,0.5135764226098799,0.0,0.5438924779183115,0.0,0.109636652402905,0.0674396182393444,0.2411698212571065,0.4127440427312352,0.147605338916514,0.0,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,fn>=0,publishable,0.1101560661552812,2.0025928918753232e-08,0.0339206885878421,0.0848367749039326,0.7580255162664601,0.4073182483791634,0.089190188361931,0.2304331506197134,1.0,0.5631293570875291,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,fn>=0,unpublishable,0.5963444788897725,0.0,0.485844483341502,0.0,0.0716832012134446,0.0815625851451355,0.2484442210640468,0.4541073285829682,0.0,0.1081599123767798,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,fn<0_inferred,published,0.2485468394435799,1.2303675507116624e-49,0.3889360278783934,9.770428479659574e-125,0.7758013099041534,0.5034791372349694,0.0959920873452657,0.2967636389651467,0.7365669474295672,1.0,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,fn<0_inferred,unpublished,0.5633268375525612,0.0,0.5357194755336713,0.0,0.2506361152183612,0.101282352952332,0.2658382508149582,0.4104233385805078,0.2387766878245816,0.0,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,fn<0_inferred,publishable,0.1215088084971816,1.2949368705461627e-16,0.1494148577501679,2.1126888236336668e-24,0.7684720228013029,0.4016840196249728,0.1095104705744195,0.2200566259615852,1.0,0.5507057546145494,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,fn<0_inferred,unpublishable,0.6700128987706392,0.0,0.4531260349007743,0.0,0.173801437207397,0.1014707913446564,0.2838455928356871,0.4751052479280288,0.0,0.1208849793415967,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,fn>=0_inferred,published,0.2293453877445893,2.4457666588052884e-12,0.4173840796117893,1.0402563150789808e-39,0.5658658540065862,0.4859598687266739,0.1461412642724873,0.450537048298573,0.3918770581778266,1.0,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,fn>=0_inferred,unpublished,0.4864427784834055,0.0,0.5627072198889386,0.0,-0.0641418923811774,0.0093718465637645,0.2449136433332059,0.4222955055068041,0.0319438475863056,0.0,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,fn>=0_inferred,publishable,-0.1338150304241696,0.0012366929625041,0.4103513617460448,5.768588158920841e-25,0.6157556931034484,0.4216922910517242,0.0681290325340448,0.2931634029137931,1.0,0.6155172413793103,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,fn>=0_inferred,unpublishable,0.5233954271200241,0.0,0.5318236953366203,0.0,-0.0395800136368982,0.036043869319152,0.2466304700480854,0.4360570844164387,0.0,0.0757658643326039,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,fn<0,published,0.2520417636253783,6.200905334634255e-32,0.482968212801419,9.45143862038845e-124,0.7315805763033175,0.4948496840189573,0.1240424481168199,0.3197194841890995,0.6819905213270142,1.0,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,all,unpublished,0.5404149945035123,0.0,0.5461250080908204,0.0,0.1101871013456538,0.0602733253990538,0.2565020188815495,0.4157205134055413,0.1464911159401764,0.0,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,all,unpublishable,0.6110530697071683,0.0,0.4928031961261249,0.0,0.0684862047690921,0.0691790833560983,0.2654779264284685,0.4558328772498818,0.0,0.0986162672966587,1.0,0.016667,
1-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.016667-notes/run_0,all,publishable,0.0905327385604152,6.540691402230419e-11,0.1427940516989059,5.014348167680107e-25,0.7513890003857281,0.4039221676341369,0.1048814958273766,0.2282344332194985,1.0,0.5579556412729026,1.0,0.016667,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,fn>=0_inferred,publishable,-0.1120333353509052,0.0014537700765932,0.3643368639511935,1.1250368616932216e-26,0.6408783490683231,0.3995746899515528,0.0656128806452689,0.2692861501552795,1.0,0.5590062111801242,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,fn>=0,unpublishable,0.6435883481960117,0.0,0.5506190383736855,0.0,0.0686618024359425,0.0578710465904374,0.2462613414345481,0.4564255326157773,0.0,0.0853196099674973,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,fn>=0,publishable,0.0932534688889133,1.6483259519781257e-06,0.2817544536455418,3.1800487783429748e-49,0.7513714726443769,0.4041839127066869,0.1067216888150323,0.2294137016481763,1.0,0.5585106382978723,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,fn>=0,unpublished,0.5684270537221844,0.0,0.5882122661450015,0.0,0.1161758990888074,0.0560514892051275,0.233848280050433,0.4152705295723723,0.1467913087417887,0.0,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,fn>=0,published,0.2918738366455138,1.6201204449591233e-42,0.5324405846576343,4.3696587164718044e-154,0.7452190704761904,0.4987753703428572,0.1181629739212571,0.3270388016561905,0.7,1.0,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,fn<0,unpublishable,0.6159987271649188,0.0,0.4055964150574869,4.8388534265489074e-287,0.0774935847663103,0.0794339682272213,0.2631884064186071,0.4587427379447095,0.0,0.0963541666666666,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,fn<0,publishable,0.0844943963304213,1.1519004301316682e-05,0.0956686916011083,6.725548154868191e-07,0.7502629892113096,0.3998372394575892,0.0829642099980641,0.2313828789933326,1.0,0.5558035714285714,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,fn>=0_inferred,published,0.2593017215544899,4.962281421742602e-16,0.3577120465419613,5.388787308547933e-30,0.5864421824894515,0.4787748226582278,0.1272690779948117,0.4064796321191983,0.4746835443037974,1.0,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,fn<0,unpublished,0.5262127192952607,0.0,0.4796302579282563,0.0,0.121601517587646,0.0726804255987937,0.2512048310550338,0.4162220389500036,0.1533324772055991,0.0,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,fn>=0_inferred,unpublished,0.50840595187638,0.0,0.5001038264615781,0.0,0.001273127730622,0.0377120340694398,0.2615099580089114,0.4207205772228709,0.050304662037693,0.0,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,all,unpublishable,0.6294266274663707,0.0,0.4756253286254454,0.0,0.0730512223189373,0.0685878773984739,0.2546741388544182,0.4575771899781676,0.0,0.0908038147138964,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,all,publishable,0.0887404237769637,8.941001950040299e-11,0.1892053540334279,4.591232011542421e-44,0.7508113968045113,0.4019876988545112,0.0947179100443536,0.2304086544120447,1.0,0.5571428571428572,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,all,unpublished,0.5470865709516224,0.0,0.5319202045666191,0.0,0.1188664226352926,0.0642976541224987,0.2424552635996163,0.4157423759408124,0.1500350251544291,0.0,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,all,published,0.2789551198102601,1.2148148796225523e-77,0.4190143259746557,2.509506916964327e-182,0.7447403164998836,0.497039454370491,0.1012894194819747,0.3292075077851989,0.6897835699325111,1.0,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,fn<0_inferred,unpublished,0.5470238176553972,0.0,0.5651121150534061,0.0,0.2148479033364561,0.0859972517068655,0.2269025249405376,0.4116790904391369,0.2314365024288688,0.0,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,fn<0_inferred,publishable,0.1172292773020155,2.741266316643076e-15,0.1874028585697491,5.80077731286622e-37,0.7704118626799558,0.4024179252480619,0.0999071788519424,0.2234770078841811,1.0,0.5568106312292359,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,fn<0_inferred,unpublishable,0.6732847219387627,0.0,0.4993286130429066,0.0,0.136813818615909,0.0813523140792192,0.244025116001916,0.478561590246484,0.0,0.1116310160427807,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,fn>=0_inferred,unpublishable,0.5489588963033917,0.0,0.4631487952293193,0.0,0.0068089694993055,0.0553270459579218,0.2657372903734066,0.4357767296994166,0.0,0.0691666666666666,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,fn<0,published,0.2673123107746921,2.916883758531186e-37,0.3208382981569116,8.835864434369747e-54,0.7442827000455167,0.4953801810241237,0.0851608512878495,0.3312804631201638,0.6800182066454256,1.0,1.0,0.033333,
1-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.033333-notes/run_0,fn<0_inferred,published,0.2415276344205889,1.174237981257468e-45,0.4314231561785968,6.631272794748193e-152,0.7895497017020006,0.5022096158704091,0.0939353686398817,0.3073341205446401,0.7506718423409973,1.0,1.0,0.033333,
1-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.050000-notes/run_0,fn>=0_inferred,unpublishable,0.5666517051061372,0.0,0.4841524621572337,0.0,0.0509441021911376,0.0689181014308202,0.2757159492948159,0.4517402599026934,0.0,0.0712598972079455,1.0,0.05,
1-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.050000-notes/run_0,fn>=0_inferred,published,0.2493446364968714,9.823684095141572e-20,0.4119693128016916,5.145903185603642e-54,0.6738417046511628,0.4777042316666667,0.1025938480995644,0.3427114954701473,0.6023255813953489,1.0,1.0,0.05,
1-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.050000-notes/run_0,fn>=0_inferred,unpublished,0.5277773711463334,0.0,0.5310197064586768,0.0,0.0730148673995663,0.0614223424093894,0.2645726084625107,0.4299955945056926,0.0937923556519381,0.0,1.0,0.05,
1-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.050000-notes/run_0,fn<0_inferred,unpublished,0.5568283711578074,0.0,0.582455494644385,0.0,0.163075753239778,0.0678530596624322,0.2387746943024277,0.4114842779971715,0.1939372240124119,0.0,1.0,0.05,
1-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.050000-notes/run_0,fn>=0_inferred,publishable,0.0444847717977798,0.0883093636893079,0.3637537225841826,3.498393957203009e-47,0.7087902648059905,0.39024580595371,0.0677220219955493,0.2467850199999999,1.0,0.5289312457454051,1.0,0.05,
