params,run_result_dir,condition,status,corr_in,corr_in_p,corr_fn_abs,corr_fn_abs_p,avg_in,avg_in_hat,avg_fn_hat_abs,avg_fn_abs,avg_helpfulness,avg_helpfulness_hat,no_run,bhvr_rate
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,fn<0,publishable,0.1043046775769963,1.0074751066694395e-07,0.0299116993372236,0.1276729554256377,0.7517044955684008,0.406376563276686,0.0751461259060115,0.2364034335774181,1.0,0.5699421965317919,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,fn<0,unpublished,0.5483893667637021,0.0,0.5369277260579096,0.0,0.108543220175624,0.0720377265373128,0.2314515727928637,0.4163605740980889,0.1450858034321372,0.0,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,fn<0,published,0.2550397006434896,1.5025832600434704e-35,0.3743213874356326,1.4241942689068819e-77,0.7174649718004338,0.4943862474360086,0.0867387506582412,0.3485842348919739,0.641648590021692,1.0,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,all,unpublishable,0.6160141324531431,0.0,0.4803111126853453,0.0,0.0727932861829156,0.0721120262983194,0.2603141826980192,0.4596154563502032,0.0,0.0963284107844465,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,all,publishable,0.1016807041213221,1.626146629736527e-13,0.2035003244330566,4.406029677667036e-50,0.7467280521191294,0.4011074698255059,0.0945616486010347,0.2339029442119511,1.0,0.5584192439862543,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,all,unpublished,0.5556631708203636,0.0,0.5393023459702997,0.0,0.1156092432525522,0.065286627165514,0.2474903882839433,0.4185522142434549,0.1477672011754935,0.0,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,fn>=0_inferred,unpublishable,0.5462202409536926,0.0,0.4964094500613613,0.0,0.0015431301051244,0.058790379187795,0.2555548843915269,0.4604913812130454,0.0,0.0863836017569546,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,all,published,0.2458690740236221,7.203520982653065e-61,0.4134196783750141,4.1836357958350296e-179,0.7306888757763974,0.4931187219093628,0.1067643967222949,0.3355024566071083,0.6728778467908902,1.0,1.0,0.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,fn<0,unpublishable,0.6007937688084842,0.0,0.469152426694939,0.0,0.0726827943246284,0.0863452190167535,0.2411853717189751,0.458344405195231,0.0,0.1115914617670899,1.0,0.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn>=0_inferred,publishable,-0.1056476092508946,0.0013479098453007,0.3281530257097893,1.7315152757454584e-24,0.6810837516339869,0.4014853073180828,0.0580405166996688,0.2613346964684095,1.0,0.545751633986928,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn>=0_inferred,unpublished,0.5158601787459589,0.0,0.5591776641960886,0.0,-0.022415886689885,0.0178940573831245,0.2445711133187417,0.4258609662752305,0.0591573272804653,0.0,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,all,unpublished,0.5486547882982286,0.0,0.5378086363636232,0.0,0.110586499338582,0.0609025680787923,0.2493031433890581,0.4163002568620444,0.1442910113796189,0.0,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn>=0_inferred,unpublishable,0.5601144174459375,0.0,0.5168095851264913,0.0,-0.01828313652883,0.037761348162346,0.2499625466548196,0.4463251204826045,0.0,0.0763231197771587,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn>=0_inferred,published,0.2742481366372878,1.485401952052402e-19,0.4384331655708045,1.6411491815834658e-50,0.6215172059103908,0.48956604521449,0.1182368937350724,0.4219501097702574,0.4775977121067683,1.0,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn<0_inferred,unpublishable,0.6618817429957403,0.0,0.4361654261676523,0.0,0.1545670194427023,0.1001354650989327,0.2725558035780503,0.4648880090067885,0.0,0.1184073107049608,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn<0_inferred,publishable,0.1146288698712645,6.974729428321683e-14,0.1949116391621622,1.3678505402089273e-37,0.7620532197076849,0.4051403292048562,0.0865288895889524,0.2194714397182932,1.0,0.5662423385195663,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn<0_inferred,unpublished,0.5618544013942383,0.0,0.5216701437813119,0.0,0.2196908655802513,0.0961832607232427,0.2531849169216614,0.408457426575352,0.2141277784242988,0.0,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,all,published,0.2833662300987042,2.844230741541029e-81,0.4344992122901707,3.4417531203686714e-200,0.7298717457549335,0.4985532265213401,0.0925299484773878,0.3269368964809545,0.6661312528682882,1.0,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn>=0,unpublishable,0.6069325150863425,0.0,0.4863967163136151,0.0,0.0652267974847453,0.0730640797373447,0.246961240716113,0.4529371573542767,0.0,0.1010623808226641,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn>=0,publishable,0.0800946187991243,5.247250200989343e-05,0.1076005997020179,5.3190529479185803e-08,0.7478592248427672,0.4103157111238207,0.0703322016291986,0.2304692270341981,1.0,0.5676100628930818,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn<0_inferred,published,0.2726195343025308,1.7659784826909903e-57,0.4104575748852531,1.1008792756503406e-134,0.7642216739196132,0.501402290646721,0.0843804816972998,0.2968163583303113,0.7258990631610759,1.0,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn>=0,published,0.2954510765456404,2.76985558643147e-45,0.4146522857108801,1.3775741536159144e-91,0.7280509075937786,0.5040577964547118,0.0800750118601538,0.3333803273792314,0.6605672461116194,1.0,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn<0,unpublishable,0.6361182819457324,0.0,0.4650001582454844,0.0,0.0765291146333822,0.0669148665019852,0.275982810222962,0.4588146045294746,0.0,0.0950920245398773,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn<0,publishable,0.0805024202962058,3.753223429419002e-05,0.2786080626225031,7.620823735842813e-48,0.7474429564220184,0.3988247780986237,0.0922827305129782,0.2234668903165137,1.0,0.5577217125382263,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn<0,unpublished,0.5607556803485149,0.0,0.5269599013471242,0.0,0.1183410087536011,0.0597114921188472,0.2622172241923395,0.4191336805108285,0.1456811886174767,0.0,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn<0,published,0.2737026512280625,1.2646526133806626e-38,0.4682944732124073,8.089834681395174e-119,0.731704320441989,0.4930131759346224,0.1050651655332228,0.3204519333393186,0.671731123388582,1.0,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,all,unpublishable,0.6212753391803469,0.0,0.4747488080498979,0.0,0.0709373617691442,0.0699571524571071,0.2616245647162716,0.4559067731844407,0.0,0.0980458221024258,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,all,publishable,0.0802535443557604,7.797414547729119e-09,0.1942225845188871,4.863106324895792e-45,0.7476481864341086,0.4044900753110464,0.0814606092958589,0.226919205163372,1.0,0.5625968992248062,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn>=0,unpublished,0.5364391339646628,0.0,0.5509517447786694,0.0,0.1025882767705194,0.0621310778546214,0.2359831914748165,0.4133777827557272,0.1428571428571428,0.0,1.0,0.066667
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn<0_inferred,published,0.216565237587524,2.7714790374564955e-35,0.3755783380366819,8.874767100696852e-108,0.7861113170884099,0.4924747396782255,0.0887618236217432,0.287610717312746,0.7722586691658857,1.0,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn<0,publishable,0.0840853486324396,1.115193417170747e-05,0.2608414476691459,1.3554814413429742e-43,0.7492143095850166,0.3877662464381197,0.1074238100328916,0.2318897032647814,1.0,0.5383767903048109,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn<0,unpublishable,0.6406047943447344,0.0,0.5160372960555966,0.0,0.0705006777644952,0.0542801393713496,0.2627668119119365,0.4596486066366448,0.0,0.0753339760363586,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn>=0,published,0.2458059860747003,9.013069462570663e-32,0.3238192586786072,4.037701734729699e-55,0.7404744425339367,0.4964506828144797,0.0796028875825972,0.3268617054059276,0.683710407239819,1.0,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn>=0,unpublished,0.5468675695008193,0.0,0.496471413441797,0.0,0.1125088483722777,0.0653795015680185,0.2375546650752696,0.4164958927268511,0.1469382526261849,0.0,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn>=0,publishable,0.0589385739810596,0.0023670511336832,0.0510928868378635,0.0084232485124574,0.7479175079006771,0.4033319555056433,0.0785931108790782,0.2249032807806997,1.0,0.5684725357411587,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn>=0,unpublishable,0.6272148927378425,0.0,0.4286008243983578,0.0,0.0715857369385702,0.0727714134990422,0.2475365056290439,0.4587847767406632,0.0,0.0949986409350367,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn<0_inferred,unpublished,0.5676687140819405,0.0,0.5367063946655177,0.0,0.200899286384563,0.0816014612888972,0.2368743157240236,0.4124319832810155,0.2211266009293891,0.0,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,all,published,0.2412861571640826,5.325158892112989e-57,0.3834314863356154,5.645220260440632e-148,0.7431138647880654,0.4901082971868339,0.0940770495010087,0.3168991507667771,0.7049490883258347,1.0,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn<0_inferred,unpublishable,0.6693497729258997,0.0,0.4731823320040536,0.0,0.1182555150336797,0.071148908273114,0.2540425872849982,0.4716272839707144,0.0,0.0959084331009077,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn<0_inferred,publishable,0.1148410247183824,1.8481621475101248e-14,0.186752091761292,5.3192280343848064e-36,0.7664518562061949,0.3969202990906624,0.1001788331659484,0.220368598043206,1.0,0.5588966764639385,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,all,unpublished,0.5584409623097157,0.0,0.5271399896146001,0.0,0.1222373533397984,0.0626099157169501,0.2429772182990727,0.4185973498550724,0.1523737085630981,0.0,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,all,publishable,0.0712381555706118,1.6847789537116324e-07,0.1672849217494097,4.546786795163853e-35,0.7485737411261847,0.3954550876760825,0.093182591235115,0.2284386884045902,1.0,0.5532428916558261,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,all,unpublishable,0.6334866371212399,0.0,0.4722982325429969,0.0,0.0710468071442643,0.0635871230933253,0.2551011307005319,0.4592138258462602,0.0,0.0852315479854983,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn<0,unpublished,0.5698497919734835,0.0,0.5569427559257809,0.0,0.1317644778883452,0.0598976603972362,0.2482875244670574,0.4206553067416482,0.1576966503575461,0.0,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn>=0_inferred,unpublishable,0.5769091276784715,0.0,0.4726527197822555,0.0,0.0199163727373895,0.0553971645365322,0.256247609540867,0.4457691556832542,0.0,0.073667711598746,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn>=0_inferred,publishable,-0.1551976368131138,1.3887460548385613e-06,0.2643892250151315,8.715990119536431e-17,0.6660320887265136,0.3886903381075157,0.0608815702955782,0.2656975711482255,1.0,0.5271398747390397,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn>=0_inferred,unpublished,0.5139699254204347,0.0,0.5152900380542815,0.0,0.0224337532169974,0.0385140850322667,0.2507203746723337,0.4264197584376011,0.0651423641069887,0.0,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn>=0_inferred,published,0.2826119926370264,3.1972481455620474e-20,0.370304103727654,1.444540594904746e-34,0.6084418052837574,0.4826963770156556,0.1107248362324461,0.4086332755088062,0.4941291585127201,1.0,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn<0,published,0.2428619372056487,2.061580957840178e-28,0.4773748370999588,4.303797778650204e-115,0.7460115911574764,0.48314522106309,0.1099677091332439,0.305961621828614,0.7282662692498758,1.0,1.0,0.133333
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,all,published,0.2743306178024252,5.118247210507827e-72,0.4626513277186537,1.2696580251661346e-217,0.7458490308327264,0.4961683050157804,0.0952622624430629,0.3207204427296163,0.6938577324593348,1.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,all,unpublished,0.533312418885464,0.0,0.5424921072076491,0.0,0.1252671513173037,0.0668845591585945,0.2452713306808185,0.4170965390445375,0.1524463195012908,0.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,all,publishable,0.0893593470343323,7.819391073282859e-11,0.2363145519020767,6.578406107628712e-68,0.7532979776472817,0.3961913959306687,0.0823023515023338,0.2287767092323337,1.0,0.5413904148512976,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,all,unpublishable,0.6136249588094227,0.0,0.4857910835906825,0.0,0.0736947057992052,0.0689094866680008,0.2617393619974346,0.457662209913192,0.0,0.0856599415800557,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,fn<0,published,0.2894822146086711,6.092660022732995e-38,0.4388843227950453,3.7709208377938993e-90,0.7447526283605693,0.4848822259831312,0.0906997296439219,0.3230654191604059,0.6831839746968899,1.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,fn<0,unpublished,0.5194829957416205,0.0,0.516704767756879,0.0,0.1375144665810568,0.0727335752480186,0.2358814107746055,0.4162047876456964,0.1614762138303089,0.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,fn<0,publishable,0.0981451363519413,4.990595948692526e-07,0.1838892387316787,2.6325384601501056e-21,0.7564409533103712,0.3770483607986988,0.0810545246967045,0.2316908971762304,1.0,0.4959816303099885,1.0,0.2
