params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,no_run,mu_fur
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.200000-notes/run_0,2188,7750,2562,7376,0.3121572212065813,0.412568306010929,0.0925976138828633,0.1363870967741935,fn<0,683.0,1057.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.200000-notes/run_0,2067,7995,2645,7417,0.2738268021286889,0.4325141776937618,0.0763111770257516,0.1430894308943089,fn>=0,566.0,1144.0,1.0,0.2
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.300000-notes/run_0,4081,15919,5263,14737,0.2830188679245283,0.4440433212996389,0.0783741602768541,0.1468057038758716,all,1155.0,2337.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.300000-notes/run_0,2028,8026,2648,7406,0.2859960552268245,0.4531722054380664,0.0783148798271671,0.149514079242462,fn<0,580.0,1200.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.300000-notes/run_0,1269,7700,1302,7667,0.4042553191489361,0.4193548387096774,0.0669101343419851,0.0709090909090909,fn>=0_inferred,513.0,546.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.300000-notes/run_0,2812,8219,3961,7070,0.2283072546230441,0.4521585458217622,0.0908062234794908,0.2179097213772965,fn<0_inferred,642.0,1791.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.300000-notes/run_0,2053,7893,2615,7331,0.2800779347296639,0.4347992351816444,0.0784340471968353,0.1440516913721018,fn>=0,575.0,1137.0,1.0,0.3
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.400000-notes/run_0,1923,8075,2552,7446,0.2693707748309932,0.4494514106583072,0.0695675530486167,0.1420433436532507,fn<0,518.0,1147.0,1.0,0.4
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.400000-notes/run_0,3956,16044,5110,14890,0.2939838220424671,0.4534246575342466,0.0781061114842176,0.1444153577661431,all,1163.0,2317.0,1.0,0.4
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.400000-notes/run_0,2460,8518,3535,7443,0.2300813008130081,0.4642149929278642,0.0760446056697568,0.1926508570086874,fn<0_inferred,566.0,1641.0,1.0,0.4
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.400000-notes/run_0,1496,7526,1575,7447,0.3990641711229946,0.4292063492063492,0.0801665100040284,0.0898219505713526,fn>=0_inferred,597.0,676.0,1.0,0.4
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.400000-notes/run_0,2033,7969,2558,7444,0.3172651254303984,0.4573885848318999,0.0866469639978506,0.1468189233278956,fn>=0,645.0,1170.0,1.0,0.4
1-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.500000-notes/run_0,4028,15972,5293,14707,0.2698609731876862,0.4443604761005101,0.0739103828109063,0.1472577009767092,all,1087.0,2352.0,1.0,0.5
1-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.500000-notes/run_0,1944,8013,2618,7339,0.2566872427983539,0.448051948051948,0.0679929145660171,0.1463871209284912,fn<0,499.0,1173.0,1.0,0.5
1-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.500000-notes/run_0,2846,8619,3986,7479,0.2097680955727336,0.4357752132463622,0.0798235058162856,0.2015315001740341,fn<0_inferred,597.0,1737.0,1.0,0.5
1-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.500000-notes/run_0,2084,7959,2675,7368,0.2821497120921305,0.4407476635514019,0.0798045602605863,0.1481341877120241,fn>=0,588.0,1179.0,1.0,0.5
1-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.500000-notes/run_0,1182,7353,1307,7228,0.4145516074450084,0.4705432287681714,0.0677919203099059,0.0836393308853529,fn>=0_inferred,490.0,615.0,1.0,0.5
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.600000-notes/run_0,3658,16342,5193,14807,0.2255330781848004,0.4544579241286347,0.055716890659823,0.1444131685228246,all,825.0,2360.0,1.0,0.6
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.600000-notes/run_0,1931,8120,2613,7438,0.2371828068358363,0.4362801377726751,0.0615756923904275,0.1403940886699507,fn<0,458.0,1140.0,1.0,0.6
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.600000-notes/run_0,1727,8222,2580,7369,0.212507237984945,0.4728682170542636,0.0498032297462342,0.1483823887132084,fn>=0,367.0,1220.0,1.0,0.6
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.600000-notes/run_0,1666,8185,2609,7242,0.2280912364945978,0.5070908394020698,0.0524716929025131,0.1616371411117898,fn<0_inferred,380.0,1323.0,1.0,0.6
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.600000-notes/run_0,1992,8157,2584,7565,0.2233935742971887,0.4013157894736842,0.0588235294117647,0.1271300723305136,fn>=0_inferred,445.0,1037.0,1.0,0.6
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.700000-notes/run_0,2048,8332,2914,7466,0.1943359375,0.4337680164722031,0.0533083311009911,0.1517042726836293,fn>=0_inferred,398.0,1264.0,1.0,0.7
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.700000-notes/run_0,3701,16299,5266,14734,0.2158875979465009,0.4489175845043676,0.0542283154608388,0.1450395729799374,all,799.0,2364.0,1.0,0.7
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.700000-notes/run_0,1785,8290,2609,7466,0.219047619047619,0.4656956688386355,0.0523707473881596,0.146562123039807,fn<0,391.0,1215.0,1.0,0.7
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.700000-notes/run_0,1916,8009,2657,7268,0.2129436325678496,0.432442604441099,0.0561364887176664,0.1434636034461231,fn>=0,408.0,1149.0,1.0,0.7
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.700000-notes/run_0,1653,7967,2352,7268,0.2425892316999395,0.467687074829932,0.0551733626857457,0.1380695368394628,fn<0_inferred,401.0,1100.0,1.0,0.7
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.800000-notes/run_0,1799,8283,2717,7365,0.1928849360755975,0.4655870445344129,0.0471147318397827,0.1527224435590969,fn>=0_inferred,347.0,1265.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.800000-notes/run_0,1550,8368,2457,7461,0.2141935483870967,0.5042735042735043,0.0444980565607827,0.1480640535372848,fn<0_inferred,332.0,1239.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.800000-notes/run_0,1646,8420,2614,7452,0.198055893074119,0.495026778882938,0.0437466451959205,0.1536817102137767,fn>=0,326.0,1294.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.800000-notes/run_0,1703,8231,2560,7374,0.2072812683499706,0.47265625,0.0478708977488473,0.1470052241525938,fn<0,353.0,1210.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.800000-notes/run_0,3349,16651,5174,14826,0.202747088683189,0.4839582528024739,0.0457979225684608,0.1503813584769683,all,679.0,2504.0,1.0,0.8
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.900000-notes/run_0,1615,8422,2605,7432,0.1913312693498452,0.4986564299424184,0.0415769644779332,0.154238898123961,fn<0,309.0,1299.0,1.0,0.9
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.900000-notes/run_0,1405,8293,1999,7699,0.2199288256227758,0.4517258629314657,0.0401350824782439,0.1088870131436151,fn<0_inferred,309.0,903.0,1.0,0.9
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.900000-notes/run_0,1578,8385,2601,7362,0.1799746514575411,0.5024990388312187,0.0385764737842977,0.1558735837805605,fn>=0,284.0,1307.0,1.0,0.9
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.900000-notes/run_0,3193,16807,5206,14794,0.1857187597870341,0.5005762581636574,0.0400838177639583,0.1550544416017135,all,593.0,2606.0,1.0,0.9
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-0.900000-notes/run_0,1788,8514,3207,7095,0.1588366890380313,0.5310258808855628,0.0400281888653981,0.2000234907211651,fn>=0_inferred,284.0,1703.0,1.0,0.9
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-1.000000-notes/run_0,1684,8648,3020,7312,0.1627078384798099,0.5331125827814569,0.037472647702407,0.1861702127659574,fn<0_inferred,274.0,1610.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-1.000000-notes/run_0,1452,8216,2125,7543,0.1928374655647383,0.4484705882352941,0.0371205090812674,0.1159931840311587,fn>=0_inferred,280.0,953.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-1.000000-notes/run_0,1511,8401,2522,7390,0.1760423560555923,0.5063441712926249,0.0359945872801082,0.1520057136055231,fn<0,266.0,1277.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-1.000000-notes/run_0,1625,8463,2623,7465,0.1772307692307692,0.4902783072817385,0.0385800401875418,0.15195557131041,fn>=0,288.0,1286.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/1-r_fun-1.000000-notes/run_0,3136,16864,5145,14855,0.1766581632653061,0.498153547133139,0.0372938404577583,0.1519805502846299,all,554.0,2563.0,1.0,1.0
10-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.000000-notes/run_0,2127,7845,2632,7340,0.309355900329102,0.4418693009118541,0.0896457765667575,0.1482472912683237,fn>=0,658.0,1163.0,10.0,0.0
10-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.000000-notes/run_0,2723,8248,3222,7749,0.2875504957767169,0.3978895096213532,0.1010452961672473,0.1554316197866149,fn<0_inferred,783.0,1282.0,10.0,0.0
10-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.000000-notes/run_0,1565,7464,1965,7064,0.3769968051118211,0.5038167938931297,0.0835220838052095,0.132636655948553,fn>=0_inferred,590.0,990.0,10.0,0.0
10-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.000000-notes/run_0,4288,15712,5187,14813,0.3201958955223881,0.4380181222286485,0.0926888543846621,0.1446028513238289,all,1373.0,2272.0,10.0,0.0
10-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.000000-notes/run_0,2161,7867,2555,7473,0.3308653401203146,0.4340508806262231,0.0956777733172755,0.1409686030252955,fn<0,715.0,1109.0,10.0,0.0
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.100000-notes/run_0,4307,15693,5121,14879,0.3331785465521244,0.4391720367115798,0.0964446535385442,0.1433123048492958,all,1435.0,2249.0,10.0,0.1
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.100000-notes/run_0,2069,7982,2568,7483,0.3093281778637022,0.4435358255451713,0.0855271949752772,0.1426960661488348,fn<0,640.0,1139.0,10.0,0.1
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.100000-notes/run_0,2238,7711,2553,7396,0.3552278820375335,0.4347826086956521,0.1074905354245538,0.1439502010115419,fn>=0,795.0,1110.0,10.0,0.1
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.100000-notes/run_0,1365,7483,1424,7424,0.484981684981685,0.5063202247191011,0.0891702586206896,0.0963517305893358,fn>=0_inferred,662.0,721.0,10.0,0.1
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.100000-notes/run_0,2942,8210,3697,7455,0.2627464309993202,0.4133080876386259,0.1036887994634473,0.1861144945188794,fn<0_inferred,773.0,1528.0,10.0,0.1
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.200000-notes/run_0,2147,7951,2632,7466,0.3241732650209595,0.44870820668693,0.0932226091615322,0.1485347754999371,fn<0,696.0,1181.0,10.0,0.2
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.200000-notes/run_0,3110,8417,4311,7216,0.2353697749196141,0.4483878450475527,0.1014412416851441,0.2296542711179755,fn<0_inferred,732.0,1933.0,10.0,0.2
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.200000-notes/run_0,2067,7835,2579,7323,0.3004354136429608,0.4393175649476541,0.0848013109381401,0.1446075303126994,fn>=0,621.0,1133.0,10.0,0.2
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.200000-notes/run_0,4214,15786,5211,14789,0.3125296630280019,0.4440606409518327,0.0890526742849415,0.1465855821614088,all,1317.0,2314.0,10.0,0.2
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.200000-notes/run_0,1104,7369,900,7573,0.529891304347826,0.4233333333333333,0.0772481183150666,0.0517030804722486,fn>=0_inferred,585.0,381.0,10.0,0.2
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.300000-notes/run_0,4189,15811,5198,14802,0.3153497254714729,0.4482493266641015,0.0892446966626131,0.1473657580165707,all,1321.0,2330.0,10.0,0.3
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.300000-notes/run_0,1988,8017,2603,7402,0.2987927565392354,0.4644640799077987,0.080248581464469,0.1508045403517525,fn>=0,594.0,1209.0,10.0,0.3
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.300000-notes/run_0,2201,7794,2595,7400,0.3303044070876874,0.4319845857418112,0.0982432432432432,0.1438285860918655,fn<0,727.0,1121.0,10.0,0.3
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.300000-notes/run_0,873,7192,742,7323,0.5956471935853379,0.5242587601078167,0.0710091492557695,0.0540878754171301,fn>=0_inferred,520.0,389.0,10.0,0.3
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.300000-notes/run_0,3316,8619,4456,7479,0.2415560916767189,0.4355924596050269,0.1070998796630565,0.2252001392272885,fn<0_inferred,801.0,1941.0,10.0,0.3
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.400000-notes/run_0,1734,7921,2278,7377,0.3119953863898501,0.4762949956101843,0.0733360444625186,0.1369776543365736,fn>=0_inferred,541.0,1085.0,10.0,0.4
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.400000-notes/run_0,2335,8010,2957,7388,0.2436830835117773,0.4027730808251606,0.0770167839740119,0.148689138576779,fn<0_inferred,569.0,1191.0,10.0,0.4
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.400000-notes/run_0,2087,8031,2596,7522,0.2783900335409679,0.4198767334360554,0.0772400957192236,0.135724069231727,fn<0,581.0,1090.0,10.0,0.4
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.400000-notes/run_0,1982,7900,2639,7243,0.2669021190716448,0.449412656309208,0.0730360347922131,0.150126582278481,fn>=0,529.0,1186.0,10.0,0.4
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.400000-notes/run_0,4069,15931,5235,14765,0.2727942983534038,0.4347659980897803,0.0751777853030816,0.1428661100998054,all,1110.0,2276.0,10.0,0.4
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.500000-notes/run_0,1967,8048,2674,7341,0.2450432130147432,0.4446522064323111,0.0656586296144939,0.1477385685884691,fn>=0,482.0,1189.0,10.0,0.5
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.500000-notes/run_0,1819,8166,2570,7415,0.2281473336998351,0.4536964980544747,0.0559676331759946,0.1427871662992897,fn<0,415.0,1166.0,10.0,0.5
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.500000-notes/run_0,1954,8214,3144,7024,0.2159672466734902,0.5127226463104325,0.0600797266514806,0.1962503043584124,fn<0_inferred,422.0,1612.0,10.0,0.5
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.500000-notes/run_0,1832,8000,2100,7732,0.2592794759825327,0.3538095238095238,0.0614330056906363,0.092875,fn>=0_inferred,475.0,743.0,10.0,0.5
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.500000-notes/run_0,3786,16214,5244,14756,0.2369255150554675,0.4490846681922197,0.0607888316616969,0.1452448501295177,all,897.0,2355.0,10.0,0.5
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.600000-notes/run_0,3632,16368,5244,14756,0.2252202643171806,0.4633867276887872,0.0554350772567091,0.1484604105571847,all,818.0,2430.0,10.0,0.6
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.600000-notes/run_0,1667,8182,2246,7603,0.25374925014997,0.4461264470169189,0.0556359331842693,0.1224639452456612,fn>=0_inferred,423.0,1002.0,10.0,0.6
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.600000-notes/run_0,1910,8197,2699,7408,0.2350785340314136,0.4586884031122638,0.0606101511879049,0.1510308649505916,fn<0,449.0,1238.0,10.0,0.6
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.600000-notes/run_0,1965,8186,2998,7153,0.2010178117048346,0.47631754503002,0.0552215853488047,0.1744441729782555,fn<0_inferred,395.0,1428.0,10.0,0.6
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/user_pol/output_helpfulness_False/data/10-r_fun-0.600000-notes/run_0,1722,8171,2545,7348,0.2142857142857142,0.468369351669941,0.0502177463255307,0.145881777016277,fn>=0,369.0,1192.0,10.0,0.6
