params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,no_run,bhvr_rate
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,2051,7934,2692,7293,0.2823013164310092,0.4531946508172362,0.0793911970382558,0.1537685908747164,fn<0,579.0,1220.0,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,2163,7852,2648,7367,0.3347202958853444,0.4565709969788519,0.0982760961042486,0.1539735099337748,fn>=0,724.0,1209.0,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,3274,8938,4602,7610,0.2327428222357972,0.4541503694046067,0.100131406044678,0.2338330722756768,fn<0_inferred,762.0,2090.0,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,940,6848,738,7050,0.575531914893617,0.4593495934959349,0.0767375886524822,0.0495035046728971,fn>=0_inferred,541.0,339.0,1.0,0.133333
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,3976,16024,5283,14717,0.3176559356136821,0.4864660230929396,0.085819120744717,0.1603844233649525,all,1263.0,2570.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,1903,8150,2629,7424,0.3110877561744614,0.501331304678585,0.0797413793103448,0.1617177914110429,fn<0,592.0,1318.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,2073,7874,2654,7293,0.3236854799807043,0.4717407686510927,0.0920060331825037,0.159004318008636,fn>=0,671.0,1252.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,2778,8510,4025,7263,0.265658747300216,0.493167701863354,0.1016109045848822,0.2332549941245593,fn<0_inferred,738.0,1985.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,1198,7514,1258,7454,0.4382303839732888,0.4650238473767885,0.0704319828280118,0.0778546712802768,fn>=0_inferred,525.0,585.0,1.0,0.2
1-r_fun-0.266667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.266667-notes/run_0,4006,15994,5208,14792,0.3300049925112331,0.4846390168970814,0.0893726338561384,0.1578091784419157,all,1322.0,2524.0,1.0,0.266667
1-r_fun-0.266667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.266667-notes/run_0,1967,7971,2614,7324,0.3319776309100152,0.4973221117061974,0.0891589295466958,0.1630912056203738,fn>=0,653.0,1300.0,1.0,0.266667
1-r_fun-0.266667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.266667-notes/run_0,2039,8023,2594,7468,0.3281020107896027,0.471858134155744,0.0895822174611676,0.1525613860152062,fn<0,669.0,1224.0,1.0,0.266667
1-r_fun-0.266667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.266667-notes/run_0,2816,8580,4119,7277,0.2737926136363636,0.503520271910658,0.1059502542256424,0.2417249417249417,fn<0_inferred,771.0,2074.0,1.0,0.266667
1-r_fun-0.266667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.266667-notes/run_0,1190,7414,1089,7515,0.4630252100840336,0.4132231404958678,0.0733200266134397,0.0606959805772862,fn>=0_inferred,551.0,450.0,1.0,0.266667
1-r_fun-0.333333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.333333-notes/run_0,2608,8884,3899,7593,0.2810582822085889,0.5191074634521672,0.0965362834189385,0.2278253039171544,fn<0_inferred,733.0,2024.0,1.0,0.333333
1-r_fun-0.333333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.333333-notes/run_0,2058,8007,2621,7444,0.3658892128279883,0.5020984357115604,0.1011552928533046,0.1643561883352066,fn>=0,753.0,1316.0,1.0,0.333333
1-r_fun-0.333333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.333333-notes/run_0,1893,8042,2622,7313,0.3143159006867406,0.5049580472921434,0.0813619581567072,0.1646356627704551,fn<0,595.0,1324.0,1.0,0.333333
1-r_fun-0.333333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.333333-notes/run_0,1343,7165,1344,7164,0.4579300074460163,0.4583333333333333,0.0858458961474036,0.0859734822051639,fn>=0_inferred,615.0,616.0,1.0,0.333333
1-r_fun-0.333333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.333333-notes/run_0,3951,16049,5243,14757,0.3411794482409516,0.5035285142094221,0.0913464796367825,0.1644962302947224,all,1348.0,2640.0,1.0,0.333333
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.400000-notes/run_0,1374,7530,1633,7271,0.3995633187772925,0.4947948560930802,0.0755054325402283,0.1073041168658698,fn>=0_inferred,549.0,808.0,1.0,0.4
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.400000-notes/run_0,1903,8047,2548,7402,0.34944823962165,0.5141287284144427,0.089840583626047,0.1627935876724245,fn>=0,665.0,1310.0,1.0,0.4
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.400000-notes/run_0,1955,8095,2641,7409,0.3191815856777493,0.4960242332449829,0.0842218922931569,0.1618282890673255,fn<0,624.0,1310.0,1.0,0.4
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.400000-notes/run_0,3858,16142,5189,14811,0.3341109383100051,0.5049142416650607,0.0870299102018769,0.1623095031594598,all,1289.0,2620.0,1.0,0.4
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.400000-notes/run_0,2484,8612,3556,7540,0.2979066022544283,0.5095613048368954,0.0981432360742705,0.2104040873200185,fn<0_inferred,740.0,1812.0,1.0,0.4
1-r_fun-0.466667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.466667-notes/run_0,3697,16303,5101,14899,0.3470381390316472,0.5267594589296216,0.0861131619571783,0.1648162914800957,all,1283.0,2687.0,1.0,0.466667
1-r_fun-0.466667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.466667-notes/run_0,1818,8186,2542,7462,0.3454345434543454,0.5318646734854445,0.084159742696328,0.1651600293183484,fn<0,628.0,1352.0,1.0,0.466667
1-r_fun-0.466667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.466667-notes/run_0,1879,8117,2559,7437,0.3485896753592336,0.5216881594372802,0.0880731477746403,0.1644696316373044,fn>=0,655.0,1335.0,1.0,0.466667
1-r_fun-0.466667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.466667-notes/run_0,1462,8043,2428,7077,0.4288645690834473,0.6560955518945635,0.0885968630775752,0.1980604252144722,fn<0_inferred,627.0,1593.0,1.0,0.466667
1-r_fun-0.466667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.466667-notes/run_0,2235,8260,2673,7822,0.2935123042505593,0.4092779648335204,0.083866018920992,0.1324455205811138,fn>=0_inferred,656.0,1094.0,1.0,0.466667
1-r_fun-0.533333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.533333-notes/run_0,593,7206,459,7340,0.7234401349072512,0.6427015250544662,0.0584468664850136,0.0409381071329447,fn>=0_inferred,429.0,295.0,1.0,0.533333
1-r_fun-0.533333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.533333-notes/run_0,2676,9525,4751,7450,0.2671898355754858,0.5872447905704062,0.0959731543624161,0.2929133858267717,fn<0_inferred,715.0,2790.0,1.0,0.533333
1-r_fun-0.533333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.533333-notes/run_0,1761,8247,2636,7372,0.3679727427597956,0.5777693474962063,0.0879001627780792,0.1846732145022432,fn<0,648.0,1523.0,1.0,0.533333
1-r_fun-0.533333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.533333-notes/run_0,1508,8484,2574,7418,0.3289124668435013,0.6068376068376068,0.0668643839309787,0.1841112682696841,fn>=0,496.0,1562.0,1.0,0.533333
1-r_fun-0.533333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.533333-notes/run_0,3269,16731,5210,14790,0.3499541144080759,0.5921305182341651,0.0773495605138607,0.1843882613113382,all,1144.0,3085.0,1.0,0.533333
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.600000-notes/run_0,3192,16808,5161,14839,0.3558897243107769,0.6016275915520248,0.0765550239234449,0.1847334602570204,all,1136.0,3105.0,1.0,0.6
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.600000-notes/run_0,1472,8559,2555,7476,0.3410326086956521,0.6203522504892368,0.0671482075976458,0.1851851851851851,fn>=0,502.0,1585.0,1.0,0.6
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.600000-notes/run_0,2547,9358,4289,7616,0.2606988614055752,0.5609699230589881,0.0871848739495798,0.2571062192776234,fn<0_inferred,664.0,2406.0,1.0,0.6
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.600000-notes/run_0,645,7450,872,7223,0.7317829457364341,0.801605504587156,0.0653468088052055,0.0938255033557046,fn>=0_inferred,472.0,699.0,1.0,0.6
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.600000-notes/run_0,1720,8249,2606,7363,0.3686046511627907,0.5832693783576363,0.0861062067092217,0.1842647593647715,fn<0,634.0,1520.0,1.0,0.6
1-r_fun-0.666667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.666667-notes/run_0,2934,17066,5203,14797,0.3738922972051806,0.6469344608879493,0.0741366493208082,0.1972342669635532,all,1097.0,3366.0,1.0,0.666667
1-r_fun-0.666667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.666667-notes/run_0,1463,8601,2606,7458,0.3861927546138072,0.6554105909439755,0.0757575757575757,0.1985815602836879,fn<0,565.0,1708.0,1.0,0.666667
1-r_fun-0.666667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.666667-notes/run_0,1471,8465,2597,7339,0.3616587355540449,0.6384289564882557,0.0724894399781986,0.195865327820437,fn>=0,532.0,1658.0,1.0,0.666667
1-r_fun-0.666667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.666667-notes/run_0,2023,9067,3567,7523,0.3030153237765695,0.6047098402018503,0.0814834507510301,0.2378956656005293,fn<0_inferred,613.0,2157.0,1.0,0.666667
1-r_fun-0.666667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.666667-notes/run_0,911,7999,1636,7274,0.531284302963776,0.738997555012225,0.0665383557877371,0.1511438929866233,fn>=0_inferred,484.0,1209.0,1.0,0.666667
1-r_fun-0.733333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.733333-notes/run_0,924,19076,5278,14722,0.9956709956709956,0.9992421371731716,0.0624915093058008,0.2764730551478297,all,920.0,5274.0,1.0,0.733333
1-r_fun-0.733333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.733333-notes/run_0,556,9358,2555,7359,0.9982014388489208,0.9996086105675148,0.0754178556869139,0.2729215644368454,fn<0,555.0,2554.0,1.0,0.733333
1-r_fun-0.733333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.733333-notes/run_0,368,9718,2723,7363,0.9918478260869564,0.9988982739625412,0.0495721852505772,0.2798929820950813,fn>=0,365.0,2720.0,1.0,0.733333
1-r_fun-0.733333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.733333-notes/run_0,375,11051,5278,6148,0.9893333333333332,0.9992421371731716,0.0603448275862069,0.4772418785630259,fn<0_inferred,371.0,5274.0,1.0,0.733333
1-r_fun-0.733333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.733333-notes/run_0,549,8025,0,8574,1.0,0.0,0.0640307907627711,0.0,fn>=0_inferred,549.0,0.0,1.0,0.733333
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.800000-notes/run_0,249,10814,5317,5746,1.0,1.0,0.0433344935607379,0.4916774551507305,fn<0_inferred,249.0,5317.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.800000-notes/run_0,861,19139,5317,14683,1.0,1.0,0.0586392426615814,0.2778097079262239,all,861.0,5317.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.800000-notes/run_0,612,8325,0,8937,1.0,0.0,0.0684793554884189,0.0,fn>=0_inferred,612.0,0.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.800000-notes/run_0,384,9601,2680,7305,1.0,1.0,0.0525667351129363,0.2791375898343922,fn<0,384.0,2680.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.800000-notes/run_0,477,9538,2637,7378,1.0,1.0,0.0646516671184603,0.2764730551478297,fn>=0,477.0,2637.0,1.0,0.8
1-r_fun-0.866667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.866667-notes/run_0,273,10508,5293,5488,1.0,1.0,0.0497448979591836,0.50371145793681,fn<0_inferred,273.0,5293.0,1.0,0.866667
1-r_fun-0.866667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.866667-notes/run_0,929,19071,5293,14707,1.0,1.0,0.0631671992928537,0.277541817419118,all,929.0,5293.0,1.0,0.866667
1-r_fun-0.866667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.866667-notes/run_0,457,9576,2646,7387,1.0,1.0,0.0618654392852308,0.2763157894736842,fn>=0,457.0,2646.0,1.0,0.866667
1-r_fun-0.866667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.866667-notes/run_0,656,8563,0,9219,1.0,0.0,0.0711573923419025,0.0,fn>=0_inferred,656.0,0.0,1.0,0.866667
1-r_fun-0.866667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.866667-notes/run_0,472,9495,2647,7320,1.0,1.0,0.0644808743169398,0.2787783043707214,fn<0,472.0,2647.0,1.0,0.866667
1-r_fun-0.933333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.933333-notes/run_0,736,9246,2,9980,1.0,1.0,0.0737474949899799,0.0002163097555699,fn>=0_inferred,736.0,2.0,1.0,0.933333
1-r_fun-0.933333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.933333-notes/run_0,985,19015,5196,14804,1.0,1.0,0.0665360713320724,0.2732579542466474,all,985.0,5196.0,1.0,0.933333
1-r_fun-0.933333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.933333-notes/run_0,487,9560,2611,7436,1.0,1.0,0.0654922001075847,0.2731171548117155,fn<0,487.0,2611.0,1.0,0.933333
1-r_fun-0.933333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.933333-notes/run_0,498,9455,2585,7368,1.0,1.0,0.0675895765472312,0.2734003172924378,fn>=0,498.0,2585.0,1.0,0.933333
1-r_fun-0.933333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-0.933333-notes/run_0,249,9769,5194,4824,1.0,1.0,0.0516169154228855,0.53168185075238,fn<0_inferred,249.0,5194.0,1.0,0.933333
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-1.000000-notes/run_0,1056,18944,5130,14870,1.0,1.0,0.0710154673839946,0.2707981418918919,all,1056.0,5130.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-1.000000-notes/run_0,494,9376,2586,7284,1.0,1.0,0.0678198791872597,0.2758105802047781,fn<0,494.0,2586.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-1.000000-notes/run_0,562,9568,2544,7586,1.0,1.0,0.074083838650145,0.265886287625418,fn>=0,562.0,2544.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-1.000000-notes/run_0,225,9496,5130,4591,1.0,1.0,0.0490089305162274,0.5402274641954508,fn<0_inferred,225.0,5130.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_False/data_multi_st_prop_0.2/1-r_fun-1.000000-notes/run_0,831,9448,0,10279,1.0,0.0,0.0808444401206343,0.0,fn>=0_inferred,831.0,0.0,1.0,1.0
