params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,no_run,var_iu
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.300000-notes/run_0,1768,8170,2570,7368,0.2409502262443439,0.4778210116731518,0.0578175895765472,0.1503059975520196,fn<0,426.0,1228.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.300000-notes/run_0,3596,16404,5204,14796,0.2513904338153503,0.4827056110684089,0.0610975939443092,0.1531333821019263,all,904.0,2512.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.300000-notes/run_0,1222,7620,1521,7321,0.3322422258592471,0.4635108481262327,0.0554569047944269,0.09251968503937,fn>=0_inferred,406.0,705.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.300000-notes/run_0,2374,8784,3683,7475,0.2097725358045492,0.4906326364376867,0.0666220735785953,0.2057149362477231,fn<0_inferred,498.0,1807.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.300000-notes/run_0,1828,8234,2634,7428,0.2614879649890591,0.4874715261958998,0.0643511039310716,0.1559387903813456,fn>=0,478.0,1284.0,1.0,0.3
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.400000-notes/run_0,1581,11055,3495,9141,0.1979759645793801,0.6371959942775394,0.0342413302702111,0.2014473089099955,fn<0_inferred,313.0,2227.0,1.0,0.4
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.400000-notes/run_0,1483,8570,2637,7416,0.2211732973701955,0.5620022753128555,0.0442286947141316,0.172928821470245,fn<0,328.0,1482.0,1.0,0.4
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.400000-notes/run_0,1526,5838,1774,5590,0.2850589777195282,0.3850056369785795,0.0778175313059034,0.1169921205892429,fn>=0_inferred,435.0,683.0,1.0,0.4
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.400000-notes/run_0,3107,16893,5269,14731,0.240746700997747,0.5522869614727652,0.0507772724187088,0.1722606996980998,all,748.0,2910.0,1.0,0.4
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.400000-notes/run_0,1624,8323,2632,7315,0.2586206896551724,0.5425531914893617,0.0574162679425837,0.1715727502102607,fn>=0,420.0,1428.0,1.0,0.4
1-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.500000-notes/run_0,1979,3181,2923,2237,0.2385042950985346,0.4844338008894971,0.2109968708091193,0.4451430367808865,fn>=0_inferred,472.0,1416.0,1.0,0.5
1-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.500000-notes/run_0,2431,17569,5208,14792,0.2480460715754833,0.6490015360983102,0.0407652785289345,0.1923843132790711,all,603.0,3380.0,1.0,0.5
1-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.500000-notes/run_0,1165,8770,2626,7309,0.2369098712446352,0.6614623000761615,0.0377616637022848,0.1980615735461801,fn>=0,276.0,1737.0,1.0,0.5
1-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.500000-notes/run_0,1266,8799,2582,7483,0.2582938388625592,0.6363284275755229,0.0436990511826807,0.1867257642913967,fn<0,327.0,1643.0,1.0,0.5
1-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.500000-notes/run_0,452,14388,2285,12555,0.2898230088495575,0.8595185995623632,0.0104340900039824,0.136502641089797,fn<0_inferred,131.0,1964.0,1.0,0.5
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.600000-notes/run_0,253,9811,2690,7374,0.1620553359683794,0.9211895910780667,0.0055600759425006,0.2525736418305983,fn>=0,41.0,2478.0,1.0,0.6
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.600000-notes/run_0,575,11974,5255,7294,0.2573913043478261,0.918744053282588,0.0202906498491911,0.4032069483881744,fn<0_inferred,148.0,4828.0,1.0,0.6
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.600000-notes/run_0,0,7451,2,7449,0.0,1.0,0.0,0.0002684203462622,fn>=0_inferred,0.0,2.0,1.0,0.6
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.600000-notes/run_0,322,9614,2567,7369,0.3322981366459627,0.9162446435527852,0.0145202876916813,0.244643228624922,fn<0,107.0,2352.0,1.0,0.6
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.600000-notes/run_0,575,19425,5257,14743,0.2573913043478261,0.918774966711052,0.0100386624160618,0.2486486486486486,all,148.0,4830.0,1.0,0.6
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.700000-notes/run_0,396,9552,2564,7384,0.3207070707070707,0.8950858034321373,0.0171993499458288,0.2402638190954774,fn>=0,127.0,2295.0,1.0,0.7
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.700000-notes/run_0,381,9671,2620,7432,0.2703412073490813,0.8938931297709923,0.013858988159311,0.2421673043118602,fn<0,103.0,2342.0,1.0,0.7
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.700000-notes/run_0,777,7853,5044,3586,0.296010296010296,0.8915543219666932,0.064138315672058,0.5726473958996562,fn<0_inferred,230.0,4497.0,1.0,0.7
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.700000-notes/run_0,0,11370,140,11230,0.0,1.0,0.0,0.0123131046613896,fn>=0_inferred,0.0,140.0,1.0,0.7
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.700000-notes/run_0,777,19223,5184,14816,0.296010296010296,0.894483024691358,0.015523758099352,0.2412214534672007,all,230.0,4637.0,1.0,0.7
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.800000-notes/run_0,341,19659,5254,14746,0.2873900293255132,0.9537495241720594,0.0066458700664587,0.2548959763975787,all,98.0,5011.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.800000-notes/run_0,156,9769,2674,7251,0.282051282051282,0.9581151832460733,0.0060681285339953,0.2622581635786672,fn>=0,44.0,2562.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.800000-notes/run_0,341,11168,5253,6256,0.2873900293255132,0.9537407195888064,0.0156649616368286,0.4486031518624642,fn<0_inferred,98.0,5010.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.800000-notes/run_0,0,8491,1,8490,0.0,1.0,0.0,0.0001177717583323,fn>=0_inferred,0.0,1.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.800000-notes/run_0,185,9890,2580,7495,0.2918918918918919,0.9492248062015504,0.0072048032021347,0.2476238624873609,fn<0,54.0,2449.0,1.0,0.8
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.900000-notes/run_0,211,10488,5108,5591,0.3364928909952606,0.9725920125293656,0.012698980504382,0.4736842105263157,fn<0_inferred,71.0,4968.0,1.0,0.9
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.900000-notes/run_0,0,9301,67,9234,0.0,1.0,0.0,0.0072035265025266,fn>=0_inferred,0.0,67.0,1.0,0.9
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.900000-notes/run_0,94,9974,2597,7471,0.3404255319148936,0.9761262995764344,0.0042832284834694,0.2541608181271305,fn>=0,32.0,2535.0,1.0,0.9
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.900000-notes/run_0,117,9815,2578,7354,0.3333333333333333,0.969743987587277,0.0053032363339679,0.2547121752419766,fn<0,39.0,2500.0,1.0,0.9
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-0.900000-notes/run_0,211,19789,5175,14825,0.3364928909952606,0.9729468599033816,0.0047892074198988,0.2544342816716357,all,71.0,5035.0,1.0,0.9
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-1.000000-notes/run_0,87,9946,2575,7458,0.3218390804597701,0.9770873786407768,0.0037543577366586,0.2529660164890408,fn>=0,28.0,2516.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-1.000000-notes/run_0,81,9886,2630,7337,0.2962962962962963,0.9783269961977188,0.0032710917268638,0.2602670443050779,fn<0,24.0,2573.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-1.000000-notes/run_0,168,10777,5139,5806,0.3095238095238095,0.977427515080755,0.0089562521529452,0.4660851814048437,fn<0_inferred,52.0,5023.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-1.000000-notes/run_0,0,9055,66,8989,0.0,1.0,0.0,0.0072887907233572,fn>=0_inferred,0.0,66.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/1-r_fun-1.000000-notes/run_0,168,19832,5205,14795,0.3095238095238095,0.9777137367915466,0.0035147009124704,0.256605486083098,all,52.0,5089.0,1.0,1.0
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.100000-notes/run_0,2474,7530,2636,7368,0.3791430881164107,0.417298937784522,0.1273072747014115,0.1460823373173971,fn>=0,938.0,1100.0,10.0,0.1
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.100000-notes/run_0,2800,7414,3372,6842,0.3382142857142857,0.4504744958481613,0.1384098216895644,0.2048826544375505,fn>=0_inferred,947.0,1519.0,10.0,0.1
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.100000-notes/run_0,4920,15080,5279,14721,0.3713414634146341,0.414093578329229,0.1241084165477888,0.1449602122015915,all,1827.0,2186.0,10.0,0.1
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.100000-notes/run_0,2446,7550,2643,7353,0.3634505314799673,0.4108967082860386,0.1209030327757378,0.143841059602649,fn<0,889.0,1086.0,10.0,0.1
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.100000-notes/run_0,2120,7666,1907,7879,0.4150943396226415,0.3497640272679601,0.1116893006726742,0.0870075658752935,fn<0_inferred,880.0,667.0,10.0,0.1
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.200000-notes/run_0,1195,7350,1174,7371,0.5129707112970712,0.504258943781942,0.0831637498304165,0.0805442176870748,fn>=0_inferred,613.0,592.0,10.0,0.2
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.200000-notes/run_0,2223,7964,2686,7501,0.3333333333333333,0.4482501861504095,0.0987868284228769,0.1511803114013059,fn<0,741.0,1204.0,10.0,0.2
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.200000-notes/run_0,3157,8298,4031,7424,0.2584732340829901,0.4192508062515505,0.1099137931034482,0.2036635333815377,fn<0_inferred,816.0,1690.0,10.0,0.2
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.200000-notes/run_0,4352,15648,5205,14795,0.3283547794117647,0.4384245917387128,0.0965866846907739,0.1458333333333333,all,1429.0,2282.0,10.0,0.2
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.200000-notes/run_0,2129,7684,2519,7294,0.3231564114607797,0.4279475982532751,0.0943241020016451,0.1402915148360229,fn>=0,688.0,1078.0,10.0,0.2
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.300000-notes/run_0,1900,8014,2514,7400,0.2989473684210526,0.4701670644391408,0.0767567567567567,0.1474918891939106,fn>=0,568.0,1182.0,10.0,0.3
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.300000-notes/run_0,1903,8313,2811,7405,0.2953231739358907,0.5229455709711847,0.075894665766374,0.1768314687838325,fn<0_inferred,562.0,1470.0,10.0,0.3
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.300000-notes/run_0,1955,7829,2299,7485,0.3048593350383631,0.4088734232274902,0.079625918503674,0.120066419721548,fn>=0_inferred,596.0,940.0,10.0,0.3
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.300000-notes/run_0,1958,8128,2596,7490,0.3013278855975485,0.473035439137134,0.0787716955941255,0.1510826771653543,fn<0,590.0,1228.0,10.0,0.3
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.300000-notes/run_0,3858,16142,5110,14890,0.3001555209953344,0.471624266144814,0.0777703156480859,0.1492999628298847,all,1158.0,2410.0,10.0,0.3
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.400000-notes/run_0,1621,8349,2610,7360,0.2628007402837754,0.5421455938697318,0.0578804347826086,0.1694813750149718,fn<0,426.0,1415.0,10.0,0.4
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.400000-notes/run_0,1465,8565,2627,7403,0.2368600682593856,0.5744194899124476,0.0468728893691746,0.1761821366024518,fn>=0,347.0,1509.0,10.0,0.4
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.400000-notes/run_0,3086,16914,5237,14763,0.2504860661049903,0.5583349245751384,0.0523606313079997,0.1728745417996925,all,773.0,2924.0,10.0,0.4
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.400000-notes/run_0,525,8274,1196,7603,0.4838095238095238,0.7734113712374582,0.0334078653163225,0.1117959874305052,fn>=0_inferred,254.0,925.0,10.0,0.4
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.400000-notes/run_0,2561,8640,4041,7160,0.202655212807497,0.4946795347686216,0.072486033519553,0.2313657407407407,fn<0_inferred,519.0,1999.0,10.0,0.4
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.500000-notes/run_0,2396,17604,5170,14830,0.2717028380634391,0.6624758220502901,0.0438975050573162,0.1945580549875028,all,651.0,3425.0,10.0,0.5
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.500000-notes/run_0,789,3725,897,3617,0.3320659062103929,0.4124860646599777,0.0724357202101188,0.0993288590604026,fn>=0_inferred,262.0,370.0,10.0,0.5
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.500000-notes/run_0,1113,8832,2585,7360,0.224618149146451,0.6661508704061896,0.0339673913043478,0.1949728260869565,fn<0,250.0,1722.0,10.0,0.5
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.500000-notes/run_0,1283,8772,2585,7470,0.3125487139516757,0.6588007736943907,0.0536813922356091,0.1941404468764249,fn>=0,401.0,1703.0,10.0,0.5
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.500000-notes/run_0,1607,13879,4273,11213,0.2420659614187927,0.7149543646150246,0.0346918755016498,0.220116723106852,fn<0_inferred,389.0,3055.0,10.0,0.5
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.600000-notes/run_0,368,9734,2604,7498,0.2690217391304347,0.8966973886328725,0.013203520938917,0.2398808300801315,fn>=0,99.0,2335.0,10.0,0.6
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.600000-notes/run_0,0,9852,3,9849,0.0,1.0,0.0,0.0003045066991473,fn>=0_inferred,0.0,3.0,10.0,0.6
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.600000-notes/run_0,748,9400,5163,4985,0.2727272727272727,0.89463490218865,0.0409227683049147,0.4913829787234042,fn<0_inferred,204.0,4619.0,10.0,0.6
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.600000-notes/run_0,380,9518,2562,7336,0.2763157894736842,0.8926619828259172,0.0143129770992366,0.2402815717587728,fn<0,105.0,2287.0,10.0,0.6
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.600000-notes/run_0,748,19252,5166,14834,0.2727272727272727,0.894696089818041,0.0137521909127679,0.2400789528360689,all,204.0,4622.0,10.0,0.6
10-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.700000-notes/run_0,158,9810,2675,7293,0.3037974683544304,0.9588785046728971,0.0065816536404771,0.2614678899082568,fn>=0,48.0,2565.0,10.0,0.7
10-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.700000-notes/run_0,351,19649,5290,14710,0.3162393162393162,0.9546313799621928,0.0075458871515975,0.2570105348872716,all,111.0,5050.0,10.0,0.7
10-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.700000-notes/run_0,0,9954,60,9894,0.0,1.0,0.0,0.0060277275467148,fn>=0_inferred,0.0,60.0,10.0,0.7
10-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.700000-notes/run_0,193,9839,2615,7417,0.3264248704663212,0.9502868068833652,0.0084940002696508,0.252566317715215,fn<0,63.0,2485.0,10.0,0.7
10-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.700000-notes/run_0,351,9695,5230,4816,0.3162393162393162,0.9541108986615678,0.023048172757475,0.5146982980917999,fn<0_inferred,111.0,4990.0,10.0,0.7
10-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.800000-notes/run_0,239,11946,5192,6993,0.2552301255230125,0.9657164869029276,0.0087230087230087,0.4197220827055081,fn<0_inferred,61.0,5014.0,10.0,0.8
10-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.800000-notes/run_0,0,7815,17,7798,0.0,1.0,0.0,0.0021753039027511,fn>=0_inferred,0.0,17.0,10.0,0.8
10-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.800000-notes/run_0,111,9816,2583,7344,0.2522522522522522,0.967866821525358,0.0038126361655773,0.2546862265688671,fn<0,28.0,2500.0,10.0,0.8
10-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.800000-notes/run_0,128,9945,2626,7447,0.2578125,0.963823305407464,0.0044313146233382,0.2544997486173956,fn>=0,33.0,2531.0,10.0,0.8
10-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.800000-notes/run_0,239,19761,5209,14791,0.2552301255230125,0.965828373968132,0.0041241295382327,0.2545923789281919,all,61.0,5031.0,10.0,0.8
10-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_False/data/10-r_fun-0.900000-notes/run_0,157,19843,5194,14806,0.2929936305732484,0.9786291875240662,0.003106848574902,0.2561608627727662,all,46.0,5083.0,10.0,0.9
