params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,no_run,bhvr_rate
11-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/11-r_fun-0.100000-notes/run_0,1069,8549,533,9085,1.0,1.0,0.1176664832140891,0.0623464732717276,fn>=0_inferred,1069.0,533.0,11.0,0.1
11-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/11-r_fun-0.100000-notes/run_0,166,10216,568,9814,0.9698795180722892,0.9911971830985916,0.0164051355206847,0.0551096319498825,fn<0_inferred,161.0,563.0,11.0,0.1
11-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/11-r_fun-0.100000-notes/run_0,1235,18765,1101,18899,0.9959514170040484,0.9954586739327884,0.0650828086142124,0.0584066080468958,all,1230.0,1096.0,11.0,0.1
11-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/11-r_fun-0.100000-notes/run_0,8,10074,569,9513,0.375,0.9912126537785588,0.0003153579312519,0.0559857057772483,fn<0,3.0,564.0,11.0,0.1
11-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/11-r_fun-0.100000-notes/run_0,1227,8691,532,9386,1.0,1.0,0.1307266141061155,0.061212748820619,fn>=0,1227.0,532.0,11.0,0.1
11-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/11-r_fun-0.250000-notes/run_0,1338,6926,528,7736,1.0,1.0,0.1729576008273009,0.076234478775628,fn>=0_inferred,1338.0,528.0,11.0,0.25
11-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/11-r_fun-0.250000-notes/run_0,2112,7806,525,9393,1.0,1.0,0.2248482912807409,0.0672559569561875,fn>=0,2112.0,525.0,11.0,0.25
11-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/11-r_fun-0.250000-notes/run_0,797,10939,509,11227,0.9799247176913424,0.9685658153241652,0.0695644428609601,0.0450681049456074,fn<0_inferred,781.0,493.0,11.0,0.25
11-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/11-r_fun-0.250000-notes/run_0,23,10059,512,9570,0.3043478260869565,0.96875,0.0007314524555903,0.0493090764489511,fn<0,7.0,496.0,11.0,0.25
11-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/11-r_fun-0.250000-notes/run_0,2135,17865,1037,18963,0.9925058548009368,0.9845708775313404,0.1117439223751516,0.0571508536244052,all,2119.0,1021.0,11.0,0.25
13-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/13-r_fun-0.200000-notes/run_0,498,19502,1012,18988,0.997991967871486,0.99901185770751,0.0261744259532336,0.0518408368372474,all,497.0,1011.0,13.0,0.2
13-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/13-r_fun-0.200000-notes/run_0,179,9903,524,9558,1.0,1.0,0.0187277673153379,0.0529132586085024,fn<0,179.0,524.0,13.0,0.2
13-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/13-r_fun-0.200000-notes/run_0,319,9599,488,9430,0.9968652037617556,0.9979508196721312,0.0337221633085896,0.0507344515053651,fn>=0,318.0,487.0,13.0,0.2
13-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/13-r_fun-0.200000-notes/run_0,114,9194,495,8813,0.9912280701754386,0.997979797979798,0.0128219675479405,0.0537306939308244,fn<0_inferred,113.0,494.0,13.0,0.2
13-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/13-r_fun-0.200000-notes/run_0,384,10308,517,10175,1.0,1.0,0.0377395577395577,0.0501552192471866,fn>=0_inferred,384.0,517.0,13.0,0.2
14-r_fun-0.075000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/14-r_fun-0.075000-notes/run_0,892,8735,525,9102,1.0,1.0,0.0980004394638541,0.0601030337721808,fn>=0_inferred,892.0,525.0,14.0,0.075
14-r_fun-0.075000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/14-r_fun-0.075000-notes/run_0,189,10184,542,9831,0.9788359788359788,0.992619926199262,0.0188180246160105,0.052827965435978,fn<0_inferred,185.0,538.0,14.0,0.075
14-r_fun-0.075000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/14-r_fun-0.075000-notes/run_0,1075,8843,525,9393,1.0,1.0,0.1144469285638241,0.0593689924233857,fn>=0,1075.0,525.0,14.0,0.075
14-r_fun-0.075000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/14-r_fun-0.075000-notes/run_0,6,10076,542,9540,0.3333333333333333,0.992619926199262,0.00020964360587,0.0533942040492258,fn<0,2.0,538.0,14.0,0.075
14-r_fun-0.075000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/14-r_fun-0.075000-notes/run_0,1081,18919,1067,18933,0.996299722479186,0.9962511715089036,0.056884804309935,0.056186902056134,all,1077.0,1063.0,14.0,0.075
15-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/15-r_fun-0.150000-notes/run_0,74,9901,519,9456,1.0,1.0,0.0078257191201353,0.0524189475810524,fn>=0_inferred,74.0,519.0,15.0,0.15
15-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/15-r_fun-0.150000-notes/run_0,74,10008,527,9555,1.0,1.0,0.0077446363160648,0.0526578737010391,fn<0,74.0,527.0,15.0,0.15
15-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/15-r_fun-0.150000-notes/run_0,971,9054,546,9479,0.9145211122554068,0.847985347985348,0.0936807680135035,0.0511376187320521,fn<0_inferred,888.0,463.0,15.0,0.15
15-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/15-r_fun-0.150000-notes/run_0,971,8947,538,9380,0.9145211122554068,0.845724907063197,0.0946695095948827,0.050855035207332,fn>=0,888.0,455.0,15.0,0.15
15-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/15-r_fun-0.150000-notes/run_0,1045,18955,1065,18935,0.9205741626794258,0.9220657276995304,0.0508053868497491,0.0518069111052492,all,962.0,982.0,15.0,0.15
15-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/15-r_fun-0.200000-notes/run_0,345,19655,1099,18901,1.0,1.0,0.0182530024866409,0.0559145255660137,all,345.0,1099.0,15.0,0.2
15-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/15-r_fun-0.200000-notes/run_0,142,9940,557,9525,1.0,1.0,0.0149081364829396,0.0560362173038229,fn<0,142.0,557.0,15.0,0.2
15-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/15-r_fun-0.200000-notes/run_0,277,10291,554,10014,1.0,1.0,0.0276612742160974,0.0538334467010008,fn>=0_inferred,277.0,554.0,15.0,0.2
15-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/15-r_fun-0.200000-notes/run_0,68,9364,545,8887,1.0,1.0,0.0076516259705187,0.0582016232379325,fn<0_inferred,68.0,545.0,15.0,0.2
15-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/15-r_fun-0.200000-notes/run_0,203,9715,542,9376,1.0,1.0,0.0216510238907849,0.0557900154400411,fn>=0,203.0,542.0,15.0,0.2
15-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/15-r_fun-0.250000-notes/run_0,854,9064,542,9376,0.8969555035128806,0.8376383763837638,0.08169795221843,0.0500882612533098,fn>=0,766.0,454.0,15.0,0.25
15-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/15-r_fun-0.250000-notes/run_0,854,12580,1078,12356,0.8969555035128806,0.9183673469387756,0.0619941728714794,0.0786963434022257,fn<0_inferred,766.0,990.0,15.0,0.25
15-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/15-r_fun-0.250000-notes/run_0,37,6529,9,6557,1.0,1.0,0.0056428244624065,0.001378465308623,fn>=0_inferred,37.0,9.0,15.0,0.25
15-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/15-r_fun-0.250000-notes/run_0,37,10045,545,9537,1.0,1.0,0.0038796267169969,0.0542558486809357,fn<0,37.0,545.0,15.0,0.25
15-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/15-r_fun-0.250000-notes/run_0,891,19109,1087,18913,0.9012345679012346,0.9190432382704692,0.0424575688679744,0.0522790308231723,all,803.0,999.0,15.0,0.25
16-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/16-r_fun-0.050000-notes/run_0,144,10023,527,9640,0.5694444444444444,0.8823529411764706,0.00850622406639,0.0463932954205327,fn<0_inferred,82.0,465.0,16.0,0.05
16-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/16-r_fun-0.050000-notes/run_0,886,9032,566,9352,0.8510158013544018,0.7667844522968198,0.0806244653550042,0.0480513728963684,fn>=0,754.0,434.0,16.0,0.05
16-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/16-r_fun-0.050000-notes/run_0,73,10009,518,9564,0.3424657534246575,0.9073359073359072,0.0026139690506064,0.0469577380357678,fn<0,25.0,470.0,16.0,0.05
16-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/16-r_fun-0.050000-notes/run_0,815,9018,557,9276,0.8552147239263803,0.7881508078994613,0.0751401466149202,0.04868041694389,fn>=0_inferred,697.0,439.0,16.0,0.05
16-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/16-r_fun-0.050000-notes/run_0,959,19041,1084,18916,0.8123044838373306,0.8339483394833949,0.0411820680905053,0.0474764980830838,all,779.0,904.0,16.0,0.05
16-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/16-r_fun-0.250000-notes/run_0,1,10081,520,9562,1.0,1.0,0.000104580631667,0.0515821843071123,fn<0,1.0,520.0,16.0,0.25
16-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/16-r_fun-0.250000-notes/run_0,2317,17683,1036,18964,1.0,1.0,0.1221788652183083,0.0585873437765085,all,2317.0,1036.0,16.0,0.25
16-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/16-r_fun-0.250000-notes/run_0,2316,7602,516,9402,1.0,1.0,0.2463305679642629,0.0678768745067087,fn>=0,2316.0,516.0,16.0,0.25
16-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/16-r_fun-0.250000-notes/run_0,1584,7507,516,8575,1.0,1.0,0.1847230320699708,0.0687358465432263,fn>=0_inferred,1584.0,516.0,16.0,0.25
16-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/16-r_fun-0.250000-notes/run_0,733,10176,520,10389,1.0,1.0,0.0705553951294638,0.0511006289308176,fn<0_inferred,733.0,520.0,16.0,0.25
17-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/17-r_fun-0.000000-notes/run_0,731,9469,523,9677,0.8837209302325582,0.8374760994263862,0.0667562261031311,0.046256204456648,fn>=0_inferred,646.0,438.0,17.0,0.0
17-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/17-r_fun-0.000000-notes/run_0,731,9187,520,9398,0.8837209302325582,0.8365384615384616,0.0687380293679506,0.0473495156198976,fn>=0,646.0,435.0,17.0,0.0
17-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/17-r_fun-0.000000-notes/run_0,14,10068,522,9560,0.3571428571428571,0.9827586206896552,0.0005230125523012,0.050953516090584,fn<0,5.0,513.0,17.0,0.0
17-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/17-r_fun-0.000000-notes/run_0,14,9786,519,9281,0.3571428571428571,0.9826589595375722,0.0005387350501023,0.0521152667075413,fn<0_inferred,5.0,510.0,17.0,0.0
17-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/17-r_fun-0.000000-notes/run_0,745,19255,1042,18958,0.8738255033557047,0.90978886756238,0.034339065302247,0.0492339652038431,all,651.0,948.0,17.0,0.0
17-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/17-r_fun-0.100000-notes/run_0,235,9683,507,9411,1.0,1.0,0.0249707788757836,0.0523598058452958,fn>=0,235.0,507.0,17.0,0.1
17-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/17-r_fun-0.100000-notes/run_0,79,9429,510,8998,1.0,1.0,0.0087797288286285,0.0540884505249761,fn<0_inferred,79.0,510.0,17.0,0.1
17-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/17-r_fun-0.100000-notes/run_0,8,10074,528,9554,0.875,0.9981060606060606,0.000732677412602,0.0523128846535636,fn<0,7.0,527.0,17.0,0.1
17-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/17-r_fun-0.100000-notes/run_0,164,10328,525,9967,0.9939024390243902,0.998095238095238,0.0163539680947125,0.0507358636715724,fn>=0_inferred,163.0,524.0,17.0,0.1
17-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/17-r_fun-0.100000-notes/run_0,243,19757,1035,18965,0.9958847736625516,0.9990338164251208,0.0127603480094911,0.052335880953586,all,242.0,1034.0,17.0,0.1
17-r_fun-0.125000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/17-r_fun-0.125000-notes/run_0,1008,8910,565,9353,0.8998015873015873,0.8212389380530973,0.0969742328664599,0.0520763187429854,fn>=0,907.0,464.0,17.0,0.125
17-r_fun-0.125000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/17-r_fun-0.125000-notes/run_0,1008,9152,572,9588,0.8998015873015873,0.8234265734265734,0.0945974134334585,0.0514641608391608,fn<0_inferred,907.0,471.0,17.0,0.125
17-r_fun-0.125000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/17-r_fun-0.125000-notes/run_0,1009,18991,1123,18877,0.8999008919722498,0.9100623330365092,0.0481008634846638,0.0538149649834132,all,908.0,1022.0,17.0,0.125
17-r_fun-0.125000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/17-r_fun-0.125000-notes/run_0,1,9839,551,9289,1.0,1.0,0.0001076542146625,0.0560016261815225,fn>=0_inferred,1.0,551.0,17.0,0.125
17-r_fun-0.125000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/17-r_fun-0.125000-notes/run_0,1,10081,558,9524,1.0,1.0,0.0001049979000419,0.0553516516218629,fn<0,1.0,558.0,17.0,0.125
18-r_fun-0.025000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/18-r_fun-0.025000-notes/run_0,90,9992,540,9542,0.4444444444444444,0.9074074074074074,0.0041919932928107,0.049039231385108,fn<0,40.0,490.0,18.0,0.025
18-r_fun-0.025000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/18-r_fun-0.025000-notes/run_0,794,9124,488,9430,0.9206549118387908,0.8709016393442623,0.0775185577942736,0.0465804471722928,fn>=0,731.0,425.0,18.0,0.025
18-r_fun-0.025000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/18-r_fun-0.025000-notes/run_0,794,9102,497,9399,0.9206549118387908,0.8732394366197183,0.0777742313012022,0.047681828169633,fn<0_inferred,731.0,434.0,18.0,0.025
18-r_fun-0.025000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/18-r_fun-0.025000-notes/run_0,884,19116,1028,18972,0.8721719457013575,0.8900778210116731,0.0406388361796331,0.0478656622724419,all,771.0,915.0,18.0,0.025
18-r_fun-0.025000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/18-r_fun-0.025000-notes/run_0,90,10014,531,9573,0.4444444444444444,0.9058380414312618,0.0041784184686096,0.0480327541441981,fn>=0_inferred,40.0,481.0,18.0,0.025
18-r_fun-0.075000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/18-r_fun-0.075000-notes/run_0,791,19209,1085,18915,0.8558786346396966,0.8949308755760369,0.0357916997092254,0.0505492217189858,all,677.0,971.0,18.0,0.075
18-r_fun-0.075000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/18-r_fun-0.075000-notes/run_0,74,10008,540,9542,0.581081081081081,0.9425925925925924,0.0045063927897715,0.05085931254996,fn<0,43.0,509.0,18.0,0.075
18-r_fun-0.075000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/18-r_fun-0.075000-notes/run_0,717,9201,545,9373,0.8842398884239888,0.8477064220183487,0.0676410967673103,0.0502119334854907,fn>=0,634.0,462.0,18.0,0.075
18-r_fun-0.075000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/18-r_fun-0.075000-notes/run_0,743,9235,653,9325,0.8681022880215343,0.8499234303215927,0.0691689008042895,0.0600974553329723,fn<0_inferred,645.0,555.0,18.0,0.075
18-r_fun-0.075000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/18-r_fun-0.075000-notes/run_0,48,9974,432,9590,0.6666666666666666,0.9629629629629628,0.0033368091762252,0.0417084419490675,fn>=0_inferred,32.0,416.0,18.0,0.075
18-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/Homophily_HIGH_UPol_HIGH_NPol_HIGH/output_helpfulness_False/data/18-r_fun-0.100000-notes/run_0,174,10048,284,9938,0.9885057471264368,0.9929577464788732,0.0173073052928154,0.0280652866242038,fn>=0_inferred,172.0,282.0,18.0,0.1
