params,run_result_dir,condition,status,corr_in,corr_in_p,corr_fn_abs,corr_fn_abs_p,avg_in,avg_in_hat,avg_fn_hat_abs,avg_fn_abs,avg_helpfulness,avg_helpfulness_hat,no_run,mu_fnr
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0,publishable,0.0604944605725669,0.0030047168893445,0.2486243302405281,3.406898828787695e-35,0.753632431780366,0.4139167097150582,0.0679675860982296,0.2336659846668469,1.0,0.5965058236272879,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0,unpublishable,0.6601107796112645,0.0,0.4556199628576521,0.0,0.0844897493282719,0.0719355133688923,0.2568527251082476,0.495145819221931,0.0,0.0964234246036944,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0,published,0.2609546112948276,1.8841694885100367e-34,0.4382004461893157,1.6182342832623748e-100,0.7455034645039962,0.5024536011236483,0.0848302071462698,0.3598362877491772,0.6539727315467795,1.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0,unpublished,0.5809418854107645,0.0,0.5273813706796869,0.0,0.112263598420334,0.0617579952982611,0.2451297024272135,0.4504783883126099,0.1337603617181612,0.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0,publishable,0.0783668011124291,0.000101195106001,0.2361305630107523,1.8125480487747823e-32,0.7469944556188925,0.4117883528542345,0.0698695808527426,0.2331566260857084,1.0,0.5663680781758957,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0_inferred,published,0.2757430270605141,4.026793264120231e-46,0.4746481955206937,1.0177325430170104e-144,0.7648849762922658,0.5056563686941313,0.0828447920416945,0.3405006474666148,0.6883015934706568,1.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0_inferred,unpublished,0.5795877558171902,0.0,0.533669327308376,0.0,0.1093426565210157,0.055253936481062,0.242245598428917,0.4513097003169858,0.1378533900425319,0.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0_inferred,publishable,0.0968975730743235,1.953229862287702e-07,0.2164617153700428,8.25559367141688e-32,0.7680026487991647,0.4241199320483815,0.0653899212985137,0.2302602482613296,1.0,0.6164288200487296,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0_inferred,unpublishable,0.6576818229805885,0.0,0.466802325304708,0.0,0.082617965977255,0.0681384507544333,0.2549786482809219,0.4967949333260703,0.0,0.104237067845074,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0_inferred,published,0.2233466385589825,3.19088145221162e-21,0.4382673176080564,4.770924112833213e-83,0.7145608737142858,0.4932922753428571,0.0960310268728685,0.3821086634976,0.6022857142857143,1.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0,unpublishable,0.6441426125470031,0.0,0.4661083452718905,0.0,0.095273399727854,0.0755659548745584,0.260935134808427,0.4988122443011569,0.0,0.1015052617556946,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0_inferred,publishable,0.0104031197352837,0.6430433601816123,0.2722317789646858,4.2219148539249687e-35,0.7246497931555109,0.3965331655712129,0.0740455579586562,0.2379607486415701,1.0,0.5304479114242576,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0_inferred,unpublishable,0.6447755460650719,0.0,0.4549218367748145,0.0,0.0972958686745501,0.0795192259848852,0.2629050749240805,0.4971382405424389,0.0,0.0934730056406124,1.0,0.2
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0_inferred,unpublishable,0.5997309447455765,0.0,0.5266170642375838,0.0,0.0417867438429305,0.0713387581822887,0.2632011629344071,0.5365851039388889,0.0,0.0872222222222222,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,all,published,0.3047235681672868,5.090736307058931e-92,0.4431635838358334,5.656908532696947e-204,0.7438990369411764,0.4979484763223529,0.1048318972794009,0.3642750419911058,0.6312941176470588,1.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,all,unpublished,0.5695583787392137,0.0,0.5519860114592259,0.0,0.1122611716805587,0.0646106977239944,0.2684840513428463,0.4922480132178667,0.1209523809523809,0.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,all,publishable,0.1130844151934046,1.5624068727070854e-14,0.1883574620601638,6.620058017900847e-38,0.7462561299040975,0.4117382128162598,0.0921589255000213,0.2359848974741935,1.0,0.5847863993025283,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,all,unpublishable,0.6415439521956087,0.0,0.49578080765209,0.0,0.0977070618329094,0.0807711259487355,0.2758457190431602,0.5332452911388529,0.0,0.1016740202439657,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0,published,0.3071478412355278,5.6778351974692776e-46,0.4614778246966254,1.7271752187461217e-108,0.7513834215925745,0.4959531339228138,0.1203759142351245,0.3639027343354177,0.6345872007816317,1.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0,publishable,0.1231566890964012,4.496130820439936e-09,0.2639913375202992,3.099510400737516e-37,0.7427364212161562,0.4084264781735464,0.1074724097719991,0.2366887267039503,1.0,0.5765645805592543,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0,unpublishable,0.6627981541089236,0.0,0.4976535951921021,0.0,0.1038286467157045,0.0749843335994766,0.3005912574668121,0.5300474014579104,0.0,0.0966033837014077,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0,published,0.3046827205177795,1.5149467186899115e-48,0.4356729771633963,9.769809983532131e-103,0.7369446404902406,0.499802523481616,0.0903885914653445,0.3646209856003631,0.628234226055379,1.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0,unpublished,0.5547786203771126,0.0,0.5630994577152603,0.0,0.1062511151710165,0.0682022822596031,0.2442532828236495,0.4948594250241507,0.1219074477631072,0.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0,unpublished,0.585420717724838,0.0,0.5538004250177281,0.0,0.118159328785973,0.0610859838024591,0.2922636745933501,0.4896852224893697,0.1200150962385205,0.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0,unpublishable,0.6218644981653829,0.0,0.5063062599954993,0.0,0.0915264083256095,0.086613756429934,0.250861405049897,0.5364740380158299,0.0,0.1067935845612205,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0,publishable,0.1030656215918269,6.008325226701012e-07,0.106522956035825,2.4785647952752226e-07,0.749652234261242,0.4149336467134903,0.0773832166928411,0.2353057851595717,1.0,0.5927194860813705,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0_inferred,unpublished,0.5321217609140985,0.0,0.5690529893714166,0.0,0.0205450750172259,0.0447041534691175,0.261013316557984,0.5170014382036447,0.0494648539195834,0.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0_inferred,published,0.3169454742297055,2.033244713582843e-26,0.4203775201901274,4.195535446621223e-47,0.6004415490196079,0.4845126903548084,0.1348060818526087,0.4780336940476191,0.4136321195144724,1.0,1.0,0.3
