params,run_result_dir,condition,status,corr_in,corr_in_p,corr_fn_abs,corr_fn_abs_p,avg_in,avg_in_hat,avg_fn_hat_abs,avg_fn_abs,avg_helpfulness,avg_helpfulness_hat,st_prop,bhvr_rate
0.000000-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.000000-notes/run_0,all,publishable,0.0859538406329889,5.65154666173041e-10,0.2267414390195103,1.8754744569977355e-61,0.7462538465098343,0.4140166388021596,0.0750287753279198,0.2323439316762245,1.0,0.5890860007713073,0.0,0.0
0.000000-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.000000-notes/run_0,all,published,0.2639126469355434,2.7962416247969627e-73,0.4352455743714217,1.9356938476298458e-209,0.7347677502200705,0.5015547635431338,0.0851829830858539,0.3345990092141505,0.6723151408450704,1.0,0.0,0.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,all,published,0.2705034570948748,4.614617076980033e-75,0.4432301991444541,2.3145710018280397e-212,0.7283767249717514,0.4965502657853107,0.0933492650539353,0.3346070217965763,0.6612429378531074,1.0,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn>=0_inferred,unpublishable,0.5906322152513147,0.0,0.4804923009444161,0.0,0.0037893948256801,0.0503337908810407,0.2385107994161974,0.4527494773636822,0.0,0.0944292500359867,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,all,publishable,0.0839321689625852,1.342215579954647e-09,0.2294188870142913,4.375293128015589e-63,0.7481572414920207,0.4059468040707556,0.0798375556726252,0.2308715927473274,1.0,0.5625841184387618,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,all,unpublishable,0.6324310229784564,0.0,0.455293186316948,0.0,0.0753038675193729,0.0709773426209741,0.2589392774162514,0.4578440532187985,0.0,0.1012906277451179,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn<0,published,0.2816566629620479,1.003161427571335e-43,0.4392146897991555,1.901232242608208e-110,0.7158601721768999,0.4967281025246887,0.0827334434575586,0.3440325686753328,0.6367539716616574,1.0,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn<0,unpublished,0.5500876570718198,0.0,0.5155655418714189,0.0,0.1153231224751931,0.0678512258503023,0.2200420829160197,0.411698463283401,0.1509359863856525,0.0,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn<0,publishable,0.0711675666620781,0.000255394708449,0.1381087000017198,1.0670952490770884e-12,0.7495649761001516,0.406929716961305,0.0694724847867465,0.2291763898497155,1.0,0.5625948406676783,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn<0,unpublishable,0.6110703909759344,0.0,0.4482095413040262,0.0,0.0780603377779596,0.0821779229596917,0.2305589458961081,0.4558248022126159,0.0,0.1153846153846153,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn>=0,published,0.2595137311136034,1.3218074700224927e-33,0.4658771318241755,2.0741840363219804e-113,0.742284669370229,0.496352659980916,0.1051451851388406,0.3241336922733778,0.6884541984732825,1.0,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn>=0,unpublished,0.590167153230863,0.0,0.5285185876878293,0.0,0.113604764091633,0.0562213433781925,0.2713338614260697,0.4222274023427545,0.1413810483870967,0.0,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn>=0,publishable,0.0971397619161255,8.265754010766465e-07,0.3076034260331441,2.4367012532296988e-57,0.7467105403508771,0.4049366838448344,0.0904895349533957,0.2326137193898635,1.0,0.5625730994152047,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn>=0,unpublishable,0.6550877895884436,0.0,0.4689387009245212,0.0,0.0725972330027052,0.0599792637347443,0.2868065053130894,0.4598267970754118,0.0,0.0874514530601312,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn<0_inferred,published,0.2347958993365855,9.198885537838704e-42,0.4077834116047569,7.228245199970337e-130,0.7750488791344667,0.5026795594188562,0.0839988935384915,0.2969762354744049,0.7394126738794435,1.0,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn<0_inferred,unpublished,0.5788991242973079,0.0,0.516549715384991,0.0,0.1982398962252378,0.0884601637706826,0.2578986160192458,0.411096714356275,0.196676217765043,0.0,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn<0_inferred,publishable,0.1256718160400428,6.247764250856693e-16,0.2342897303065304,2.439766716232723e-52,0.7665114919668938,0.4131593124201557,0.084419182674333,0.2232603286705696,1.0,0.5822784810126582,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn<0_inferred,unpublishable,0.6627975093906266,0.0,0.4378799229175695,0.0,0.1385757780903209,0.089241575165207,0.2770132250304101,0.4623514422235736,0.0,0.1073611818644931,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn>=0_inferred,published,0.245735150388139,7.952873340209142e-18,0.4528863050299253,3.095440625024204e-61,0.6014990621848739,0.4798878583025209,0.1187681321568436,0.4369058400757563,0.4487394957983193,1.0,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn>=0_inferred,unpublished,0.5454506860694844,0.0,0.5308982584635662,0.0,0.0077193643582481,0.028127469550451,0.2312469446576414,0.4246631231029927,0.0816058394160584,0.0,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn>=0_inferred,publishable,-0.1477897362157165,9.22960992627881e-07,0.3017510177903085,1.914290823909601e-24,0.6791734711802379,0.3788388586916743,0.0626176803542214,0.2594782467521958,1.0,0.4885635864592864,0.0,0.04
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,all,unpublished,0.570227404612737,0.0,0.5196527034043947,0.0,0.1144475595774767,0.061925399378478,0.2461770141683957,0.4170633210923917,0.146067415730337,0.0,0.0,0.04
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn>=0_inferred,publishable,0.0969584491198437,4.673730830885832e-07,0.3199307193559936,4.259592476478963e-65,0.7509897959866221,0.4074621680486808,0.0699318828685016,0.2302198215878855,1.0,0.5808249721293199,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn>=0_inferred,unpublishable,0.6557154576925592,0.0,0.480119557969445,0.0,0.065803390275725,0.0656155489664109,0.2475281545650895,0.4593251900257635,0.0,0.0961462058005562,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn<0,unpublished,0.5595350967712726,0.0,0.5190155338162862,0.0,0.1270707448609568,0.068729501031854,0.2405327707883891,0.4153048058152233,0.1602916719969297,0.0,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,all,published,0.287414804353769,1.2075220231994035e-82,0.4488056563519625,2.0508784555700044e-212,0.7373027372211896,0.4960141800255576,0.0897770797461417,0.3341840404828067,0.6663568773234201,1.0,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,all,unpublished,0.5587379546144167,0.0,0.5352770751326688,0.0,0.1178775387022234,0.0642976809245802,0.2381175611492853,0.4163901139629549,0.1500382262996941,0.0,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,all,publishable,0.0805657307671241,5.522926570380056e-09,0.2859840115469034,7.076102035310403e-99,0.7439220976450316,0.3975866230202948,0.0713413953765096,0.2313724758721041,1.0,0.5491097070649053,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,all,unpublishable,0.6504830915283774,0.0,0.468679864409259,0.0,0.0770150715618934,0.0722383771122157,0.2538592192579729,0.4578418418840455,0.0,0.0971780469648778,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn<0,published,0.2763789594327883,4.456140584392908e-38,0.4416330103225426,7.836532734993002e-101,0.7347738907963757,0.4942268773104434,0.0905724634128135,0.3319810822575107,0.6685741535526943,1.0,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn<0,publishable,0.0785904530316786,5.037716107463277e-05,0.2351287573728435,1.1276498750148095e-34,0.7461745770244822,0.3925233916753297,0.07157980498898,0.2298983292949152,1.0,0.528060263653484,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn<0,unpublishable,0.6420159000382893,0.0,0.4506138681369236,0.0,0.0761867143653533,0.0732198190367823,0.259006852566988,0.4590469668375258,0.0,0.0957432153189144,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn>=0,unpublished,0.5579574837093202,0.0,0.5518594088348789,0.0,0.1087566740566061,0.0599007348935409,0.2357213568405057,0.4174668818003477,0.1398654651605533,0.0,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn>=0,published,0.2979383644280821,1.7594558082018068e-46,0.4558939552449069,1.0285658487022896e-113,0.7397055423652016,0.4977124010466696,0.0890213391258377,0.3362772001558676,0.6642501132759402,1.0,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn>=0,unpublishable,0.6586402557471599,0.0,0.4866241247414713,0.0,0.0778148913131152,0.071290746501624,0.2488889252715217,0.4566782342706756,0.0,0.0985634477254589,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn<0_inferred,published,0.2930349863465637,3.4318714723800744e-41,0.440459024219234,2.133711371235241e-96,0.7222823890818859,0.4911234676873449,0.0927480519577756,0.3374231818754342,0.6476426799007444,1.0,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn<0_inferred,unpublished,0.5560325303716233,0.0,0.5252322411091442,0.0,0.1356532188425804,0.0726467698266618,0.2427656818302375,0.4140764016200439,0.1584657109647423,0.0,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn<0_inferred,publishable,0.0590449672067936,0.002956655285794,0.2492923818084246,3.5624113994566727e-37,0.7364105746445497,0.387090931206951,0.0728394199258973,0.2325975124751184,1.0,0.5154028436018957,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn<0_inferred,unpublishable,0.64471775028577,0.0,0.4577351299025828,0.0,0.0887310147381815,0.0791590767148966,0.2604750329164233,0.4562917779734293,0.0,0.0982562967063382,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn>=0_inferred,published,0.2776644466934715,8.553733516056365e-42,0.4563446887143633,3.9574061809563676e-118,0.7505251057230232,0.500319459781564,0.0871617416044019,0.3313326337959807,0.6828309305373526,1.0,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn>=0_inferred,unpublished,0.5612832593277026,0.0,0.5458508892594951,0.0,0.100571227709292,0.0561690508015049,0.2335921746998181,0.4186427324303458,0.1418332704639758,0.0,0.0,0.08
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn>=0,publishable,0.0833833360733532,2.3286271874082265e-05,0.3371297489262032,2.7645981375354724e-69,0.7415933076323988,0.4028213890720404,0.0710949088028691,0.2328965643309968,1.0,0.5708722741433022,0.0,0.08
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn<0_inferred,unpublishable,0.674349929725642,0.0,0.4553681641189621,0.0,0.1135732137137885,0.074599395053328,0.2603772407759283,0.4600947773508634,0.0,0.1051805337519623,0.0,0.12
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn<0_inferred,unpublished,0.572205744062638,0.0,0.5238016922797654,0.0,0.1770045873862593,0.0755964803830337,0.2428028666473544,0.4072921775672987,0.199438202247191,0.0,0.0,0.12
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn<0_inferred,publishable,0.1364911999289903,3.206086680574033e-18,0.2074701113553166,1.936460658110088e-40,0.7649928526420243,0.4094114726308608,0.0856753057629819,0.2216288051905234,1.0,0.5772761101463657,0.0,0.12
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn>=0_inferred,published,0.2254105481370745,1.6566501946720165e-15,0.4290068499578284,9.40709419773317e-56,0.6183770820344544,0.4787557074651353,0.1205997269406874,0.401595396004758,0.4848236259228876,1.0,0.0,0.12
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn>=0,unpublishable,0.6122695566426747,0.0,0.4550975895722945,0.0,0.063353584457865,0.0757728179183689,0.2427972804405266,0.4502394587661736,0.0,0.1011024468943264,0.0,0.12
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn>=0_inferred,publishable,-0.0654214803166078,0.0247412913300622,0.3352148289729533,2.50696557099074e-32,0.6678268149405773,0.3847464903268251,0.0631982522015008,0.2579761228497453,1.0,0.50169779286927,0.0,0.12
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn>=0_inferred,unpublishable,0.583007603427275,0.0,0.4789106055127753,0.0,0.0253012071173359,0.0664075236028456,0.2509212115948056,0.4460847021817826,0.0,0.0878690359591437,0.0,0.12
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn<0_inferred,published,0.2612032644251178,5.259316876108232e-50,0.4400557798287017,1.849453909057213e-148,0.779148080485468,0.5029316811146599,0.0834152326371063,0.297172094109869,0.7432130309805174,1.0,0.0,0.12
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_with_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn>=0_inferred,unpublished,0.5331803708498292,0.0,0.5255241324456132,0.0,0.0300768438316352,0.0484439529122626,0.2421573843541719,0.422532852727329,0.0826062482409231,0.0,0.0,0.12
