params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,no_run,dhom
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-0.700000-notes/run_0,1243,8720,2702,7261,0.4891391794046661,0.7649888971132495,0.0837350227241426,0.2370412844036697,fn>=0,608.0,2067.0,1.0,0.7
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-0.700000-notes/run_0,445,7767,19,8193,0.9797752808988764,0.5263157894736842,0.053216160136702,0.001287498390627,fn>=0_inferred,436.0,10.0,1.0,0.7
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-0.700000-notes/run_0,1814,8223,2642,7395,0.5110253583241455,0.6642694928084785,0.1253549695740365,0.2134257570229843,fn<0,927.0,1755.0,1.0,0.7
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-0.700000-notes/run_0,3057,16943,5344,14656,0.5021262675825973,0.7151946107784432,0.1047352620087336,0.2255798854984359,all,1535.0,3822.0,1.0,0.7
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-0.700000-notes/run_0,2612,9176,5325,6463,0.420750382848392,0.715868544600939,0.1700448708030326,0.4154315605928509,fn<0_inferred,1099.0,3812.0,1.0,0.7
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-0.800000-notes/run_0,2048,6238,2249,6037,0.40869140625,0.4615384615384615,0.1386450223621003,0.1663994870150689,fn>=0_inferred,837.0,1038.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-0.800000-notes/run_0,2647,9067,2975,8739,0.4896108802417832,0.5458823529411765,0.1483007209062821,0.1791110620933054,fn<0_inferred,1296.0,1624.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-0.800000-notes/run_0,2399,7563,2622,7340,0.4797832430179241,0.5240274599542334,0.1568119891008174,0.1816739389131297,fn>=0,1151.0,1374.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-0.800000-notes/run_0,2296,7742,2602,7436,0.4277003484320557,0.4950038431975403,0.1320602474448628,0.1663652802893309,fn<0,982.0,1288.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-0.800000-notes/run_0,4695,15305,5224,14776,0.4543130990415335,0.5095712098009189,0.1443557119653492,0.1739300882064684,all,2133.0,2662.0,1.0,0.8
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-0.900000-notes/run_0,4896,15104,5238,14762,0.4395424836601307,0.4761359297441772,0.1457797046470668,0.1651218220338983,all,2152.0,2494.0,1.0,0.9
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-0.900000-notes/run_0,2161,7871,2628,7404,0.3896344285053216,0.4980974124809741,0.1137223122636412,0.1663066954643628,fn<0,842.0,1309.0,1.0,0.9
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-0.900000-notes/run_0,2735,7233,2610,7358,0.4789762340036563,0.4540229885057471,0.1780375101929872,0.1638324346744089,fn>=0,1310.0,1185.0,1.0,0.9
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-0.900000-notes/run_0,3837,8881,3991,8727,0.4302840761011207,0.4522676021047356,0.1891829953019365,0.2032428780542731,fn<0_inferred,1651.0,1805.0,1.0,0.9
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-0.900000-notes/run_0,1059,6223,1247,6035,0.4730878186968839,0.5525260625501203,0.0830157415078707,0.1107183030692592,fn>=0_inferred,501.0,689.0,1.0,0.9
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-1.000000-notes/run_0,2692,7226,2585,7333,0.475854383358098,0.4541586073500967,0.174689758625392,0.1624688624411846,fn>=0,1281.0,1174.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-1.000000-notes/run_0,2032,8050,2653,7429,0.4694881889763779,0.5936675461741425,0.1284156683268273,0.1956521739130435,fn<0,954.0,1575.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-1.000000-notes/run_0,3083,9452,4240,8295,0.4826467726240674,0.6238207547169812,0.179385171790235,0.2798349555649598,fn<0_inferred,1488.0,2645.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-1.000000-notes/run_0,1641,5824,998,6467,0.4552102376599634,0.1042084168336673,0.1155095098190815,0.0178571428571428,fn>=0_inferred,747.0,104.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/1-r_fun-1.000000-notes/run_0,4724,15276,5238,14762,0.4731160033869602,0.5248186330660557,0.1514022490177482,0.1799554857292485,all,2235.0,2749.0,1.0,1.0
10-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.000000-notes/run_0,717,5445,668,5494,0.0808926080892608,0.0134730538922155,0.0105569712413542,0.0016528925619834,fn>=0_inferred,58.0,9.0,10.0,0.0
10-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.000000-notes/run_0,2860,10978,4488,9350,0.2611888111888112,0.5291889483065954,0.0798930481283422,0.2163417744580069,fn<0_inferred,747.0,2375.0,10.0,0.0
10-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.000000-notes/run_0,3577,16423,5156,14844,0.2250489236790606,0.4623739332816136,0.05423066558879,0.1451622724228216,all,805.0,2384.0,10.0,0.0
10-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.000000-notes/run_0,2106,7976,2660,7422,0.2530864197530864,0.4086466165413533,0.0718135273511183,0.136283851554664,fn>=0,533.0,1087.0,10.0,0.0
10-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.000000-notes/run_0,1471,8447,2496,7422,0.1849082256968049,0.5196314102564102,0.0366478038264618,0.1535456375044394,fn<0,272.0,1297.0,10.0,0.0
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.100000-notes/run_0,2202,10890,3256,9836,0.3946412352406903,0.5906019656019657,0.0883489223261488,0.1765840220385675,fn<0_inferred,869.0,1923.0,10.0,0.1
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.100000-notes/run_0,2358,7692,2583,7467,0.323579304495335,0.3825009678668215,0.1021829382616847,0.1284451378055122,fn>=0,763.0,988.0,10.0,0.1
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.100000-notes/run_0,1774,8176,2519,7431,0.2779030439684329,0.4914648670107185,0.0663436953303727,0.1514187866927593,fn<0,493.0,1238.0,10.0,0.1
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.100000-notes/run_0,1930,4978,1846,5062,0.2005181347150259,0.1641386782231852,0.076451995258791,0.0608678184009642,fn>=0_inferred,387.0,303.0,10.0,0.1
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.100000-notes/run_0,4132,15868,5102,14898,0.3039690222652468,0.4362994903959231,0.0843066183380319,0.1402823292160322,all,1256.0,2226.0,10.0,0.1
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.200000-notes/run_0,4469,15531,5215,14785,0.3316178115909599,0.4272291466922339,0.1002367264119039,0.1434550254330049,all,1482.0,2228.0,10.0,0.2
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.200000-notes/run_0,2079,7893,2568,7404,0.3237133237133237,0.4524922118380062,0.0908968125337655,0.1472190548587356,fn<0,673.0,1162.0,10.0,0.2
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.200000-notes/run_0,1572,9989,2124,9437,0.5038167938931297,0.632768361581921,0.0839249761576772,0.1345480028030834,fn<0_inferred,792.0,1344.0,10.0,0.2
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.200000-notes/run_0,2390,7638,2647,7381,0.3384937238493724,0.4027200604457877,0.1096057444790678,0.1395653312385441,fn>=0,809.0,1066.0,10.0,0.2
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.200000-notes/run_0,2897,5542,3091,5348,0.2381774249223334,0.2859915884826917,0.1290201944652206,0.1595092024539877,fn>=0_inferred,690.0,884.0,10.0,0.2
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.300000-notes/run_0,4004,15996,5220,14780,0.3833666333666333,0.5270114942528735,0.1038565629228687,0.1719804951237809,all,1535.0,2751.0,10.0,0.3
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.300000-notes/run_0,2041,7999,2596,7444,0.4247917687408133,0.5477657935285054,0.1164696399785061,0.1777722215276909,fn<0,867.0,1422.0,10.0,0.3
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.300000-notes/run_0,1963,7997,2624,7336,0.3402954661232807,0.5064786585365854,0.0910577971646674,0.1661873202450919,fn>=0,668.0,1329.0,10.0,0.3
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.300000-notes/run_0,2096,8986,3707,7375,0.3902671755725191,0.6552468303210143,0.1109152542372881,0.2703093701313154,fn<0_inferred,818.0,2429.0,10.0,0.3
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.300000-notes/run_0,1908,7010,1513,7405,0.3757861635220126,0.2128222075346992,0.0968264686022957,0.0459343794579172,fn>=0_inferred,717.0,322.0,10.0,0.3
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.400000-notes/run_0,2000,7986,2660,7326,0.3345,0.4996240601503759,0.0913185913185913,0.1664162283996994,fn<0,669.0,1329.0,10.0,0.4
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.400000-notes/run_0,2709,6562,3423,5848,0.3266888150609081,0.4671340929009641,0.1513337893296853,0.243675708625419,fn<0_inferred,885.0,1599.0,10.0,0.4
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.400000-notes/run_0,2223,7791,2575,7439,0.4475933423301844,0.5231067961165049,0.1337545369001209,0.1728917982287254,fn>=0,995.0,1347.0,10.0,0.4
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.400000-notes/run_0,4223,15777,5235,14765,0.3940326781908596,0.5111747851002866,0.1126989502201151,0.1696139950560943,all,1664.0,2676.0,10.0,0.4
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.400000-notes/run_0,1514,9215,1812,8917,0.5145310435931307,0.5943708609271523,0.0873612201413031,0.1168746608790016,fn>=0_inferred,779.0,1077.0,10.0,0.4
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.500000-notes/run_0,1953,8170,2588,7535,0.4782386072708653,0.6062596599690881,0.1239548772395487,0.1920440636474908,fn>=0,934.0,1569.0,10.0,0.5
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.500000-notes/run_0,1713,9000,2717,7996,0.4238178633975482,0.6367316893632683,0.0907953976988494,0.1922222222222222,fn<0_inferred,726.0,1730.0,10.0,0.5
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.500000-notes/run_0,1792,7495,2434,6853,0.4464285714285714,0.5924404272801972,0.1167371953888807,0.1923949299533022,fn>=0_inferred,800.0,1442.0,10.0,0.5
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.500000-notes/run_0,3505,16495,5151,14849,0.4353780313837375,0.6158027567462628,0.102767863155768,0.1923006971809639,all,1526.0,3172.0,10.0,0.5
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.500000-notes/run_0,1552,8325,2563,7314,0.3814432989690721,0.6254389387436597,0.0809406617445994,0.1925525525525525,fn<0,592.0,1603.0,10.0,0.5
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.600000-notes/run_0,1989,8280,2520,7749,0.4555052790346908,0.5702380952380952,0.1169183120402632,0.1735507246376811,fn>=0_inferred,906.0,1437.0,10.0,0.6
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.600000-notes/run_0,1538,8193,2681,7050,0.4616384915474642,0.691160014919806,0.100709219858156,0.2261686805809837,fn<0_inferred,710.0,1853.0,10.0,0.6
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.600000-notes/run_0,1790,8210,2583,7417,0.4653631284916201,0.629500580720093,0.1123095591209383,0.1980511571254567,fn>=0,833.0,1626.0,10.0,0.6
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.600000-notes/run_0,1737,8263,2618,7382,0.4507772020725388,0.6355996944232238,0.1060688160390138,0.2013796441970228,fn<0,783.0,1664.0,10.0,0.6
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_False/data/10-r_fun-0.600000-notes/run_0,3527,16473,5201,14799,0.4581797561667139,0.6325706594885598,0.1091965673356307,0.199720755175135,all,1616.0,3290.0,10.0,0.6
