params,run_result_dir,condition,status,corr_in,corr_in_p,corr_fn_abs,corr_fn_abs_p,avg_in,avg_in_hat,avg_fn_hat_abs,avg_fn_abs,avg_helpfulness,avg_helpfulness_hat,no_run,var_iu,number_of_notes
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0,publishable,0.0305680312650776,0.1175434472745686,0.0754055153121206,0.0001108280660215,0.7445396183759055,0.4141266194227982,0.0580318502661577,0.2267855227327487,,,1.0,0.1,2623.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0,unpublishable,0.5565957808297404,0.0,0.4564749244525493,0.0,0.072816286179707,0.0571623548126101,0.2637918265108358,0.4578726895338798,,,1.0,0.1,7441.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0,publishable,0.0608843202662561,0.0020778685013197,0.2068324461859913,4.372635227857702e-26,0.7482820101761252,0.4194455662622309,0.064567492173178,0.2343908831964383,,,1.0,0.1,2555.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0,unpublished,0.5153571436869326,0.0,0.5115102810925272,0.0,0.0988561834941285,0.034531711044484,0.2567742934925606,0.4276689540449966,,,1.0,0.1,7545.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,all,publishable,0.0455866734870791,0.0010334651852927,0.1427953781533553,5.3873861716542255e-25,0.7463862408265739,0.416751167351487,0.0612567566146391,0.2305382643288721,,,1.0,0.1,5178.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,all,unpublishable,0.5499447939945128,0.0,0.4235199191507967,0.0,0.075640809110255,0.0673763774007739,0.2617107720817044,0.4598651584488598,,,1.0,0.1,14822.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0,published,0.1525939889333475,3.0726087055647337e-14,0.4233511744847365,3.519970872538936e-107,0.6967836054671562,0.5044825557445941,0.0777163929694936,0.3178854064133007,,,1.0,0.1,2451.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0_inferred,publishable,-0.0796074867692781,0.0061962071452063,0.2171228335393035,4.5632452990469567e-14,0.7158952904318374,0.3916384960372566,0.0478419334385605,0.2466936391439458,,,1.0,0.1,1181.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0_inferred,unpublishable,0.5087359503005836,0.0,0.4190189403786226,1.1226845529222694e-295,0.0311800821639039,0.0598065762527779,0.2708335261117006,0.455909486520563,,,1.0,0.1,6998.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0_inferred,publishable,0.0718934720893678,5.372160320923066e-06,0.1369106146974628,3.498990440362829e-18,0.7553954508381285,0.4241712486179634,0.0652204559318643,0.2257648098238429,,,1.0,0.1,3997.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,all,publishable,0.0667380068083906,1.773312725484201e-06,0.2571413788223822,4.66063939637304e-78,0.7475116168881939,0.4100261919841673,0.063287343249482,0.2284188728105942,,,1.0,0.2,5116.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,all,unpublished,0.5531974935858459,0.0,0.5411500298845903,0.0,0.1069451778747366,0.059431526331142,0.2463640511507864,0.4170963013486446,,,1.0,0.2,15568.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0,published,0.2744272064024888,5.339377763182232e-39,0.4111828579369173,8.752415707326537e-90,0.7381773625114574,0.5038680208936756,0.0795806056805293,0.3266091969152153,,,1.0,0.2,2182.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0,published,0.2739489146639125,5.057649426311038e-40,0.5045057644039888,1.3697830555017079e-145,0.716121268,0.5035976492800001,0.0937875004725688,0.3331135392826667,,,1.0,0.2,2250.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0,unpublished,0.5545133196731825,0.0,0.5524903835850834,0.0,0.1060472705582411,0.0591645992882815,0.2406578342218868,0.4207981424356775,,,1.0,0.2,7778.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0,publishable,0.0678566635001032,0.0005767914956111,0.2679039581327016,1.7188309828311246e-43,0.7404691031128405,0.4084455401715953,0.0648301555440583,0.2295744755194552,,,1.0,0.2,2570.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0,unpublishable,0.6231462895572116,0.0,0.4948882287390563,0.0,0.0714806822743362,0.0728844094801896,0.256938188642114,0.4602396102394341,,,1.0,0.2,7458.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,all,unpublishable,0.6285611612417497,0.0,0.4753026263075036,0.0,0.0713940442860723,0.0712221671729521,0.2617766902653378,0.4559883765890687,,,1.0,0.2,14884.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0_inferred,published,0.2770295903689251,5.427660178423832e-44,0.4817083786936181,3.5859743508204734e-141,0.7332444929925803,0.5056263268260511,0.0900164937894455,0.3306426370321517,,,1.0,0.2,2426.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0,unpublishable,0.6340881173819414,0.0,0.4564800777543893,0.0,0.0713070329587799,0.0695527619578462,0.2666360418820902,0.4517188235908969,,,1.0,0.2,7426.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0_inferred,published,0.269301371288536,1.1366326498749687e-34,0.4336392500024089,9.225191461591942e-93,0.719404146560319,0.5014383168444666,0.0828946877991027,0.3290267665079761,,,1.0,0.2,2006.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0_inferred,unpublished,0.5491268556255223,0.0,0.5311905730564738,0.0,0.1385696418501292,0.0697105631016764,0.2542550396240526,0.4127997611720972,,,1.0,0.2,7734.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0_inferred,publishable,0.0614997192460815,0.0022619821281475,0.2275302570964825,2.744203827151989e-30,0.7411734632561917,0.3984156483016646,0.0661331779301827,0.2306928387620787,,,1.0,0.2,2463.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0_inferred,unpublishable,0.6299531575168977,0.0,0.463324303409366,0.0,0.0947247613122028,0.0774672278207181,0.2706897351841944,0.4513432162496908,,,1.0,0.2,7277.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0_inferred,unpublished,0.5568674825792507,0.0,0.5527636984124666,0.0,0.0757243961047996,0.0492837001397566,0.2385737901280342,0.4213379967437707,,,1.0,0.2,7834.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0_inferred,publishable,0.068747463587137,0.0003948249362993,0.2857677016816948,4.9148159315363174e-51,0.7533958507350169,0.4208052229264983,0.0606453188173049,0.226307761563513,,,1.0,0.2,2653.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0_inferred,unpublishable,0.6266439319826236,0.0,0.4888991670083199,0.0,0.0490754393433679,0.0652480241029123,0.2532503030069548,0.460432024780163,,,1.0,0.2,7607.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0,unpublished,0.5517634406313859,0.0,0.5308847718572921,0.0,0.1078417020220667,0.0596980421898544,0.2520614780150971,0.4134001627125802,,,1.0,0.2,7790.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,all,published,0.2740727991326916,3.3346440313072005e-77,0.4602337006858725,2.7969565686475e-231,0.7269801123646209,0.5037307609363718,0.0867930409878598,0.3299112660322654,,,1.0,0.2,4432.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0,publishable,0.0650984593076305,0.0010140291371012,0.2459667026077018,2.1408524009300475e-36,0.754620517282011,0.4116217438923802,0.0617299875554281,0.2272523767533385,,,1.0,0.2,2546.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0_inferred,publishable,0.0242019602271103,0.3847321328123281,0.3703090505637233,2.8910931699507786e-43,0.6747756888544891,0.388863952866099,0.075108260273863,0.257039701499226,,,1.0,0.3,1292.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0_inferred,unpublishable,0.6170422790735002,0.0,0.5547789380482114,0.0,-0.0046243694348459,0.0532837591813219,0.2417819348172269,0.4565855498852345,,,1.0,0.3,7206.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,all,unpublished,0.5900491882638262,0.0,0.5695056637499372,0.0,0.1258139292665949,0.0787529486223969,0.2399380963330196,0.4150676666085018,,,1.0,0.3,16267.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,all,publishable,0.1917127233575714,2.882628630039993e-44,0.2734692905198433,6.34626451803541e-90,0.7491549227517295,0.3909099661412374,0.0922718688589779,0.2307248125266718,,,1.0,0.3,5204.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,all,unpublishable,0.6785856380068966,0.0,0.5131584297959084,0.0,0.0748767369140105,0.0744007098534422,0.2555079989601842,0.4593246268115031,,,1.0,0.3,14796.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0,published,0.3280321181240211,1.212970526176659e-46,0.5507561364419069,5.0766530538896396e-144,0.8046533051409619,0.4964799533388612,0.1052202238871807,0.319624410636429,,,1.0,0.3,1809.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0,unpublished,0.6074545456472545,0.0,0.5615755167018813,0.0,0.1241787430617788,0.0725885423705,0.2585789664694702,0.4167298129692459,,,1.0,0.3,8129.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0,publishable,0.2225898278353424,3.234534142830683e-30,0.365152482125987,6.818529808234015e-82,0.7476417750972763,0.3897403583214008,0.1072348493462296,0.2296817465627626,,,1.0,0.3,2570.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0,unpublishable,0.6965411927674845,0.0,0.5093314398648979,0.0,0.07378222982481,0.0660385146082783,0.273715830703369,0.458131802361835,,,1.0,0.3,7368.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,all,published,0.3275359859773707,4.5631426314151486e-94,0.5018309666184518,2.2801309965646065e-237,0.7928913019019556,0.4966659929145459,0.0957959135032885,0.3334994294056523,,,1.0,0.3,3733.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0,unpublished,0.573719130737136,0.0,0.582091297021233,0.0,0.1274473070816539,0.0849105375166792,0.2213178415604457,0.4134073584533669,,,1.0,0.3,8138.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0,published,0.3278220789057863,1.9602060105032422e-49,0.4739073442566755,2.655798239103682e-108,0.781832329002079,0.4968409126611226,0.0869349064947328,0.3465451201299376,,,1.0,0.3,1924.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0_inferred,published,0.3858984176256487,4.0540315386999454e-41,0.5171042010906974,1.1400130490646782e-77,0.6858352604817127,0.4863438413202497,0.1161032605243541,0.4089617490240856,,,1.0,0.3,1121.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0_inferred,unpublishable,0.7291705309125046,0.0,0.4762407319492671,0.0,0.1503556529021344,0.0944492930607279,0.2685396219133002,0.4619251259328062,,,1.0,0.3,7590.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0_inferred,publishable,0.2387229319369108,8.066790367002925e-52,0.2680506187299583,2.3370475564705847e-65,0.7737198435582822,0.3915856944519427,0.0979404226145936,0.2220339033874744,,,1.0,0.3,3912.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0_inferred,unpublished,0.5517077469295742,0.0,0.5968849398473582,0.0,0.0094436297753151,0.0462496339492484,0.2316888626160996,0.4288741556396909,,,1.0,0.3,7377.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0_inferred,published,0.2860162090166973,2.318720177402177e-50,0.4756330554678997,1.4341479811065804e-147,0.8388368694486983,0.5010959821707504,0.0870805474961619,0.3011130357256125,,,1.0,0.3,2612.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0,unpublishable,0.6627527853831038,0.0,0.5221491424162497,0.0,0.0759624030735729,0.0826953590950102,0.2374472417868151,0.4605078161686861,,,1.0,0.3,7428.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0,publishable,0.1614394906420242,7.666166096693434e-17,0.1760647387957181,8.787734300326366e-20,0.7506313044798785,0.3920511552441154,0.0776724535771871,0.2317425344428625,,,1.0,0.3,2634.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0_inferred,unpublished,0.6182825225832632,0.0,0.550734451582571,0.0,0.2223790248062092,0.1057244843191141,0.2467833828492985,0.4036109208736221,,,1.0,0.3,8890.0
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,all,publishable,0.2782681423901167,2.6152438111549626e-94,0.2089093892123882,4.809623802432295e-53,0.7555116116910229,0.3803342504763712,0.0838777106294704,0.2275753942918182,,,1.0,0.4,5269.0
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,fn<0,unpublished,0.6471811525096006,0.0,0.420839301217475,0.0,0.1339997967404034,0.0864082319631339,0.3037512920180241,0.413030046082633,,,1.0,0.4,8378.0
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,fn<0,publishable,0.2872852999013526,2.782285232253158e-51,0.277996795507484,5.294033656724302e-48,0.7614989575274933,0.3810898801808873,0.0970842616309139,0.2271637704897952,,,1.0,0.4,2637.0
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,all,unpublished,0.6119030084826997,0.0,0.4115736943884087,0.0,0.133736408076557,0.088903012945272,0.2282043654672968,0.410017781206996,,,1.0,0.4,16538.0
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,fn<0,unpublishable,0.7221469474651672,0.0,0.3232926252882647,5.387243032450297e-180,0.069651220751227,0.0732575319485081,0.3287486805728473,0.4596830311359223,,,1.0,0.4,7416.0
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,fn>=0,published,0.394838943393823,9.680645822866924e-68,0.6022780197663324,7.066062588008749e-177,0.8111077985450474,0.4926696338947957,0.0785833099820313,0.3453924540923335,,,1.0,0.4,1787.0
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,fn>=0,unpublished,0.5759398246880214,0.0,0.5259870255786598,0.0,0.133465982803799,0.0914644437134524,0.1506391509278368,0.4069250416079657,,,1.0,0.4,8160.0
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,fn>=0,unpublishable,0.6662589345695326,0.0,0.4971206246490327,0.0,0.0773498461625427,0.0858104367394083,0.1618186448561966,0.4562762495204374,,,1.0,0.4,7315.0
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,fn<0_inferred,published,0.2471587011200161,9.47099039862206e-21,0.4196902812259095,2.7244061684111877e-60,0.7437903431867339,0.4643761457101658,0.0985804700499928,0.3278783072788752,,,1.0,0.4,1387.0
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,fn<0_inferred,unpublished,0.6227006179319763,0.0,0.4347069747163191,0.0,0.1847172891450426,0.107697244076916,0.2713639825115089,0.371609796313475,,,1.0,0.4,10308.0
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,fn<0_inferred,unpublishable,0.6820045434376099,0.0,0.371201773139697,6.818986400730304e-289,0.1107533935640417,0.0904869038244046,0.2971625652516552,0.4109896152543248,,,1.0,0.4,8902.0
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,fn>=0_inferred,published,0.3832137832870521,1.4631272240775213e-73,0.5705370971307281,1.6529956579680224e-179,0.8769967889156627,0.511129939879518,0.0736772778315662,0.3422282404204771,,,1.0,0.4,2075.0
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,fn>=0_inferred,unpublished,0.5933002326003901,0.0,0.6408748590575437,0.0,0.049384735194703,0.0578065547582758,0.1567935576837111,0.473566658940931,,,1.0,0.4,6230.0
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,fn>=0_inferred,publishable,0.3239496564278587,1.3561733401634e-61,0.1929428787326319,3.423234659381515e-22,0.820280439822294,0.4261965579806139,0.0619312477742084,0.2311806603079523,,,1.0,0.4,2476.0
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,fn>=0,publishable,0.2696729331038578,4.356909865622753e-45,0.1196836535860026,7.303636658316447e-10,0.7495128917173253,0.3795771853050911,0.0706460711952735,0.2279878000539513,,,1.0,0.4,2632.0
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,fn<0_inferred,publishable,0.1168890727267774,5.793959290345173e-10,0.2521945948262717,8.872546078030674e-42,0.698093918009309,0.3396772245614035,0.1033332931678267,0.2243793188689938,,,1.0,0.4,2793.0
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/iu_var/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,all,unpublishable,0.6932487737097397,0.0,0.3428104528645728,0.0,0.073474141454762,0.0794909511695681,0.2458559230365429,0.4579913192686172,,,1.0,0.4,14731.0
