params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,no_run,mu_fnr
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,1071,6914,785,7200,0.5863678804855276,0.4356687898089172,0.0872222222222222,0.0494648539195834,fn>=0_inferred,628.0,342.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,3179,8836,3803,8212,0.2953759043724441,0.410991322640021,0.1143448611787627,0.1768899954730647,fn<0_inferred,939.0,1563.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,2203,7801,2335,7669,0.3717657739446209,0.4072805139186295,0.1067935845612205,0.1219074477631072,fn>=0,819.0,951.0,1.0,0.3
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,4250,15750,4588,15412,0.3687058823529411,0.4152136006974716,0.1016740202439657,0.1209523809523809,all,1567.0,1905.0,1.0,0.3
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,2160,7803,2123,7840,0.4356481481481482,0.4258125294394724,0.1200255102040816,0.1158528770985518,fn<0,941.0,904.0,1.0,0.4
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,4154,15846,4244,15756,0.41478093403948,0.427191328934967,0.1093551662858593,0.114413732172157,all,1723.0,1813.0,1.0,0.4
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,2551,8281,2936,7896,0.3578988631909055,0.4420980926430518,0.115628166160081,0.1567443545465523,fn<0_inferred,913.0,1298.0,1.0,0.4
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,1603,7565,1308,7860,0.5053025577043044,0.3937308868501529,0.1030534351145038,0.0680766688697951,fn>=0_inferred,810.0,515.0,1.0,0.4
1-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.400000-notes/run_0,1994,8043,2121,7916,0.3921765295887663,0.4285714285714285,0.0987872662961091,0.1130175307720999,fn>=0,782.0,909.0,1.0,0.4
1-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.500000-notes/run_0,3950,16050,3671,16329,0.4607594936708861,0.4197766276219014,0.1114581419560291,0.09601246105919,all,1820.0,1541.0,1.0,0.5
1-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.500000-notes/run_0,1979,8116,1809,8286,0.4744820616472966,0.4250967385295743,0.113323678493845,0.0947511089206505,fn>=0,939.0,769.0,1.0,0.5
1-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.500000-notes/run_0,2693,8391,2825,8259,0.4051243965837356,0.4329203539823009,0.1320983169875287,0.1457514003098558,fn<0_inferred,1091.0,1223.0,1.0,0.5
1-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.500000-notes/run_0,1257,7659,846,8070,0.5799522673031027,0.375886524822695,0.0903345724907063,0.0415197806502154,fn>=0_inferred,729.0,318.0,1.0,0.5
1-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.500000-notes/run_0,1971,7934,1862,8043,0.4469812278031456,0.4146079484425349,0.1095362426955116,0.0973027476682631,fn<0,881.0,772.0,1.0,0.5
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.600000-notes/run_0,1931,8151,1608,8474,0.4955981356809943,0.3942786069651741,0.1129336794902053,0.0777818672555514,fn>=0,957.0,634.0,1.0,0.6
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.600000-notes/run_0,2385,8563,2212,8736,0.450314465408805,0.4073236889692586,0.1229395604395604,0.105220133130912,fn<0_inferred,1074.0,901.0,1.0,0.6
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.600000-notes/run_0,1907,8011,1567,8351,0.5243838489774515,0.4211869814932993,0.1197461381870434,0.0823867182623892,fn<0,1000.0,660.0,1.0,0.6
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.600000-notes/run_0,1453,7599,963,8089,0.6077081899518239,0.4080996884735202,0.1091605884534553,0.0517173312277931,fn>=0_inferred,883.0,393.0,1.0,0.6
1-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.600000-notes/run_0,3838,16162,3175,16825,0.5099009900990099,0.4075590551181102,0.1163150074294205,0.0800643484717237,all,1957.0,1294.0,1.0,0.6
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.700000-notes/run_0,1756,8266,1312,8710,0.5802961275626424,0.4382621951219512,0.1169919632606199,0.069562061456569,fn>=0,1019.0,575.0,1.0,0.7
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.700000-notes/run_0,1782,8264,1536,8510,0.5488215488215489,0.4765625,0.1149236192714453,0.0885769603097773,fn>=0_inferred,978.0,732.0,1.0,0.7
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.700000-notes/run_0,1752,8226,1332,8646,0.5582191780821918,0.4189189189189189,0.1131158917418459,0.0678336980306345,fn<0,978.0,558.0,1.0,0.7
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.700000-notes/run_0,3508,16492,2644,17356,0.5692702394526796,0.428517397881997,0.1150610739801797,0.0686999757458161,all,1997.0,1133.0,1.0,0.7
1-r_fun-0.700000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.700000-notes/run_0,1726,8228,1108,8846,0.5903823870220162,0.361913357400722,0.1151933077096993,0.0487360233349538,fn<0_inferred,1019.0,401.0,1.0,0.7
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.800000-notes/run_0,1569,8030,869,8730,0.6622052262587635,0.3901035673187571,0.1190148911798396,0.0422166874221668,fn>=0_inferred,1039.0,339.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.800000-notes/run_0,1875,8526,1224,9177,0.6368,0.4436274509803921,0.1301078783916312,0.0636875439831104,fn<0_inferred,1194.0,543.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.800000-notes/run_0,1688,8376,1037,9027,0.643957345971564,0.420443587270974,0.1204165281931981,0.0520534861509073,fn>=0,1087.0,436.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.800000-notes/run_0,1756,8180,1056,8880,0.6526195899772209,0.4223484848484848,0.129054054054054,0.054523227383863,fn<0,1146.0,446.0,1.0,0.8
1-r_fun-0.800000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.800000-notes/run_0,3444,16556,2093,17907,0.6483739837398373,0.4214046822742475,0.1246998380521583,0.053273737617782,all,2233.0,882.0,1.0,0.8
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.900000-notes/run_0,3133,16867,1543,18457,0.7197574210022343,0.4309786130913804,0.1221758682342742,0.0394260982984526,all,2255.0,665.0,1.0,0.9
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.900000-notes/run_0,1658,8334,776,9216,0.7346200241254524,0.4329896907216495,0.1321614583333333,0.0403167746580273,fn<0,1218.0,336.0,1.0,0.9
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.900000-notes/run_0,1475,8533,767,9241,0.7030508474576271,0.4289439374185136,0.1122172925008116,0.0385561936013125,fn>=0,1037.0,329.0,1.0,0.9
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.900000-notes/run_0,1628,8578,938,9268,0.6885749385749386,0.4594882729211087,0.1209538195943029,0.0502448123105619,fn<0_inferred,1121.0,431.0,1.0,0.9
1-r_fun-0.900000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-0.900000-notes/run_0,1505,8289,605,9189,0.7534883720930232,0.3867768595041322,0.1234084231145935,0.0282301845819761,fn>=0_inferred,1134.0,234.0,1.0,0.9
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-1.000000-notes/run_0,1267,8581,588,9260,0.7308602999210734,0.4200680272108844,0.1,0.0287845239482577,fn>=0,926.0,247.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-1.000000-notes/run_0,1591,8561,625,9527,0.7548711502199874,0.376,0.1260627689723942,0.0274500642448312,fn<0,1201.0,235.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-1.000000-notes/run_0,1460,8740,734,9466,0.7136986301369863,0.4305177111716621,0.1100781745193323,0.0361556064073226,fn<0_inferred,1042.0,316.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-1.000000-notes/run_0,1398,8402,479,9321,0.7761087267525035,0.3465553235908142,0.1164038193326896,0.0197572006665079,fn>=0_inferred,1085.0,166.0,1.0,1.0
1-r_fun-1.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/1-r_fun-1.000000-notes/run_0,2858,17142,1213,18787,0.7442267319804059,0.3973619126133553,0.1132165859370841,0.0281180725702951,all,2127.0,482.0,1.0,1.0
10-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.000000-notes/run_0,1630,7515,1709,7436,0.4190184049079755,0.4458747805734347,0.0918504572350726,0.1013972055888223,fn>=0_inferred,683.0,762.0,10.0,0.0
10-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.000000-notes/run_0,2720,8135,3499,7356,0.2676470588235294,0.4306944841383252,0.0989668297988037,0.1852489244007375,fn<0_inferred,728.0,1507.0,10.0,0.0
10-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.000000-notes/run_0,4350,15650,5208,14792,0.324367816091954,0.4356758832565284,0.0953893996755002,0.1449840255591054,all,1411.0,2269.0,10.0,0.0
10-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.000000-notes/run_0,2284,7657,2590,7351,0.3476357267950963,0.4247104247104247,0.1080125153040402,0.1436593966305341,fn>=0,794.0,1100.0,10.0,0.0
10-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.000000-notes/run_0,2066,7993,2618,7441,0.2986447241045498,0.446524064171123,0.0829189625050396,0.1462529713499311,fn<0,617.0,1169.0,10.0,0.0
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.100000-notes/run_0,2298,8057,2703,7652,0.2898172323759791,0.3962264150943396,0.0870360690015682,0.1329278887923544,fn<0_inferred,666.0,1071.0,10.0,0.1
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.100000-notes/run_0,2267,7725,2542,7450,0.3400970445522717,0.4114870180959874,0.103489932885906,0.1354045307443365,fn>=0,771.0,1046.0,10.0,0.1
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.100000-notes/run_0,2101,7907,2538,7470,0.3079485959067111,0.4271079590228526,0.0866131191432396,0.1370937144302516,fn<0,647.0,1084.0,10.0,0.1
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.100000-notes/run_0,2070,7575,2377,7268,0.3632850241545893,0.4455195624737063,0.1034672537149146,0.1398019801980198,fn>=0_inferred,752.0,1059.0,10.0,0.1
10-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.100000-notes/run_0,4368,15632,5080,14920,0.3246336996336996,0.4192913385826771,0.0950402144772118,0.1362589559877175,all,1418.0,2130.0,10.0,0.1
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.200000-notes/run_0,4175,15825,4906,15094,0.3492215568862275,0.4461883408071749,0.096594673380151,0.1383254344391785,all,1458.0,2189.0,10.0,0.2
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.200000-notes/run_0,2140,7928,2422,7646,0.3705607476635514,0.4438480594549959,0.1037143604499084,0.1355953582240161,fn<0,793.0,1075.0,10.0,0.2
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.200000-notes/run_0,2805,8280,3494,7591,0.2877005347593583,0.4281625643961076,0.1063101040706099,0.1806763285024154,fn<0_inferred,807.0,1496.0,10.0,0.2
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.200000-notes/run_0,2035,7897,2484,7448,0.3267813267813267,0.4484702093397745,0.0892857142857142,0.141066227681398,fn>=0,665.0,1114.0,10.0,0.2
10-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.200000-notes/run_0,1370,7545,1412,7503,0.4751824817518248,0.4907932011331444,0.086765293882447,0.0918489065606361,fn>=0_inferred,651.0,693.0,10.0,0.2
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.300000-notes/run_0,4169,15831,4515,15485,0.3809066922523387,0.4283499446290144,0.1025508556667743,0.1221653717389931,all,1588.0,1934.0,10.0,0.3
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.300000-notes/run_0,2171,7915,2265,7821,0.4127130354675264,0.4370860927152318,0.1145633550696841,0.1250789639924194,fn<0,896.0,990.0,10.0,0.3
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.300000-notes/run_0,1998,7916,2250,7664,0.3463463463463463,0.4195555555555555,0.0902922755741127,0.1192521475492673,fn>=0,692.0,944.0,10.0,0.3
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.300000-notes/run_0,3068,8457,3506,8019,0.2975880052151238,0.3853394181403308,0.1138545953360768,0.1597493200898664,fn<0_inferred,913.0,1351.0,10.0,0.3
10-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.300000-notes/run_0,1101,7374,1009,7466,0.6130790190735694,0.5777998017839445,0.0904098580230377,0.0790615676701925,fn>=0_inferred,675.0,583.0,10.0,0.3
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.400000-notes/run_0,2080,7949,2049,7980,0.4557692307692307,0.447535383113714,0.118796992481203,0.1153604226946785,fn<0,948.0,917.0,10.0,0.4
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.400000-notes/run_0,2804,8454,3223,8035,0.3559201141226819,0.4396524976729755,0.1242065961418792,0.1676129642772652,fn<0_inferred,998.0,1417.0,10.0,0.4
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.400000-notes/run_0,1960,8011,2054,7917,0.4076530612244898,0.434761441090555,0.1009220664393078,0.1114717263762326,fn>=0,799.0,893.0,10.0,0.4
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.400000-notes/run_0,4040,15960,4103,15897,0.4324257425742574,0.4411406288081891,0.1098949487324652,0.1134085213032581,all,1747.0,1810.0,10.0,0.4
10-r_fun-0.400000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.400000-notes/run_0,1236,7506,880,7862,0.6059870550161812,0.4465909090909091,0.095268379547189,0.0523581135091926,fn>=0_inferred,749.0,393.0,10.0,0.4
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.500000-notes/run_0,1849,8221,1817,8253,0.4202271498107084,0.4100165107319757,0.094147582697201,0.0906215788833475,fn>=0,777.0,745.0,10.0,0.5
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.500000-notes/run_0,2562,8723,2760,8525,0.3704137392661983,0.4155797101449275,0.1113196480938416,0.1314914593603118,fn<0_inferred,949.0,1147.0,10.0,0.5
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.500000-notes/run_0,1245,7470,860,7855,0.5895582329317269,0.405813953488372,0.0934436664544875,0.0467202141900937,fn>=0_inferred,734.0,349.0,10.0,0.5
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.500000-notes/run_0,3807,16193,3620,16380,0.442080378250591,0.4132596685082872,0.1027472527472527,0.0923855987154943,all,1683.0,1496.0,10.0,0.5
10-r_fun-0.500000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.500000-notes/run_0,1958,7972,1803,8127,0.4627170582226762,0.4165280088740987,0.1114802510151347,0.0942047165077772,fn<0,906.0,751.0,10.0,0.5
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.600000-notes/run_0,1518,7938,1183,8273,0.5691699604743083,0.4471682163989856,0.1044361174906321,0.0666414714033761,fn>=0_inferred,864.0,529.0,10.0,0.6
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.600000-notes/run_0,2099,8445,1895,8649,0.4692710814673654,0.4121372031662269,0.1138859983813157,0.0924807578448786,fn<0_inferred,985.0,781.0,10.0,0.6
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.600000-notes/run_0,1815,8139,1545,8409,0.5146005509641873,0.4297734627831715,0.1110714710429301,0.0815825039931195,fn>=0,934.0,664.0,10.0,0.6
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.600000-notes/run_0,1802,8244,1533,8513,0.5077691453940066,0.4213959556425309,0.1074826735580876,0.0783600194080543,fn<0,915.0,646.0,10.0,0.6
10-r_fun-0.600000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/note_pol/output_helpfulness_True/data/10-r_fun-0.600000-notes/run_0,3617,16383,3078,16922,0.5111971246889687,0.4256010396361273,0.1092660442028129,0.0799609351156686,all,1849.0,1310.0,10.0,0.6
