params,run_result_dir,condition,status,corr_in,corr_in_p,corr_fn_abs,corr_fn_abs_p,avg_in,avg_in_hat,avg_fn_hat_abs,avg_fn_abs,avg_helpfulness,avg_helpfulness_hat,st_prop,bhvr_rate,number_of_notes
0.000000-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.000000-notes/run_0,fn>=0_inferred,unpublished,0.5488520912952458,0.0,0.5369676429497308,0.0,0.0221101399821807,0.035481815628993,0.2267139140419067,0.4331708351633007,,,0.0,0.0,7071.0
0.000000-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.000000-notes/run_0,fn>=0_inferred,publishable,-0.1302816824282232,2.9444257246277957e-06,0.3026190779705426,1.7026468958797695e-28,0.6951960070367474,0.3777069889710711,0.0648941133405566,0.2590118510906959,,,0.0,0.0,1279.0
0.000000-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.000000-notes/run_0,fn>=0_inferred,unpublishable,0.5898325215412443,0.0,0.4827820829373348,0.0,0.0108251863257982,0.0543628866499872,0.235468707225311,0.4622900483530376,,,0.0,0.0,7078.0
0.000000-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.000000-notes/run_0,all,publishable,0.0764707069592534,3.835686335007115e-08,0.2107600380367504,7.224208616847693e-53,0.7455463234438627,0.4070887073471011,0.0771324327530438,0.2321658548632732,,,0.0,0.0,5157.0
0.000000-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.000000-notes/run_0,all,published,0.2617364783957231,7.727942367212353e-70,0.3966444112731357,1.0137085580793544e-165,0.7331833368181818,0.4968081623613635,0.0941770390835079,0.3330542095922727,,,0.0,0.0,4400.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,all,published,0.266193319183612,4.221834344752136e-72,0.4096927405817128,2.467807744185108e-177,0.7388409312072894,0.4996203256742597,0.0919651306315605,0.3339181377466514,,,0.0,0.04,4390.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn>=0_inferred,unpublishable,0.6017472106400056,0.0,0.4787631230497004,0.0,0.005745801019459,0.0478777727064642,0.2388023788163137,0.4443929377321832,,,0.0,0.04,7246.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,all,publishable,0.0902203088610468,7.264069757826389e-11,0.204463051708305,3.692097583002267e-50,0.7470039349499615,0.4088783558021554,0.0803676237185989,0.230843544666147,,,0.0,0.04,5196.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,all,unpublishable,0.6435744986295114,0.0,0.4610266492932611,0.0,0.0759359161320724,0.0696520901614529,0.2524445847461121,0.457873156469775,,,0.0,0.04,14804.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn<0,published,0.2648375336643279,1.2470479352745172e-37,0.420030218168472,2.0079715800006868e-97,0.7306433031374282,0.5001020405788776,0.0863304212373091,0.3402727167731772,,,0.0,0.04,2263.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn<0,unpublished,0.5579221042735121,0.0,0.505650662672325,0.0,0.1130111309534068,0.0656777127216002,0.225369858120105,0.4122463020647696,,,0.0,0.04,7705.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn<0,publishable,0.0854129297329304,1.2217339301794194e-05,0.141069999471933,4.2697298108515513e-13,0.7485447395793499,0.4077129656,0.0723925900686309,0.2297135883040918,,,0.0,0.04,2615.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn<0,unpublishable,0.6258570323921213,0.0,0.4432303387500456,0.0,0.0770776642181422,0.0777381054407629,0.2369827114165606,0.4550107278731878,,,0.0,0.04,7353.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn>=0,published,0.2683976747850924,2.0324068255481808e-36,0.4029721967947152,7.340654679244536e-84,0.747562714151387,0.4991078100047014,0.0979601223378091,0.3271572480724494,,,0.0,0.04,2127.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn>=0,unpublished,0.5845892542445775,0.0,0.5405834645269844,0.0,0.1127546232034408,0.0577206164792182,0.2548485926799902,0.4219555830925996,,,0.0,0.04,7905.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn>=0,publishable,0.0953700216119629,1.2108445826150838e-06,0.2628675292518123,4.732091932636669e-42,0.745442833010461,0.4100590979093375,0.0884477139916195,0.2319883861565672,,,0.0,0.04,2581.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn>=0,unpublishable,0.6621594964545858,0.0,0.4790041865981747,0.0,0.0748091849984163,0.0616724269821795,0.2677030942874074,0.460697936696685,,,0.0,0.04,7451.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn<0_inferred,published,0.2483012653102723,2.252707731221164e-43,0.3654182305854165,2.1044484184995784e-95,0.7761631643881295,0.504754881903968,0.082020403467249,0.303756169479093,,,0.0,0.04,2999.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn<0_inferred,unpublished,0.5769856484982021,0.0,0.5208390229116429,0.0,0.2034617151244912,0.0907093856432927,0.247604748096147,0.4162667448958412,,,0.0,0.04,8452.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn<0_inferred,publishable,0.1218427017462316,2.3798592603464423e-14,0.1757805655178089,2.18583982226516e-28,0.7615850290264577,0.4100252803924994,0.0852573658434317,0.2237267656193937,,,0.0,0.04,3893.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn<0_inferred,unpublishable,0.677884119172085,0.0,0.443081263658552,0.0,0.1432285298005027,0.0905275471975535,0.2655236300183162,0.4707969015045184,,,0.0,0.04,7558.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn>=0_inferred,published,0.2493944609133155,3.6338240696345346e-21,0.4389453273936111,1.357261430086235e-66,0.6583740891445004,0.4885502076779295,0.1134059909951621,0.3989474280661395,,,0.0,0.04,1391.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn>=0_inferred,unpublished,0.556827309999063,0.0,0.527598347157845,0.0,0.0059259072627828,0.027333406304979,0.23167051565271,0.4182215861827885,,,0.0,0.04,7158.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,fn>=0_inferred,publishable,-0.0187841600674251,0.4981125235437007,0.3585310051495055,8.269489285828171e-41,0.7034396991557944,0.4054516655257099,0.0657584402251419,0.2521064923476592,,,0.0,0.04,1303.0
0.000000-r_fun-0.040000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.040000-notes/run_0,all,unpublished,0.571080888311093,0.0,0.523433800367068,0.0,0.112881233851326,0.0616481902490807,0.2402980705926157,0.417163141688408,,,0.0,0.04,15610.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn>=0_inferred,publishable,-0.0472154550855061,0.1989034565277073,0.4905056118791894,3.5458697889803004e-46,0.6222731078167116,0.4012642859137466,0.077764381853845,0.2837503710256064,,,0.0,0.08,742.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn>=0_inferred,unpublishable,0.5566475194040974,0.0,0.5048135389371586,0.0,-0.0134843529968695,0.0368411245038457,0.2591036610569165,0.4406640919220727,,,0.0,0.08,7507.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn<0,unpublished,0.5608043475592657,0.0,0.5652295209602282,0.0,0.1173758014682087,0.0601790209493536,0.2589072715662919,0.4156852455400411,,,0.0,0.08,7782.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,all,published,0.2871591261035854,1.095508423325894e-84,0.4489128619160727,2.990826501070206e-218,0.7378693668853201,0.5024764421126442,0.1000519173546774,0.3347135459741099,,,0.0,0.08,4421.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,all,unpublished,0.5500776313374888,0.0,0.5447696498911545,0.0,0.113011729525008,0.0615781765941787,0.2546879391019797,0.4168416627671223,,,0.0,0.08,15579.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,all,publishable,0.080467265244241,5.745352340935637e-09,0.2284105716325817,8.401010613846442e-63,0.747688045941807,0.4071932926424195,0.0924766395092492,0.2298183340974349,,,0.0,0.08,5224.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,all,unpublishable,0.6368779417433571,0.0,0.4791891854759907,0.0,0.0755825563934826,0.071304615794309,0.2657698270911243,0.4583902188464767,,,0.0,0.08,14776.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn<0,published,0.2706520187592433,4.136719205771581e-37,0.486040969257252,7.980094397361724e-127,0.7442355393996247,0.5011638693339587,0.1112582311309732,0.3319034206186679,,,0.0,0.08,2132.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn<0,publishable,0.0849583413626126,1.4336817474287863e-05,0.287272537600104,1.3343312012551537e-50,0.7490933306420607,0.4050870836409073,0.104768769910394,0.227190846591311,,,0.0,0.08,2601.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn<0,unpublishable,0.6480441978007924,0.0,0.5040650027858761,0.0,0.0754460418467933,0.0660690559138342,0.2706844476361525,0.4583012828616983,,,0.0,0.08,7313.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn>=0,unpublished,0.5395752976570755,0.0,0.5256138164746778,0.0,0.1086560532569578,0.0629746405197948,0.2504767238605692,0.4179958552592535,,,0.0,0.08,7797.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn>=0,published,0.3034946436597376,5.620917131204505e-50,0.4228349918757288,5.942607115579301e-100,0.7319398431629532,0.5036989869637397,0.0896142323520288,0.3373309279128615,,,0.0,0.08,2289.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn>=0,unpublishable,0.6264778117383576,0.0,0.4561372460584586,0.0,0.0757163271130242,0.0764349453408602,0.2609539862703027,0.4584773672930377,,,0.0,0.08,7463.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn<0_inferred,published,0.2544825698805363,9.453238548854098e-52,0.4185885204009432,2.3453107871359345e-145,0.778310429906542,0.5071482874970794,0.0876862283238244,0.3038806134671553,,,0.0,0.08,3424.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn<0_inferred,unpublished,0.5674137320585924,0.0,0.548120203523007,0.0,0.2398577741344541,0.1044787565212369,0.2530422636272571,0.4100695949476402,,,0.0,0.08,8327.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn<0_inferred,publishable,0.0953695337243913,1.5785874713619512e-10,0.196288303304029,3.6137866512513675e-40,0.7684506260597948,0.4081748461883087,0.0949122698484527,0.2208898264221329,,,0.0,0.08,4482.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn<0_inferred,unpublishable,0.6953330549376081,0.0,0.4497475566757046,0.0,0.1675656749508323,0.1068965031402311,0.2726542552681497,0.4766967307217691,,,0.0,0.08,7269.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn>=0_inferred,published,0.3000250094427721,3.4753153703118444e-22,0.4286068422398558,8.188550470199849e-46,0.5989825065195585,0.4864319099197592,0.1425194391617392,0.4406031757673018,,,0.0,0.08,997.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn>=0_inferred,unpublished,0.5082533047450848,0.0,0.5416847879768777,0.0,-0.0326373346590595,0.0123182305030846,0.2565775612307738,0.4246175878543849,,,0.0,0.08,7252.0
0.000000-r_fun-0.080000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.080000-notes/run_0,fn>=0,publishable,0.0760834780246412,9.602200130748976e-05,0.1751536286931967,1.6221939188977361e-19,0.7462945478459778,0.4092818361471598,0.0802876074187506,0.2324237839653068,,,0.0,0.08,2623.0
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn<0_inferred,unpublishable,0.6799625726416503,0.0,0.4662725854945974,0.0,0.1333572070575048,0.0899957522881299,0.2611098079442014,0.4634139359005507,,,0.0,0.12,7262.0
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn<0_inferred,unpublished,0.5789326255485527,0.0,0.5470180957186873,0.0,0.1898193300064339,0.0847443089610224,0.2441446404139639,0.4107068888964837,,,0.0,0.12,8020.0
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn<0_inferred,publishable,0.1299503130612019,7.111467287628848e-16,0.2351173656352769,3.382558297644442e-49,0.7656871584313726,0.4125195964368627,0.0829200479177176,0.2241841607006535,,,0.0,0.12,3825.0
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn>=0_inferred,published,0.2622058825889886,1.7235355930416125e-21,0.4373554253631451,1.0490609739017031e-60,0.6411278203921569,0.4858582920235293,0.1295665990413882,0.3825666961372549,,,0.0,0.12,1275.0
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn>=0,unpublishable,0.6520284616683296,0.0,0.4975237760606746,0.0,0.0659649012773182,0.0634557274626304,0.2572950139655596,0.4497973556462287,,,0.0,0.12,7398.0
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn>=0_inferred,publishable,-0.0599187629814667,0.023408767615334,0.3866094601527745,3.160464845115714e-52,0.6743398043326345,0.3811210743473095,0.077985622868232,0.2509545370363382,,,0.0,0.12,1431.0
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn>=0_inferred,unpublishable,0.5840309786169391,0.0,0.4927482096867237,0.0,0.007702346865036,0.0492772839316132,0.2495554637842529,0.443994179004865,,,0.0,0.12,7482.0
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn<0_inferred,published,0.2678999843835392,1.4481850128764926e-51,0.4034197205180624,2.136703100538487e-120,0.7743209625040757,0.5059625861167264,0.0832437536537561,0.3028846326181936,,,0.0,0.12,3067.0
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn>=0_inferred,unpublished,0.5210783556151996,0.0,0.536957208689102,0.0,0.026861907337549,0.0385712979100981,0.2374409521576918,0.4180816774336737,,,0.0,0.12,7638.0
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn>=0,publishable,0.1037174232911763,9.141674569079256e-08,0.2990796049804926,9.89787555099703e-56,0.7413317554882664,0.4078086673357304,0.0876040593019341,0.2334361753077214,,,0.0,0.12,2642.0
0.000000-r_fun-0.120000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/bad_actor_no_bias_grid/output_helpfulness_True/data/0.000000-r_fun-0.120000-notes/run_0,fn<0,unpublished,0.531280681279246,0.0,0.5260623566222012,0.0,0.1180706277666921,0.0697276691711437,0.2363342721103004,0.4165712293541221,,,0.0,0.12,7860.0
