params,run_result_dir,condition,status,corr_in,corr_in_p,corr_fn_abs,corr_fn_abs_p,avg_in,avg_in_hat,avg_fn_hat_abs,avg_fn_abs,avg_helpfulness,avg_helpfulness_hat,no_run,bhvr_rate,number_of_notes
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,fn>=0_inferred,unpublished,0.4919982454592392,0.0,0.5507477646609469,0.0,-0.052183538789218,0.0178519175937935,0.2741422330643543,0.4443737320426237,,,1.0,0.0,6548.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,fn<0,publishable,0.0922773209978029,1.803091507839384e-06,0.020479626005281,0.2903095125481129,0.7466085476011994,0.4021131421349326,0.0923398638478894,0.2328366853944528,,,1.0,0.0,2668.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,fn<0,unpublished,0.5277754037081747,0.0,0.5355293967404102,0.0,0.116536921756706,0.0714781152741212,0.2536301864686147,0.4202809457739722,,,1.0,0.0,7784.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,fn<0,published,0.2521887879825558,1.8881179114428897e-33,0.3505218697508291,5.535078936318043e-65,0.7287126366922728,0.4991253584591053,0.0818939036732575,0.3319770969199729,,,1.0,0.0,2213.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,all,unpublishable,0.6174377919112926,0.0,0.4897403020773048,0.0,0.0732726504355498,0.0712118756565628,0.2649654346959886,0.4612493621192782,,,1.0,0.0,14768.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,all,publishable,0.0861462457808422,4.339633331844946e-10,0.1283243426427525,1.1815325030939536e-20,0.7461478451834862,0.3986477836989679,0.1040000148164294,0.2290321881969418,,,1.0,0.0,5232.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,all,unpublished,0.5439209377359429,0.0,0.5453974828577456,0.0,0.1181831010631044,0.0651085511836279,0.256221819832455,0.4197053972777749,,,1.0,0.0,15739.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,fn>=0_inferred,unpublishable,0.5325053211985696,0.0,0.5195476081646319,0.0,-0.0263587771782564,0.0439197177773482,0.271467890836423,0.4543103516409693,,,1.0,0.0,6871.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,all,published,0.2585156308253001,5.063959204036149e-66,0.4218935827189049,1.5404757353594971e-183,0.7335959164515372,0.4958081898451068,0.0996156758429732,0.3295667075026989,,,1.0,0.0,4261.0
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.000000-notes/run_0,fn<0,unpublishable,0.6002217531628155,0.0,0.4731923442392972,0.0,0.0720170362879246,0.080244536000513,0.2604892650504089,0.4618534480496794,,,1.0,0.0,7329.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn>=0_inferred,publishable,-0.1258656482004347,3.8679186973547735e-05,0.279116264794123,1.7854838164191682e-20,0.6818551815616181,0.3833463887789275,0.0609453148098908,0.2579640545352775,,,1.0,0.066667,1063.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn>=0_inferred,unpublished,0.5410415319579932,0.0,0.5206221334811819,0.0,0.0200162247044313,0.0363334964250311,0.2403456084901923,0.4237861157065825,,,1.0,0.066667,6973.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,all,unpublished,0.5720687680086048,0.0,0.5207934795500618,0.0,0.1142677472121198,0.0622291061397165,0.2388782856617172,0.4151572538486501,,,1.0,0.066667,15817.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn>=0_inferred,unpublishable,0.5897001034002283,0.0,0.4771564006466966,0.0,0.0106197701053235,0.0508657307145561,0.2489444280738255,0.4484226007506098,,,1.0,0.066667,6969.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn>=0_inferred,published,0.2546347374671946,3.9052456348011816e-17,0.460539680633133,1.0254913446072272e-56,0.6225194532577903,0.4802899131728045,0.1168542595725146,0.4194639374693107,,,1.0,0.066667,1059.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn<0_inferred,unpublishable,0.6729999933282733,0.0,0.4548327451759643,0.0,0.1173607792852704,0.0772796358205031,0.2547131870067836,0.4624736642749137,,,1.0,0.066667,7821.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn<0_inferred,publishable,0.1217057652841352,3.708759579893005e-15,0.1716884849776075,8.407648341892258e-29,0.7701652278755728,0.4050251588734025,0.0910470445844682,0.2219824337603086,,,1.0,0.066667,4147.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn<0_inferred,unpublished,0.5860029302756553,0.0,0.520968136778951,0.0,0.1885798080947648,0.082646347946648,0.2377213835718307,0.4083538782566825,,,1.0,0.066667,8844.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,all,published,0.2495716303041762,2.0216321371476083e-60,0.429283199746546,3.390302156510908e-187,0.7418604190772173,0.492886942961989,0.0934794822017371,0.3275874471852738,,,1.0,0.066667,4183.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn>=0,unpublishable,0.6305419036184977,0.0,0.4468729877336004,0.0,0.0668963356889467,0.0728125411547242,0.2407551866386301,0.4541112779187919,,,1.0,0.066667,7301.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn>=0,publishable,0.0849572069373437,1.5239182737837157e-05,0.0809964244904551,3.741709859962533e-05,0.7575250286266924,0.4022367062266924,0.073359259054427,0.2307902691624758,,,1.0,0.066667,2585.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn<0_inferred,published,0.2188535495916456,3.447647921580437e-35,0.3882819450298058,6.011617300849609e-113,0.7823156312419974,0.4971571908962868,0.0855557020366752,0.2964423757349552,,,1.0,0.066667,3124.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn>=0,published,0.2571379880070066,1.4783211913928419e-33,0.4084406707306893,1.4811102198193208e-86,0.7415557609001406,0.4937674199859353,0.0846123838910301,0.34093835390436,,,1.0,0.066667,2133.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn<0,unpublishable,0.6476273040217199,0.0,0.4829336291527537,0.0,0.0672289605807317,0.0570547397691621,0.2629525887538931,0.4575507000721057,,,1.0,0.066667,7489.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn<0,publishable,0.0813371405874339,3.0164926056278523e-05,0.2478966724402663,4.6985208527714726e-38,0.7468514510476191,0.3989922512472381,0.0962755348110514,0.2278796559961904,,,1.0,0.066667,2625.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn<0,unpublished,0.5822830937047839,0.0,0.5303509805349609,0.0,0.1168773623250371,0.0577997805152845,0.2494331295692729,0.4193581978090278,,,1.0,0.066667,8064.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn<0,published,0.2415613288177252,1.3237740881304295e-28,0.4692192336793357,9.636605913903535e-113,0.7421774121951219,0.4919708173560976,0.1027055898586824,0.31369599156,,,1.0,0.066667,2050.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,all,unpublishable,0.6387976027861293,0.0,0.4652061239815261,0.0,0.0670647621808046,0.0648334894592222,0.2519949665197122,0.4558528487440905,,,1.0,0.066667,14790.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,all,publishable,0.0833767215956555,1.6681265579259256e-09,0.1684471375472414,1.8261213394001254e-34,0.7521472664107486,0.400602024015355,0.0849053672811332,0.2293237894001919,,,1.0,0.066667,5210.0
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.066667-notes/run_0,fn>=0,unpublished,0.5619087114554994,0.0,0.5104466326658605,0.0,0.111553451291758,0.0668361075372942,0.2279000499761079,0.4107877953040242,,,1.0,0.066667,7753.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn<0_inferred,published,0.2411712269630675,7.194652099880587e-45,0.3632687049655229,1.824282578599476e-103,0.7761019642315854,0.494205562230979,0.0968606779741315,0.2848278636467717,,,1.0,0.133333,3299.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn<0,publishable,0.0677394649818401,0.0004363958969509,0.2634794795163845,5.457389357885686e-44,0.7539089446508171,0.396960028044948,0.1138718212141593,0.2288420757145616,,,1.0,0.133333,2692.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn<0,unpublishable,0.6436800473811444,0.0,0.4722079506882527,0.0,0.0740081914282188,0.0594001464222542,0.2831655753802516,0.4598207629171915,,,1.0,0.133333,7293.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn>=0,published,0.2659571407398078,1.3881801035928294e-36,0.3577831618923158,9.021213965571549e-67,0.7261949669421488,0.4911558429568411,0.0890198130897842,0.3288257444637741,,,1.0,0.133333,2178.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn>=0,unpublished,0.5267845512697623,0.0,0.5132783565540585,0.0,0.1168548318943473,0.0711081417142093,0.2262849546935109,0.4155631010757687,,,1.0,0.133333,7837.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn>=0,publishable,0.0831322697591925,1.841614272547805e-05,0.0033193311572033,0.864437363068786,0.7474099482628399,0.3949156005940332,0.0884381387652756,0.2278437984460347,,,1.0,0.133333,2648.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn>=0,unpublishable,0.5869014127130062,0.0,0.4630931759083581,0.0,0.0703546100931179,0.078902595656476,0.2352512761493342,0.4573937988716981,,,1.0,0.133333,7367.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn<0_inferred,unpublished,0.5669160902366666,0.0,0.5032635798580222,0.0,0.2312545393400268,0.0955138591847655,0.254591272440373,0.4066259572859546,,,1.0,0.133333,8914.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,all,published,0.2730746899284639,1.028811423535162e-73,0.3897954388139478,1.4171165107951962e-154,0.7355977626203334,0.491065570302888,0.1031221647402911,0.3191319570980746,,,1.0,0.133333,4259.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn<0_inferred,unpublishable,0.6602115857499266,0.0,0.4355007726182716,0.0,0.1446985055285096,0.0872534877352208,0.2745581517858327,0.4663027141709267,,,1.0,0.133333,7629.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn<0_inferred,publishable,0.0958503806444421,7.884920269469749e-11,0.1635009644597521,7.842191231618216e-29,0.7674211267452007,0.3961906266668848,0.1078459509589936,0.219652595769568,,,1.0,0.133333,4584.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,all,unpublished,0.5493078394756062,0.0,0.5149588846985814,0.0,0.1228510071559621,0.0659033944481773,0.2477449035747657,0.4182252195585336,,,1.0,0.133333,15741.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,all,publishable,0.0752956863279695,3.613126675565609e-08,0.1445384736768333,2.524235569317258e-26,0.7506862213483145,0.395946237054307,0.1012597629511174,0.2283470498330899,,,1.0,0.133333,5340.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,all,unpublishable,0.6141005837789468,0.0,0.4647677853778849,0.0,0.0721721795799454,0.0692005927734487,0.2590874960873342,0.4586011555418061,,,1.0,0.133333,14660.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn<0,unpublished,0.5719521004210537,0.0,0.5214962265306324,0.0,0.1287963545149291,0.0607427663707616,0.2690229424642386,0.4208647720065888,,,1.0,0.133333,7904.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn>=0_inferred,unpublishable,0.5455341826411486,0.0,0.500024369770358,0.0,-0.0065226491302801,0.0496122645607678,0.2423010315269808,0.4502445646185291,,,1.0,0.133333,7031.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn>=0_inferred,publishable,-0.0765042721042307,0.0354551089397031,0.334322645987574,3.3750671905364408e-21,0.6492142552910053,0.3944643825780424,0.0613244642366931,0.2810658030436507,,,1.0,0.133333,756.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn>=0_inferred,unpublished,0.4983997086667521,0.0,0.536256432886345,0.0,-0.0186912641035594,0.0272410709295091,0.2388056136863779,0.4333703526913546,,,1.0,0.133333,6827.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn>=0_inferred,published,0.3242642661568439,6.101925859676623e-25,0.3984269536150786,7.06344283515826e-38,0.5964067614583333,0.4802751188750001,0.1246395031169166,0.4370165449062499,,,1.0,0.133333,960.0
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.133333-notes/run_0,fn<0,published,0.280855698395211,4.9981999841022685e-39,0.4442834307328331,2.1291630892801692e-101,0.7454388433445459,0.4909710898414224,0.1178818581063671,0.3089863209219605,,,1.0,0.133333,2081.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,all,published,0.2683331179191551,3.2598853430767484e-66,0.4251660226505402,1.9131050450130848e-173,0.7410640427199191,0.4829639287032355,0.0979745691940874,0.3175076575094261,,,1.0,0.2,3956.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,all,unpublished,0.5256792831423078,0.0,0.5294251166128872,0.0,0.1327518346466031,0.070606590546387,0.2450995209349836,0.4169095828385876,,,1.0,0.2,16044.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,all,publishable,0.0855444080093841,4.73400009614531e-10,0.1800302980169241,9.99504888992418e-40,0.7565638235850842,0.3818703255479841,0.0895581070159076,0.227947265887297,,,1.0,0.2,5283.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,all,unpublishable,0.5976141823198254,0.0,0.4755148145474872,0.0,0.0723376440898348,0.0697150581508618,0.2613867384825472,0.4580221671867228,,,1.0,0.2,14717.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,fn<0,published,0.2765925621279583,1.2683383702762124e-34,0.4124708032697697,9.744470946174846e-79,0.7528139799472295,0.4830419056411609,0.1025635131054142,0.3143526189452717,,,1.0,0.2,1895.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,fn<0,unpublished,0.5386364193066314,0.0,0.540338982453341,0.0,0.1377891688018019,0.0677302692198758,0.2493777441304636,0.4182058268306325,,,1.0,0.2,8158.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,fn<0,publishable,0.1099317139398856,1.59454235924454e-08,0.2440064488482563,6.098670758729331e-37,0.7616583621148726,0.3788218981559528,0.0997427016787828,0.2277088542143743,,,1.0,0.2,2629.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,fn<0,unpublishable,0.6058165589200067,0.0,0.4854495183048735,0.0,0.0738505788099542,0.0635755896058387,0.2648919627205768,0.4591560843825431,,,1.0,0.2,7424.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_no_bias/output_helpfulness_True/data_multi_st_prop_0.2/1-r_fun-0.200000-notes/run_0,fn>=0,unpublished,0.5125946660649008,0.0,0.5185916977751285,0.0,0.1275407552605883,0.0735821205212385,0.2406737353873389,0.4155686294417956,,,1.0,0.2,7886.0
