params,run_result_dir,condition,status,corr_in,corr_in_p,corr_fn_abs,corr_fn_abs_p,avg_in,avg_in_hat,avg_fn_hat_abs,avg_fn_abs,avg_helpfulness,avg_helpfulness_hat,no_run,dhom,number_of_notes
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn<0_inferred,unpublishable,0.6117553847733587,0.0,-0.0520541200479872,6.482010167972883e-06,0.2237483016801306,0.0770106748951424,0.2903759821740754,0.4708998132591012,0.0,0.1128150420056007,1.0,0.0,
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn<0_inferred,publishable,0.0169736446608425,0.2585800521826011,-0.0104333826838748,0.4874267836032065,0.7389541051444043,0.3763113488517599,0.2340896175819179,0.2318046634909296,1.0,0.4679602888086642,1.0,0.0,
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn<0_inferred,unpublished,0.51475886535438,0.0,-0.0070427631392128,0.5038407089415727,0.3078156162800244,0.0876644953900425,0.2906317464609589,0.4042623755254023,0.2616801686827211,0.0,1.0,0.0,
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn>=0_inferred,published,0.5584608558738698,9.18068234025362e-79,0.2699542945772766,2.8179950976301904e-17,0.7765606050686378,0.5937129202956706,0.0926999229617423,0.3037346473959873,0.6863780359028511,1.0,1.0,0.0,
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn>=0,unpublishable,0.5990692200332217,0.0,-0.0646657937480268,2.0539112206741805e-08,0.074059955185758,0.0299639463803587,0.2732797046047468,0.457060555899507,0.0,0.0811350919264588,1.0,0.0,
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn>=0,publishable,0.1118422299796723,1.258657472384749e-08,0.2697651574628776,3.4026094685853024e-44,0.7474573431677018,0.4424537826774068,0.1270328800294138,0.2296239473026785,1.0,0.5916149068322981,1.0,0.0,
1-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.000000-notes/run_0,fn<0_inferred,published,0.0645732793583303,0.0004803200269587,-0.0322520828599511,0.0814186024369839,0.7463036267123289,0.4984144456130137,0.2041547972899828,0.3136396240967123,0.7102739726027397,1.0,1.0,0.0,
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0,unpublishable,0.555515756278098,0.0,0.0867872969055188,6.392604059933334e-14,0.0779227983044208,0.0398660570172659,0.2413898003456699,0.4579255293606558,,,1.0,0.1,7442.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0_inferred,publishable,0.3448220969746821,3.15707375521984e-40,0.2608256810854307,3.9610064979535177e-23,0.7783401369175627,0.5181430038250896,0.0928207265916666,0.2339649571476702,,,1.0,0.1,1395.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0_inferred,unpublished,0.3490367968259192,9.438410481644638e-208,0.0328130242850747,0.0050954342295357,-0.0427524452549073,-0.0154958207088277,0.2208453534464978,0.422427946432807,,,1.0,0.1,7285.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0_inferred,published,0.3541281036027449,1.7193629570167552e-50,0.1153998584694076,2.2814967020174656e-06,0.7604280993169563,0.5510528636009587,0.1055256297424775,0.320976574724985,,,1.0,0.1,1669.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0_inferred,unpublishable,0.5484401053805774,0.0,0.0743749875548872,2.4868988363244587e-10,0.158333577264714,0.056843464297858,0.2529651095653593,0.4780786861081567,,,1.0,0.1,7221.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0_inferred,publishable,0.0075435546854345,0.6409311875834127,-0.0377738874348872,0.0194778985952281,0.7347222454901962,0.3744307081801307,0.2092785012320862,0.2272367618799999,,,1.0,0.1,3825.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0_inferred,unpublished,0.468507647863052,0.0,0.113460713491391,1.2413075947427703e-25,0.247739044421535,0.0663378378162054,0.2487454909272988,0.4104107798548959,,,1.0,0.1,8456.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0_inferred,published,0.0811089486381818,3.586552730063443e-05,-0.0360160539815445,0.066856082732092,0.717667177915058,0.4948692501583012,0.2022237266806757,0.3285533791988417,,,1.0,0.1,2590.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0,publishable,0.1301057296670567,2.2325812321659235e-11,0.213280533569492,2.255698991156896e-28,0.752034121570122,0.4392302128849086,0.1308480127617854,0.2314138576360518,,,1.0,0.1,2624.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0,unpublished,0.495620999898236,0.0,0.1402140091846615,2.519236115626526e-35,0.1073930232801935,0.0287291508803216,0.2378679737435143,0.4208834695055484,,,1.0,0.1,7750.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0,published,0.2801863796434178,4.884218886458975e-43,0.2247911736929226,6.452278603700863e-28,0.7430669557685664,0.5296080982772021,0.1279323329650971,0.3252438960582901,,,1.0,0.1,2316.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn>=0_inferred,unpublishable,0.4560355682990626,0.0,0.0026793055309182,0.8158332801957023,-0.016944246186268,0.0111139945958711,0.2190098905017273,0.4348083579518454,,,1.0,0.1,7559.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,all,unpublished,0.4477343392050019,0.0,0.0720442327828922,1.4304819748000753e-19,0.1132983797691696,0.0284648816917618,0.2358331917374357,0.4159723743228511,,,1.0,0.1,15741.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,all,publishable,0.1203760414152002,2.620195136552391e-18,0.0123839027337251,0.3710268151488431,0.7463787509578543,0.4128365802921455,0.1781561649057672,0.2290348140636015,,,1.0,0.1,5220.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,all,unpublishable,0.5139548874122545,0.0,0.0429455884295604,1.7605406932901317e-07,0.0686904739178958,0.0334558417351165,0.2355992434691486,0.4559487530544654,,,1.0,0.1,14780.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,all,published,0.2255538237897784,2.921293014779875e-50,0.0210591562085905,0.1694134800480656,0.7344241579150036,0.5168862613899977,0.1643300606112103,0.3255842111624794,,,1.0,0.1,4259.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0,unpublished,0.4049148490562922,4.8668145545e-313,0.0069593240019974,0.533928165106306,0.1190256370322863,0.0282085825788424,0.2338597765769915,0.4112093925100739,,,1.0,0.1,7991.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0,publishable,0.1059977784772866,6.18587517226409e-08,-0.1617959915554819,1.0913925638217719e-16,0.7406623825115562,0.3861582706144068,0.2259745744688675,0.2266301105450693,,,1.0,0.1,2596.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0,unpublishable,0.4733764146881218,0.0,0.0001578281513792,0.9892148505083528,0.0593273016523575,0.0269547757594071,0.2297266181931779,0.4539439602947669,,,1.0,0.1,7338.0
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.100000-notes/run_0,fn<0,published,0.1399441533541836,5.820972595687583e-10,-0.2147510444283249,1.0495092588685849e-21,0.7241221919711786,0.5017221984817293,0.2077151029315388,0.3259898569583119,,,1.0,0.1,1943.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0,unpublished,0.4542943546803345,0.0,0.0525611640296238,3.467815750937065e-06,0.1102318293075372,0.0167466322626353,0.2401107620380423,0.4230391278400102,,,1.0,0.2,7788.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0_inferred,unpublished,0.4332882112709626,0.0,0.047019732039898,6.207105342157337e-06,0.178709991956468,0.0682099660657826,0.2930342901470387,0.4314152249008038,,,1.0,0.2,9230.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,all,published,0.2241924117890855,9.902616368983717e-51,-0.0328152509444697,0.030366961896361,0.7120440043959577,0.5093068559462562,0.1747439532027935,0.3377095081742053,,,1.0,0.2,4354.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,all,unpublished,0.462774469058719,0.0,0.0434674686257127,5.3514372036773225e-08,0.1155036932522817,0.0317128524031301,0.2273216724463983,0.4194240205807503,,,1.0,0.2,15646.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,all,publishable,0.1165977892450773,5.470057545616502e-17,0.0045678899845562,0.7436460909812318,0.7467840542121685,0.4067754022355694,0.1748360324087494,0.2303233640818038,,,1.0,0.2,5128.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,all,unpublishable,0.4989687980960192,0.0,0.0044855593634593,0.584396341178801,0.0724786007104088,0.0422106695014372,0.2300262832940589,0.4607044925756737,,,1.0,0.2,14872.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0,published,0.2748711632176472,5.013346594774848e-38,0.1546768359241378,8.221655020544616e-13,0.734986364891407,0.5157995123087818,0.1519815797389848,0.3228621725960765,,,1.0,0.2,2118.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0,publishable,0.1552393386950012,2.0943779532024056e-15,0.1798374376865162,3.187117796330181e-20,0.7486108993808049,0.4168534880588235,0.1432068007974949,0.2287252717993382,,,1.0,0.2,2584.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0,unpublishable,0.5058040254544303,0.0,0.0144882196213076,0.208120759270797,0.0790894975202781,0.0638437550778768,0.2118036632808646,0.4588307955944927,,,1.0,0.2,7550.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0,published,0.1617691424746488,1.4046026714581363e-14,-0.2098318585826426,1.1426189162916113e-23,0.6903123766994633,0.5031568352951699,0.1963050922888161,0.3517733081538461,,,1.0,0.2,2236.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0,unpublished,0.4713343585007586,0.0,0.0313362992392722,0.0054684883889014,0.1207285948050521,0.0465457516719228,0.2146465095881999,0.4158411171275668,,,1.0,0.2,7858.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0,publishable,0.0756107105658506,0.0001349474415664,-0.1810771139721775,3.4203693397628486e-20,0.7449284850628931,0.3965388559433962,0.206962578982445,0.2319465836014151,,,1.0,0.2,2544.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0_inferred,published,0.132703925801525,3.138292236646597e-14,-0.0624043125250242,0.0003736186142674,0.7760960017369879,0.5225284300030798,0.1786690650380843,0.3170498101331967,,,1.0,0.2,3247.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0_inferred,unpublished,0.2861481412532145,3.6173521235018445e-121,-0.0329921247459245,0.008220619251986,0.0245756793745324,-0.020791567657076,0.1327880905609697,0.4021735816976309,,,1.0,0.2,6416.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0_inferred,publishable,0.089060213669643,2.2199624971513365e-08,-0.0524220014335455,0.0010076853834966,0.7880070447609359,0.4275065113580875,0.1884123201311088,0.2154379492119761,,,1.0,0.2,3932.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0_inferred,unpublishable,0.3754904025702513,2.4061149316990354e-191,0.1648390976443012,3.408324878715521e-36,-0.0734221642807538,-0.0205382112245332,0.1206193684282537,0.4820632380689234,,,1.0,0.2,5731.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0_inferred,published,0.0712446700161306,0.0177515590461484,0.0541037173542968,0.0719551006980615,0.5241697177055104,0.470525960767841,0.1632310009632366,0.398307556538392,,,1.0,0.2,1107.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn<0,unpublishable,0.4954431088227868,0.0,-0.0048929451256874,0.6754983238988064,0.0656618469662797,0.019903950558236,0.2488163380741214,0.4626365346690795,,,1.0,0.2,7322.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0_inferred,publishable,-0.1390920951046801,1.3741754470844594e-06,0.3380847325977158,2.297746084009334e-33,0.6112583026755853,0.3386192809397993,0.1302022838098218,0.2792610323662207,,,1.0,0.2,1196.0
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.200000-notes/run_0,fn>=0_inferred,unpublishable,0.4700708716945634,0.0,0.0013596467761315,0.8965852753717527,0.1639518841765889,0.0815514238434716,0.2986195476082401,0.4473135101424811,,,1.0,0.2,9141.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0_inferred,unpublishable,0.3846271422162087,3.829858113134216e-190,-0.0554476290493081,4.5227844568523054e-05,-0.1376503734115797,-0.0527418565380688,0.1038707426684491,0.5024160301895115,,,1.0,0.3,5406.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,all,published,0.2372192633927291,4.0127741164275956e-61,-0.0500478645983856,0.0005983813446331,0.7036365505085106,0.5130591721297872,0.1025973835893559,0.3483554896072128,,,1.0,0.3,4700.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,all,unpublished,0.4297215348684003,0.0,-0.0466874191432383,7.577666370919157e-09,0.1051921785940457,0.0283252366076832,0.2270396796053859,0.414948588978549,,,1.0,0.3,15300.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,all,publishable,0.1266470706075603,3.9500269897982607e-20,0.1388244705675523,6.686431502437596e-24,0.7446780476555024,0.4157520091766507,0.0974182235487218,0.2267470360385072,,,1.0,0.3,5225.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,all,unpublishable,0.4669851090378105,0.0,-0.1538311688375216,6.369549350385184e-79,0.069413828824291,0.0455126890801728,0.2332930343682102,0.4603201996091032,,,1.0,0.3,14775.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0,published,0.2435273644033009,1.9231990508639562e-32,0.0518324181554937,0.0128558431593449,0.7086420020798958,0.5119992524924012,0.103023443418072,0.3490669801944854,,,1.0,0.3,2303.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0,publishable,0.1256086377524761,1.517065570900068e-10,0.210416693844749,3.2267023554536268e-27,0.7416680406819063,0.4135732289325843,0.0979533811707949,0.2290025662906625,,,1.0,0.3,2581.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0,unpublishable,0.4561950997176552,0.0,-0.099845330025839,7.747820430435612e-18,0.0718649011436941,0.0307696182650108,0.2512734804706941,0.4606851343399864,,,1.0,0.3,7390.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0,published,0.2316907365374631,1.4105715391935837e-30,-0.1470964698382836,4.574863489377192e-13,0.6988273911556112,0.5140775262911973,0.1021880319892169,0.3476719006115978,,,1.0,0.3,2397.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0,unpublished,0.4559511230573048,0.0,-0.1099993192479414,5.5595070402672095e-22,0.1043128971209381,0.0416261026905298,0.2098062618807616,0.4136656053971436,,,1.0,0.3,7632.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn<0,unpublished,0.4029933697917828,2.2199174602667252e-297,0.003789030476291,0.7400844047349724,0.1060673319851199,0.0150868159055073,0.2441921892655753,0.4162255491628586,,,1.0,0.3,7668.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0,unpublishable,0.4781787287710763,0.0,-0.2223555632297005,2.1267863970109977e-83,0.0669610970111035,0.0602657416629822,0.2153004146393874,0.4599550177998646,,,1.0,0.3,7385.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0,publishable,0.1274185227976091,4.8470514300846495e-11,0.0559922509890713,0.003976617895019,0.7476163335854765,0.4178788744602874,0.0968958174131051,0.2245452495102118,,,1.0,0.3,2644.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0_inferred,unpublished,0.2934923649487984,1.5850485874431724e-107,0.0198870774187452,0.1443691802949082,-0.1325675111454815,-0.0940409913360178,0.1019179077396687,0.4219680964417331,,,1.0,0.3,5389.0
1-r_fun-0.300000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/homophily/output_helpfulness_True/data/1-r_fun-0.300000-notes/run_0,fn>=0_inferred,published,0.0605713086401226,0.0004564189474367,-0.0654857153465761,0.0001505968695764,0.788998751838565,0.5332225847115097,0.09576564534911,0.3427428905011061,,,1.0,0.3,3345.0
