params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,no_run,st_prop
1-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.050000-notes/run_0,2294,7652,2620,7326,0.3064516129032258,0.3927480916030534,0.0959595959595959,0.1344746471510716,fn>=0,703.0,1029.0,1.0,0.05
1-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.050000-notes/run_0,2953,8379,3831,7501,0.2529630883846935,0.4241712346645784,0.0995867217704306,0.1939372240124119,fn<0_inferred,747.0,1625.0,1.0,0.05
1-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.050000-notes/run_0,1949,8105,2680,7374,0.2857875833760903,0.4805970149253731,0.075535665852997,0.1589142504626773,fn<0,557.0,1288.0,1.0,0.05
1-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.050000-notes/run_0,4243,15757,5300,14700,0.2969596983266556,0.4371698113207547,0.0857142857142857,0.1470457574411372,all,1260.0,2317.0,1.0,0.05
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.066667-notes/run_0,1963,8099,2610,7452,0.3214467651553744,0.4896551724137931,0.08467525496511,0.1577972589208544,fn<0,631.0,1278.0,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.066667-notes/run_0,2343,7595,2635,7303,0.3474178403755869,0.4197343453510436,0.1114610434068191,0.1456221198156682,fn>=0,814.0,1106.0,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.066667-notes/run_0,2225,7932,2834,7323,0.3635955056179775,0.5003528581510233,0.110473849515226,0.1787695410993444,fn>=0_inferred,809.0,1418.0,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.066667-notes/run_0,2081,7762,2411,7432,0.3056222969726093,0.4006636250518457,0.0855758880516684,0.1244524607060036,fn<0_inferred,636.0,966.0,1.0,0.066667
1-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.066667-notes/run_0,4306,15694,5245,14755,0.3355782628889921,0.4545281220209723,0.0979329041003049,0.1519051866955524,all,1445.0,2384.0,1.0,0.066667
1-r_fun-0.083333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.083333-notes/run_0,1831,7800,2229,7402,0.3779355543418897,0.4890085240017945,0.0934882464198865,0.1397435897435897,fn>=0_inferred,692.0,1090.0,1.0,0.083333
1-r_fun-0.083333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.083333-notes/run_0,2258,8111,3005,7364,0.2798937112488928,0.4589018302828619,0.0858229223248234,0.1700160276168166,fn<0_inferred,632.0,1379.0,1.0,0.083333
1-r_fun-0.083333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.083333-notes/run_0,2306,7759,2644,7421,0.3191673894189072,0.4062027231467474,0.0991780083546691,0.1384198994715814,fn>=0,736.0,1074.0,1.0,0.083333
1-r_fun-0.083333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.083333-notes/run_0,1783,8152,2590,7345,0.3297812675266405,0.5386100386100386,0.0800544588155207,0.1711236506378802,fn<0,588.0,1395.0,1.0,0.083333
1-r_fun-0.083333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.083333-notes/run_0,4089,15911,5234,14766,0.3237955490339936,0.4717233473442873,0.0896654476500067,0.1551756646345295,all,1324.0,2469.0,1.0,0.083333
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.100000-notes/run_0,1609,8442,2602,7449,0.3045369794903667,0.569946195234435,0.065780641696872,0.175669272684198,fn<0,490.0,1483.0,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.100000-notes/run_0,2345,7604,2539,7410,0.3910447761194029,0.4375738479716424,0.1237516869095816,0.1461073119410836,fn>=0,917.0,1111.0,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.100000-notes/run_0,3011,9227,4511,7727,0.2530720690800399,0.5014409221902018,0.0986152452439497,0.2451501029587081,fn<0_inferred,762.0,2262.0,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.100000-notes/run_0,3954,16046,5141,14859,0.3558421851289833,0.5045710951176814,0.094690086816071,0.1616602268478125,all,1407.0,2594.0,1.0,0.1
1-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.100000-notes/run_0,943,6819,630,7132,0.6839872746553552,0.526984126984127,0.090437464946719,0.0486874908344332,fn>=0_inferred,645.0,332.0,1.0,0.1
1-r_fun-0.116667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.116667-notes/run_0,1296,8707,2526,7477,0.3564814814814814,0.669833729216152,0.0617894877624715,0.1943264040427242,fn<0,462.0,1692.0,1.0,0.116667
1-r_fun-0.116667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.116667-notes/run_0,3657,16343,5112,14888,0.3606781514902926,0.5426447574334898,0.0885948414830736,0.1697362785290338,all,1319.0,2774.0,1.0,0.116667
1-r_fun-0.116667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.116667-notes/run_0,2751,9227,4509,7469,0.2599054889131225,0.5484586382789975,0.0957290132547864,0.2680177739243524,fn<0_inferred,715.0,2473.0,1.0,0.116667
1-r_fun-0.116667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.116667-notes/run_0,2361,7636,2586,7411,0.3629817873782295,0.4184068058778035,0.1156389151261638,0.1416972236773179,fn>=0,857.0,1082.0,1.0,0.116667
1-r_fun-0.116667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.116667-notes/run_0,906,7116,603,7419,0.6666666666666666,0.4991708126036484,0.081412589297749,0.0422990444069702,fn>=0_inferred,604.0,301.0,1.0,0.116667
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.133333-notes/run_0,3880,16120,5214,14786,0.340979381443299,0.5095895665515918,0.0894765318544569,0.1648263027295285,all,1323.0,2657.0,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.133333-notes/run_0,1542,8466,2640,7368,0.3203631647211414,0.603030303030303,0.0670466883821932,0.1880463028584928,fn<0,494.0,1592.0,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.133333-notes/run_0,2643,9101,3983,7761,0.2379871358304956,0.4943509917147878,0.0810462569256539,0.2163498516646522,fn<0_inferred,629.0,1969.0,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.133333-notes/run_0,2338,7654,2574,7418,0.3545765611633875,0.4137529137529137,0.1117551900781882,0.1391429318003658,fn>=0,829.0,1065.0,1.0,0.133333
1-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.133333-notes/run_0,1237,7019,1231,7025,0.561034761519806,0.5588952071486596,0.0987900355871886,0.098019660920359,fn>=0_inferred,694.0,688.0,1.0,0.133333
1-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.150000-notes/run_0,838,7024,265,7597,0.7816229116945107,0.3094339622641509,0.0862182440437014,0.0116742596810933,fn>=0_inferred,655.0,82.0,1.0,0.15
1-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.150000-notes/run_0,801,9168,2571,7398,0.3982521847690387,0.8125243096071567,0.0431197620978642,0.2278577661431064,fn<0,319.0,2089.0,1.0,0.15
1-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.150000-notes/run_0,2431,9707,4901,7237,0.246400658165364,0.6261987349520506,0.0827691032195661,0.3161635932831977,fn<0_inferred,599.0,3069.0,1.0,0.15
1-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.150000-notes/run_0,2468,7563,2595,7436,0.3788492706645057,0.4092485549132948,0.1257396449704142,0.1404204680682269,fn>=0,935.0,1062.0,1.0,0.15
1-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.150000-notes/run_0,3269,16731,5166,14834,0.3836035484857755,0.6099496709252806,0.0845355264931913,0.1883330344868806,all,1254.0,3151.0,1.0,0.15
1-r_fun-0.166667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.166667-notes/run_0,420,9644,2643,7421,0.5785714285714286,0.9330306469920544,0.0327449130844899,0.255703027789299,fn<0,243.0,2466.0,1.0,0.166667
1-r_fun-0.166667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.166667-notes/run_0,1076,7153,707,7522,0.7100371747211895,0.5586987270155587,0.1015687317202871,0.0552215853488047,fn>=0_inferred,764.0,395.0,1.0,0.166667
1-r_fun-0.166667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.166667-notes/run_0,1860,9911,4509,7262,0.2586021505376344,0.6941672211133288,0.0662351969154503,0.3158107153667642,fn<0_inferred,481.0,3130.0,1.0,0.166667
1-r_fun-0.166667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.166667-notes/run_0,2936,17064,5216,14784,0.4240463215258855,0.6758052147239264,0.0842126623376623,0.2065752461322081,all,1245.0,3525.0,1.0,0.166667
1-r_fun-0.166667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.166667-notes/run_0,2516,7420,2573,7363,0.3982511923688394,0.4115818111154294,0.1360858345782969,0.142722371967655,fn>=0,1002.0,1059.0,1.0,0.166667
1-r_fun-0.183333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.183333-notes/run_0,1881,10203,4903,7181,0.2674109516214779,0.7189475831123802,0.070045954602423,0.3454866215818877,fn<0_inferred,503.0,3525.0,1.0,0.183333
1-r_fun-0.183333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.183333-notes/run_0,2805,17195,5215,14785,0.4338680926916221,0.6954937679769895,0.08231315522489,0.2109334108752544,all,1217.0,3627.0,1.0,0.183333
1-r_fun-0.183333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.183333-notes/run_0,924,6992,312,7604,0.7727272727272727,0.3269230769230769,0.0938979484481851,0.0145881006864988,fn>=0_inferred,714.0,102.0,1.0,0.183333
1-r_fun-0.183333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.183333-notes/run_0,2629,7457,2658,7428,0.3982502852795739,0.4048156508653122,0.1409531502423263,0.1442939519914174,fn>=0,1047.0,1076.0,1.0,0.183333
1-r_fun-0.183333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.183333-notes/run_0,176,9738,2557,7357,0.9659090909090908,0.9976535001955416,0.0231072448008699,0.2619634421852536,fn<0,170.0,2551.0,1.0,0.183333
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.200000-notes/run_0,1771,9290,4811,6250,0.2507058159232072,0.7241737684473083,0.07104,0.37502691065662,fn<0_inferred,444.0,3484.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.200000-notes/run_0,2909,17091,5383,14617,0.4245445170161567,0.6890209920118893,0.0844906615584593,0.2170148031127494,all,1235.0,3709.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.200000-notes/run_0,261,9726,2659,7328,1.0,1.0,0.0356168122270742,0.2733909109603125,fn<0,261.0,2659.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.200000-notes/run_0,2648,7365,2724,7289,0.3678247734138973,0.3854625550660793,0.1336260117986006,0.1425661914460285,fn>=0,974.0,1050.0,1.0,0.2
1-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.200000-notes/run_0,1138,7801,572,8367,0.695079086115993,0.3933566433566433,0.0945380662125014,0.0288424560953723,fn>=0_inferred,791.0,225.0,1.0,0.2
1-r_fun-0.216667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.216667-notes/run_0,848,7075,528,7395,0.7712264150943396,0.6325757575757576,0.0884381338742393,0.047208480565371,fn>=0_inferred,654.0,334.0,1.0,0.216667
1-r_fun-0.216667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.216667-notes/run_0,1966,10111,4716,7361,0.2980671414038657,0.7073791348600509,0.0796087488113028,0.3299376916229848,fn<0_inferred,586.0,3336.0,1.0,0.216667
1-r_fun-0.216667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.216667-notes/run_0,2563,7470,2634,7399,0.3858759266484588,0.4024297646165528,0.1336667117177997,0.1419009370816599,fn>=0,989.0,1060.0,1.0,0.216667
1-r_fun-0.216667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.216667-notes/run_0,251,9716,2610,7357,1.0,1.0,0.0341171673236373,0.2686290654590366,fn<0,251.0,2610.0,1.0,0.216667
1-r_fun-0.216667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.216667-notes/run_0,2814,17186,5244,14756,0.4406538734896943,0.6998474446987033,0.0840336134453781,0.2135459094611893,all,1240.0,3670.0,1.0,0.216667
1-r_fun-0.233333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.233333-notes/run_0,2840,17160,5203,14797,0.4672535211267605,0.7092062271766288,0.089680340609583,0.215034965034965,all,1327.0,3690.0,1.0,0.233333
1-r_fun-0.233333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.233333-notes/run_0,271,9777,2646,7402,1.0,1.0,0.036611726560389,0.2706351641607855,fn<0,271.0,2646.0,1.0,0.233333
1-r_fun-0.233333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.233333-notes/run_0,2569,7383,2557,7395,0.4110548851693266,0.4082909659757528,0.1427991886409736,0.1414059325477448,fn>=0,1056.0,1044.0,1.0,0.233333
1-r_fun-0.233333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.233333-notes/run_0,926,7439,292,8073,0.8142548596112311,0.410958904109589,0.0933977455716586,0.0161312004301653,fn>=0_inferred,754.0,120.0,1.0,0.233333
1-r_fun-0.233333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.233333-notes/run_0,1914,9721,4911,6724,0.2993730407523511,0.7269395235186317,0.0852171326591314,0.3672461680897027,fn<0_inferred,573.0,3570.0,1.0,0.233333
1-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.250000-notes/run_0,2447,7683,2545,7585,0.4164282795259501,0.4388998035363458,0.1343441001977587,0.145385916959521,fn>=0,1019.0,1117.0,1.0,0.25
1-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_True/data_multi_bhvr_1/1-r_fun-0.250000-notes/run_0,2844,17156,5057,14943,0.4978902953586498,0.7176191417836663,0.0947600883356755,0.2115294940545581,all,1416.0,3629.0,1.0,0.25
