params,run_result_dir,n_H,n_U,n_h,n_u,p_u_H,p_h_U,p_H_u,p_U_h,condition,n_uH,n_hU,no_run,st_prop
3-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.133333-notes/run_0,3033,9132,4479,7686,0.2822288163534454,0.5139540075909801,0.1113713244860785,0.2520805957074025,fn<0_inferred,856.0,2302.0,3.0,0.133333
3-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.133333-notes/run_0,1544,8526,2553,7517,0.3937823834196891,0.6333725029377203,0.0808833311161367,0.1896551724137931,fn<0,608.0,1617.0,3.0,0.133333
3-r_fun-0.133333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.133333-notes/run_0,650,7185,664,7171,0.6538461538461539,0.661144578313253,0.0592664900292846,0.0610995128740431,fn>=0_inferred,425.0,439.0,3.0,0.133333
3-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.150000-notes/run_0,3643,16357,5243,14757,0.3379083173208894,0.5399580392904826,0.0834180388967947,0.17307574738644,all,1231.0,2831.0,3.0,0.15
3-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.150000-notes/run_0,2225,7769,2593,7401,0.3244943820224719,0.4203625144620131,0.0975543845426293,0.1403011970652593,fn>=0,722.0,1090.0,3.0,0.15
3-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.150000-notes/run_0,1890,8235,2738,7387,0.3798941798941799,0.5719503287070855,0.0971977798835792,0.1901639344262295,fn<0_inferred,718.0,1566.0,3.0,0.15
3-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.150000-notes/run_0,1753,8122,2505,7370,0.2926411865373645,0.5049900199600799,0.0696065128900949,0.1557498153164245,fn>=0_inferred,513.0,1265.0,3.0,0.15
3-r_fun-0.150000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.150000-notes/run_0,1418,8588,2650,7356,0.3589562764456981,0.6569811320754717,0.0691952147906471,0.2027247321844434,fn<0,509.0,1741.0,3.0,0.15
3-r_fun-0.166667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.166667-notes/run_0,921,9105,2629,7397,0.3756786102062975,0.7812856599467478,0.0467757198864404,0.2255903349807798,fn<0,346.0,2054.0,3.0,0.166667
3-r_fun-0.166667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.166667-notes/run_0,1113,6837,1025,6925,0.6163522012578616,0.5834146341463414,0.0990613718411552,0.0874652625420506,fn>=0_inferred,686.0,598.0,3.0,0.166667
3-r_fun-0.166667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.166667-notes/run_0,2114,9936,4121,7929,0.249763481551561,0.6151419558359621,0.0665909950813469,0.2551328502415459,fn<0_inferred,528.0,2535.0,3.0,0.166667
3-r_fun-0.166667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.166667-notes/run_0,3227,16773,5146,14854,0.3762008057018903,0.6088223863194714,0.0817288272519186,0.1867882907053001,all,1214.0,3133.0,3.0,0.166667
3-r_fun-0.166667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.166667-notes/run_0,2306,7668,2517,7457,0.3764093668690373,0.4286849423917362,0.1164006973313665,0.1407146583202921,fn>=0,868.0,1079.0,3.0,0.166667
3-r_fun-0.183333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.183333-notes/run_0,422,9620,2692,7350,0.4644549763033175,0.9160475482912332,0.0266666666666666,0.2563409563409563,fn<0,196.0,2466.0,3.0,0.183333
3-r_fun-0.183333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.183333-notes/run_0,2429,7529,2573,7385,0.3857554549197201,0.4201321414691022,0.1268788083953961,0.1435781644308673,fn>=0,937.0,1081.0,3.0,0.183333
3-r_fun-0.183333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.183333-notes/run_0,1999,10161,4965,7195,0.2466233116558279,0.6966767371601208,0.0685198054204308,0.3404192500738116,fn<0_inferred,493.0,3459.0,3.0,0.183333
3-r_fun-0.183333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.183333-notes/run_0,852,6988,300,7540,0.7511737089201878,0.2933333333333333,0.0848806366047745,0.0125930165998855,fn>=0_inferred,640.0,88.0,3.0,0.183333
3-r_fun-0.183333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.183333-notes/run_0,2851,17149,5265,14735,0.3974044195019292,0.6736942070275403,0.0768917543264336,0.2068342177386436,all,1133.0,3547.0,3.0,0.183333
3-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.200000-notes/run_0,2342,7726,2604,7464,0.3467122117847993,0.412442396313364,0.1087888531618435,0.1390111312451462,fn>=0,812.0,1074.0,3.0,0.2
3-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.200000-notes/run_0,700,9232,2641,7291,0.4585714285714286,0.8564937523665278,0.0440268824578247,0.2450173310225303,fn<0,321.0,2262.0,3.0,0.2
3-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.200000-notes/run_0,1510,7453,1915,7048,0.4655629139072847,0.5785900783289817,0.0997446083995459,0.1486649671273312,fn>=0_inferred,703.0,1108.0,3.0,0.2
3-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.200000-notes/run_0,3042,16958,5245,14755,0.3724523339907955,0.6360343183984747,0.0767875296509657,0.1967213114754098,all,1133.0,3336.0,3.0,0.2
3-r_fun-0.200000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.200000-notes/run_0,1532,9505,3330,7707,0.2806788511749347,0.669069069069069,0.0557934345400285,0.2344029458179905,fn<0_inferred,430.0,2228.0,3.0,0.2
3-r_fun-0.216667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.216667-notes/run_0,1198,7088,718,7568,0.5742904841402338,0.2896935933147632,0.0909090909090909,0.0293453724604966,fn>=0_inferred,688.0,208.0,3.0,0.216667
3-r_fun-0.216667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.216667-notes/run_0,1547,10167,4436,7278,0.2566257272139625,0.7407574391343553,0.0545479527342676,0.3232025179502311,fn<0_inferred,397.0,3286.0,3.0,0.216667
3-r_fun-0.216667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.216667-notes/run_0,313,9776,2515,7574,0.6549520766773163,0.9570576540755468,0.0270662793768154,0.2462152209492635,fn<0,205.0,2407.0,3.0,0.216667
3-r_fun-0.216667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.216667-notes/run_0,2745,17255,5154,14846,0.3952641165755919,0.6779200620876988,0.0730836588980196,0.2024920312952767,all,1085.0,3494.0,3.0,0.216667
3-r_fun-0.216667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.216667-notes/run_0,2432,7479,2639,7272,0.3618421052631579,0.411898446381205,0.121012101210121,0.1453402861345099,fn>=0,880.0,1087.0,3.0,0.216667
3-r_fun-0.233333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.233333-notes/run_0,1794,8850,4794,5850,0.249721293199554,0.719232373800584,0.0765811965811965,0.3896045197740113,fn<0_inferred,448.0,3448.0,3.0,0.233333
3-r_fun-0.233333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.233333-notes/run_0,2601,7411,2625,7387,0.3979238754325259,0.4034285714285714,0.1401110058210369,0.1428956955876399,fn>=0,1035.0,1059.0,3.0,0.233333
3-r_fun-0.233333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.233333-notes/run_0,257,9731,2572,7416,1.0,1.0,0.0346548004314994,0.2643099373137396,fn<0,257.0,2572.0,3.0,0.233333
3-r_fun-0.233333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.233333-notes/run_0,2858,17142,5197,14803,0.4520643806857942,0.6986723109486243,0.0872796054853745,0.2118189242795473,all,1292.0,3631.0,3.0,0.233333
3-r_fun-0.233333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.233333-notes/run_0,1064,8292,403,8953,0.793233082706767,0.4540942928039702,0.0942700770691388,0.0220694645441389,fn>=0_inferred,844.0,183.0,3.0,0.233333
3-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.250000-notes/run_0,259,9740,2605,7394,1.0,1.0,0.0350284014065458,0.2674537987679671,fn<0,259.0,2605.0,3.0,0.25
3-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.250000-notes/run_0,2565,7436,2655,7346,0.389083820662768,0.4097928436911487,0.1358562482983936,0.1463152232383001,fn>=0,998.0,1088.0,3.0,0.25
3-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.250000-notes/run_0,1755,8910,4910,5755,0.256980056980057,0.7344195519348269,0.0783666377063423,0.4047138047138047,fn<0_inferred,451.0,3606.0,3.0,0.25
3-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.250000-notes/run_0,1069,8266,350,8985,0.7539756782039289,0.2485714285714285,0.0897050639955481,0.0105250423421243,fn>=0_inferred,806.0,87.0,3.0,0.25
3-r_fun-0.250000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/3-r_fun-0.250000-notes/run_0,2824,17176,5260,14740,0.445113314447592,0.7020912547528517,0.0852781546811397,0.2150093153237075,all,1257.0,3693.0,3.0,0.25
30-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.000000-notes/run_0,3087,8650,4220,7517,0.2329122125040492,0.4388625592417061,0.0956498603166156,0.2141040462427745,fn<0_inferred,719.0,1852.0,30.0,0.0
30-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.000000-notes/run_0,1163,7100,1007,7256,0.5477214101461737,0.477656405163853,0.0877894156560088,0.0677464788732394,fn>=0_inferred,637.0,481.0,30.0,0.0
30-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.000000-notes/run_0,4250,15750,5227,14773,0.3190588235294118,0.4463363305911613,0.0917890746632369,0.1481269841269841,all,1356.0,2333.0,30.0,0.0
30-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.000000-notes/run_0,2002,7906,2599,7309,0.2822177822177822,0.4470950365525202,0.0773019564919961,0.1469769795092335,fn<0,565.0,1162.0,30.0,0.0
30-r_fun-0.000000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.000000-notes/run_0,2248,7844,2628,7464,0.3518683274021352,0.44558599695586,0.1059753483386923,0.1492860785313615,fn>=0,791.0,1171.0,30.0,0.0
30-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.016667-notes/run_0,2547,8271,2909,7909,0.2795445622300746,0.3691990374699209,0.0900240232646352,0.1298512876314835,fn<0_inferred,712.0,1074.0,30.0,0.016667
30-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.016667-notes/run_0,1754,7428,2255,6927,0.3608893956670467,0.5028824833702883,0.0913815504547423,0.1526655896607431,fn>=0_inferred,633.0,1134.0,30.0,0.016667
30-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.016667-notes/run_0,2176,7662,2570,7268,0.3120404411764705,0.4175097276264591,0.0934232250963126,0.1400417645523362,fn>=0,679.0,1073.0,30.0,0.016667
30-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.016667-notes/run_0,2125,8037,2594,7568,0.3134117647058823,0.4375481881264456,0.0880021141649048,0.1412218489486126,fn<0,666.0,1135.0,30.0,0.016667
30-r_fun-0.016667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.016667-notes/run_0,4301,15699,5164,14836,0.3127179725645199,0.4275755228505035,0.0906578592612564,0.1406459010128033,all,1345.0,2208.0,30.0,0.016667
30-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.033333-notes/run_0,1626,7615,1811,7430,0.3874538745387454,0.4500276090557703,0.0847913862718708,0.1070256073539067,fn>=0_inferred,630.0,815.0,30.0,0.033333
30-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.033333-notes/run_0,2436,8323,3340,7419,0.3000821018062397,0.4895209580838323,0.0985307992990969,0.196443590051664,fn<0_inferred,731.0,1635.0,30.0,0.033333
30-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.033333-notes/run_0,1952,8067,2543,7476,0.3703893442622951,0.5167125442390877,0.0967094703049759,0.1628858311640015,fn<0,723.0,1314.0,30.0,0.033333
30-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.033333-notes/run_0,4062,15938,5151,14849,0.3350566223535204,0.475635798874005,0.0916560037712977,0.1537206675868992,all,1361.0,2450.0,30.0,0.033333
30-r_fun-0.033333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.033333-notes/run_0,2110,7871,2608,7373,0.3023696682464455,0.4355828220858895,0.0865319408653194,0.1443272773472239,fn>=0,638.0,1136.0,30.0,0.033333
30-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.050000-notes/run_0,4111,15889,5227,14773,0.3371442471418146,0.4786684522670748,0.093819806403574,0.1574674302976902,all,1386.0,2502.0,30.0,0.05
30-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.050000-notes/run_0,1884,7988,2575,7297,0.3455414012738853,0.5211650485436893,0.0892147457859394,0.1680020030045067,fn<0,651.0,1342.0,30.0,0.05
30-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.050000-notes/run_0,2022,7817,2475,7364,0.3150346191889218,0.4404040404040404,0.0865019011406844,0.1394396827427401,fn>=0_inferred,637.0,1090.0,30.0,0.05
30-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.050000-notes/run_0,2089,8072,2752,7409,0.3585447582575395,0.5130813953488372,0.1010932649480361,0.1749256689791873,fn<0_inferred,749.0,1412.0,30.0,0.05
30-r_fun-0.050000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.050000-notes/run_0,2227,7901,2652,7476,0.3300404131118096,0.4374057315233786,0.098314606741573,0.1468168586254904,fn>=0,735.0,1160.0,30.0,0.05
30-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.066667-notes/run_0,4090,15910,5189,14811,0.3246943765281173,0.4677201772981306,0.0896630882452231,0.1525455688246386,all,1328.0,2427.0,30.0,0.066667
30-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.066667-notes/run_0,1872,8152,2609,7415,0.313568376068376,0.5074741280183979,0.0791638570465273,0.162414131501472,fn<0,587.0,1324.0,30.0,0.066667
30-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.066667-notes/run_0,2218,7758,2580,7396,0.3340847610459874,0.4275193798449612,0.1001892915089237,0.1421758185099252,fn>=0,741.0,1103.0,30.0,0.066667
30-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.066667-notes/run_0,2077,7966,2843,7200,0.3543572460279249,0.5283151600422089,0.1022222222222222,0.1885513432086367,fn<0_inferred,736.0,1502.0,30.0,0.066667
30-r_fun-0.066667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.066667-notes/run_0,2013,7944,2346,7611,0.2940884252359662,0.3942881500426257,0.0777821574037577,0.1164400805639476,fn>=0_inferred,592.0,925.0,30.0,0.066667
30-r_fun-0.083333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.083333-notes/run_0,1442,7339,1615,7166,0.4667128987517337,0.5238390092879257,0.0939157130895897,0.1152745605668347,fn>=0_inferred,673.0,846.0,30.0,0.083333
30-r_fun-0.083333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.083333-notes/run_0,2484,8735,3623,7596,0.2604669887278583,0.4929616340049683,0.0851764086361242,0.2044647967945048,fn<0_inferred,647.0,1786.0,30.0,0.083333
30-r_fun-0.083333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.083333-notes/run_0,3926,16074,5238,14762,0.336220071319409,0.5024818633066056,0.0894187779433681,0.1637426900584795,all,1320.0,2632.0,30.0,0.083333
30-r_fun-0.083333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.083333-notes/run_0,1649,8464,2669,7444,0.3298969072164948,0.5859872611464968,0.0730789897904352,0.1847826086956521,fn<0,544.0,1564.0,30.0,0.083333
30-r_fun-0.083333,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.083333-notes/run_0,2277,7610,2569,7318,0.3407992973210365,0.4157259634098871,0.1060399016124624,0.1403416557161629,fn>=0,776.0,1068.0,30.0,0.083333
30-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.100000-notes/run_0,1458,7552,1871,7139,0.4561042524005487,0.5761624799572421,0.0931503011626278,0.1427436440677966,fn>=0_inferred,665.0,1078.0,30.0,0.1
30-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.100000-notes/run_0,2197,8793,3377,7613,0.2394173873463814,0.5051821143026355,0.0690923420464994,0.1940179688388491,fn<0_inferred,526.0,1706.0,30.0,0.1
30-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.100000-notes/run_0,2204,7767,2665,7306,0.3280399274047187,0.4442776735459662,0.0989597591021078,0.1524398094502382,fn>=0,723.0,1184.0,30.0,0.1
30-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.100000-notes/run_0,3655,16345,5248,14752,0.3258549931600547,0.5304878048780488,0.0807348156182212,0.1703273172223921,all,1191.0,2784.0,30.0,0.1
30-r_fun-0.100000,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.100000-notes/run_0,1451,8578,2583,7446,0.3225361819434872,0.6194347657762292,0.0628525382755842,0.1865236651900209,fn<0,468.0,1600.0,30.0,0.1
30-r_fun-0.116667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.116667-notes/run_0,1419,7440,1366,7493,0.5193798449612403,0.5007320644216691,0.0983584679033764,0.0919354838709677,fn>=0_inferred,737.0,684.0,30.0,0.116667
30-r_fun-0.116667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.116667-notes/run_0,1283,8799,2735,7347,0.3148869836321122,0.6786106032906765,0.0549884306519667,0.2109330605750653,fn<0,404.0,1856.0,30.0,0.116667
30-r_fun-0.116667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.116667-notes/run_0,3631,16369,5244,14756,0.3437069677774718,0.5455758962623951,0.084575765790187,0.1747815993646527,all,1248.0,2861.0,30.0,0.116667
30-r_fun-0.116667,/N/project/community_notes_manip/communitynotes/synthetic_data/2025-08-21_results/multi_bad_actor_with_bias_bhvr_1/output_helpfulness_False/data_multi_bhvr_1/30-r_fun-0.116667-notes/run_0,2348,7570,2509,7409,0.3594548551959114,0.4005579912315664,0.1139155081657443,0.1327608982826948,fn>=0,844.0,1005.0,30.0,0.116667
